# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 128
8.018244989216327667e-03 2.851169586181640625e+01 2.174157257080078125e+02 2.978545837402343750e+02 5.930927734375000000e+02 1.360402832031250000e+03 2.520368194580078125e+02 7.809457397460937500e+01 7.630897521972656250e+01 9.007688903808593750e+01 3.333958053588867188e+01 4.837793350219726562e+01 1.980371284484863281e+01
1.401655934751033783e-02 3.733578872680664062e+01 2.893703308105468750e+02 3.675616149902343750e+02 3.351467285156250000e+02 1.858415222167968750e+02 3.246727294921875000e+02 4.443191909790039062e+01 1.015683135986328125e+02 1.147467880249023438e+02 1.781645965576171875e+01 5.430480957031250000e+00 1.980371284484863281e+01
1.969251595437526703e-02 4.690802764892578125e+01 3.582502746582031250e+02 4.278437805175781250e+02 7.321707153320312500e+01 4.318065795898437500e+02 3.898859863281250000e+02 -3.987716674804687500e+00 1.271041107177734375e+02 1.389448242187500000e+02 -3.927279114723205566e-01 1.322806549072265625e+01 1.980371284484863281e+01
2.551339380443096161e-02 3.133525848388671875e+01 2.477550506591796875e+02 3.002951354980468750e+02 8.700354003906250000e+01 2.613722229003906250e+02 2.714373474121093750e+02 2.762647628784179688e+00 8.549655914306640625e+01 9.400281524658203125e+01 8.782777786254882812e-01 7.115414619445800781e+00 1.980371284484863281e+01
3.202908113598823547e-02 3.189833259582519531e+01 2.486461181640625000e+02 3.042299499511718750e+02 1.886363525390625000e+02 2.635437583923339844e+01 2.739126892089843750e+02 2.361361885070800781e+01 8.632301330566406250e+01 9.553875732421875000e+01 8.063708305358886719e+00 6.734270453453063965e-01 1.980371284484863281e+01
3.846523538231849670e-02 2.549985694885253906e+01 2.040908508300781250e+02 2.428742065429687500e+02 3.319253540039062500e+01 -2.355317306518554688e+01 2.216223602294921875e+02 -1.848045587539672852e+00 6.963768005371093750e+01 7.601652526855468750e+01 -5.893313288688659668e-01 -3.649743795394897461e-01 1.980371284484863281e+01
4.443310573697090149e-02 2.249433326721191406e+01 1.856796112060546875e+02 2.268817138671875000e+02 1.181697769165039062e+02 1.775247764587402344e+01 2.041383056640625000e+02 1.332957458496093750e+01 6.224813842773437500e+01 6.884216308593750000e+01 4.576047897338867188e+00 1.580628454685211182e-01 1.980371284484863281e+01
5.042308941483497620e-02 2.156540679931640625e+01 1.734134979248046875e+02 2.102378997802734375e+02 8.391829681396484375e+01 2.807170629501342773e+00 1.898685760498046875e+02 8.040695190429687500e+00 5.844185638427734375e+01 6.431318664550781250e+01 2.729044675827026367e+00 -6.601683795452117920e-03 1.980371284484863281e+01
5.690929666161537170e-02 1.987237167358398438e+01 1.631377563476562500e+02 1.945754852294921875e+02 4.061596298217773438e+01 -7.114508056640625000e+01 1.770208740234375000e+02 1.732757091522216797e+00 5.427347564697265625e+01 5.921872329711914062e+01 4.417598247528076172e-01 -2.321495532989501953e+00 1.980371284484863281e+01
6.341847032308578491e-02 1.759586715698242188e+01 1.479944458007812500e+02 1.798208923339843750e+02 9.856523895263671875e+01 1.120671463012695312e+02 1.616879577636718750e+02 1.036135196685791016e+01 4.839462661743164062e+01 5.320505905151367188e+01 3.400678634643554688e+00 3.249127149581909180e+00 1.980371284484863281e+01
6.949992477893829346e-02 1.765058708190917969e+01 1.422050323486328125e+02 1.698652954101562500e+02 6.994747161865234375e+01 3.856557846069335938e+01 1.542502593994140625e+02 7.061079978942871094e+00 4.739677810668945312e+01 5.179284667968750000e+01 2.406391859054565430e+00 1.306623101234436035e+00 1.980371284484863281e+01
7.558133453130722046e-02 1.470071697235107422e+01 1.227137832641601562e+02 1.459661560058593750e+02 4.382942962646484375e+01 -2.388481903076171875e+01 1.324967346191406250e+02 3.207218408584594727e+00 3.993490982055664062e+01 4.342435073852539062e+01 1.076183080673217773e+00 -8.749719262123107910e-01 1.980371284484863281e+01
8.196274191141128540e-02 1.341069126129150391e+01 1.181393127441406250e+02 1.388072509765625000e+02 3.419652175903320312e+01 2.257609367370605469e+01 1.267208557128906250e+02 1.736356377601623535e+00 3.723861312866210938e+01 4.018740463256835938e+01 6.275500655174255371e-01 4.619197249412536621e-01 1.980371284484863281e+01
8.830232173204421997e-02 1.135949230194091797e+01 1.054120254516601562e+02 1.250063781738281250e+02 3.967366027832031250e+01 -2.591754436492919922e+00 1.132193298339843750e+02 2.705135345458984375e+00 3.211155700683593750e+01 3.474473571777343750e+01 1.141813158988952637e+00 -1.671093553304672241e-01 1.980371284484863281e+01
9.435217082500457764e-02 1.037498855590820312e+01 9.850025939941406250e+01 1.167656860351562500e+02 3.638856124877929688e+01 1.695752263069152832e+00 1.057205810546875000e+02 2.463221788406372070e+00 2.937218475341796875e+01 3.178082466125488281e+01 9.620278477668762207e-01 -3.095993772149085999e-02 1.980371284484863281e+01
1.005600690841674805e-01 9.115475654602050781e+00 8.666996765136718750e+01 1.033237686157226562e+02 3.001519584655761719e+01 -1.076767635345458984e+01 9.300364685058593750e+01 1.641158461570739746e+00 2.562247467041015625e+01 2.772850418090820312e+01 6.341750025749206543e-01 -3.474906086921691895e-01 1.980371284484863281e+01
1.070138886570930481e-01 8.572903633117675781e+00 8.442262268066406250e+01 1.001111907958984375e+02 2.962820243835449219e+01 1.297625350952148438e+01 9.021878814697265625e+01 1.495808720588684082e+00 2.439839744567871094e+01 2.630999565124511719e+01 6.392111778259277344e-01 2.026437819004058838e-01 1.980371284484863281e+01
1.134273484349250793e-01 7.750649929046630859e+00 7.699133300781250000e+01 9.116329956054687500e+01 2.674868392944335938e+01 1.853385734558105469e+01 8.186688232421875000e+01 1.200902819633483887e+00 2.196269989013671875e+01 2.360564041137695312e+01 4.974170327186584473e-01 4.455991983413696289e-01 1.980371284484863281e+01
1.196089535951614380e-01 7.626306533813476562e+00 7.843920898437500000e+01 9.340904235839843750e+01 3.997896194458007812e+01 4.082251071929931641e+00 8.356768798828125000e+01 3.530700445175170898e+00 2.203845024108886719e+01 2.371431732177734375e+01 1.096724867820739746e+00 1.307253986597061157e-01 1.980371284484863281e+01
1.257804334163665771e-01 7.093879699707031250e+00 7.247555541992187500e+01 8.580556488037109375e+01 2.799708366394042969e+01 -2.478888511657714844e+00 7.681678771972656250e+01 1.691802382469177246e+00 2.022912979125976562e+01 2.162236976623535156e+01 4.998304247856140137e-01 -1.387059986591339111e-01 1.980371284484863281e+01
1.321490257978439331e-01 6.853471279144287109e+00 7.033394622802734375e+01 8.238571929931640625e+01 2.489936637878417969e+01 -4.390620231628417969e+00 7.403670501708984375e+01 1.443384051322937012e+00 1.955294418334960938e+01 2.080886650085449219e+01 5.467423200607299805e-01 -1.702890694141387939e-01 1.980371284484863281e+01
1.384563297033309937e-01 6.219179153442382812e+00 6.624136352539062500e+01 7.816631317138671875e+01 2.390101051330566406e+01 2.260582685470581055e+00 6.979182434082031250e+01 1.173793554306030273e+00 1.789854049682617188e+01 1.909391212463378906e+01 3.458638489246368408e-01 1.307543087750673294e-02 1.980371284484863281e+01
1.446497291326522827e-01 5.769694805145263672e+00 6.294308090209960938e+01 7.358822631835937500e+01 2.209208488464355469e+01 1.054730057716369629e+00 6.568386840820312500e+01 9.214450120925903320e-01 1.669546508789062500e+01 1.762316322326660156e+01 2.989757061004638672e-01 -6.341109424829483032e-02 1.980371284484863281e+01
1.508535146713256836e-01 5.355771541595458984e+00 6.115844345092773438e+01 7.174785614013671875e+01 2.444481849670410156e+01 -1.180262327194213867e+00 6.385130691528320312e+01 1.464707255363464355e+00 1.581629753112792969e+01 1.670895576477050781e+01 4.388493895530700684e-01 -4.976791143417358398e-02 1.980371284484863281e+01
1.571729034185409546e-01 4.912211894989013672e+00 5.692897415161132812e+01 6.639990997314453125e+01 2.168375587463378906e+01 6.171929836273193359e+00 5.905833435058593750e+01 1.069493174552917480e+00 1.439430713653564453e+01 1.514035511016845703e+01 3.496196866035461426e-01 1.404110789299011230e-01 1.980371284484863281e+01
1.635417938232421875e-01 4.583898067474365234e+00 5.501810836791992188e+01 6.483280944824218750e+01 1.867887115478515625e+01 4.638308048248291016e+00 5.715080642700195312e+01 4.302887320518493652e-01 1.362662792205810547e+01 1.434811592102050781e+01 2.003267854452133179e-01 7.029996067285537720e-02 1.980371284484863281e+01
1.698256134986877441e-01 4.205845355987548828e+00 5.159009933471679688e+01 6.070515823364257812e+01 2.087281036376953125e+01 1.509731292724609375e+00 5.327380371093750000e+01 9.386382699012756348e-01 1.247426700592041016e+01 1.305896949768066406e+01 3.481518030166625977e-01 8.613471873104572296e-03 1.980371284484863281e+01
1.761013567447662354e-01 4.073241233825683594e+00 5.162256622314453125e+01 6.050756835937500000e+01 1.965542602539062500e+01 4.902225494384765625e+00 5.303256225585937500e+01 4.637975096702575684e-01 1.227118206024169922e+01 1.279276847839355469e+01 2.068063467741012573e-01 5.846173688769340515e-02 1.980371284484863281e+01
1.823998540639877319e-01 3.904654741287231445e+00 4.912021636962890625e+01 5.689717864990234375e+01 1.641316986083984375e+01 6.445919036865234375e+00 4.996105194091796875e+01 2.077191770076751709e-01 1.158819389343261719e+01 1.193881320953369141e+01 1.120150536298751831e-01 9.858739376068115234e-02 1.980371284484863281e+01
1.886507123708724976e-01 3.764466524124145508e+00 4.912862777709960938e+01 5.746580505371093750e+01 1.766881942749023438e+01 1.443583607673645020e+00 5.005727767944335938e+01 1.127945110201835632e-01 1.141579627990722656e+01 1.180766010284423828e+01 8.170469105243682861e-02 -1.693041622638702393e-02 1.980371284484863281e+01
