# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 156
8.018244989216327667e-03 1.832170677185058594e+01 1.399642486572265625e+02 1.738144073486328125e+02 6.374103546142578125e+01 -3.382438354492187500e+02 1.556035003662109375e+02 8.151269912719726562e+00 4.991118621826171875e+01 5.566166687011718750e+01 2.812536478042602539e+00 -1.088838958740234375e+01 2.066971397399902344e+01
1.401655934751033783e-02 4.074597167968750000e+01 3.361701354980468750e+02 4.264882507324218750e+02 4.319453125000000000e+02 3.727430419921875000e+02 3.770099792480468750e+02 5.885354995727539062e+01 1.151305160522460938e+02 1.295936889648437500e+02 2.080668258666992188e+01 1.056598091125488281e+01 2.066971397399902344e+01
1.969251595437526703e-02 4.361184692382812500e+01 3.703752136230468750e+02 4.495220947265625000e+02 1.849419403076171875e+02 -1.266153945922851562e+02 4.070055847167968750e+02 2.136488914489746094e+01 1.247548294067382812e+02 1.371546936035156250e+02 4.914840698242187500e+00 -6.594732284545898438e+00 2.066971397399902344e+01
2.551339380443096161e-02 3.504330062866210938e+01 2.833227539062500000e+02 3.461442260742187500e+02 2.158618316650390625e+02 6.078710937500000000e+01 3.120797424316406250e+02 2.745166778564453125e+01 9.699246215820312500e+01 1.072384414672851562e+02 8.918201446533203125e+00 1.087900876998901367e+00 2.066971397399902344e+01
3.202908113598823547e-02 2.571161651611328125e+01 2.023910217285156250e+02 2.445737609863281250e+02 7.549080657958984375e+01 2.339432907104492188e+01 2.214599914550781250e+02 5.099583148956298828e+00 6.942687988281250000e+01 7.649945068359375000e+01 1.783312320709228516e+00 9.289582371711730957e-01 2.066971397399902344e+01
3.846523538231849670e-02 2.473634338378906250e+01 2.087676696777343750e+02 2.504399871826171875e+02 6.763364410400390625e+01 1.287160186767578125e+02 2.275830993652343750e+02 2.853820085525512695e+00 6.906838226318359375e+01 7.563990783691406250e+01 4.670612812042236328e-01 3.609289407730102539e+00 2.066971397399902344e+01
4.443310573697090149e-02 1.871653556823730469e+01 1.637360076904296875e+02 1.927581939697265625e+02 3.865904235839843750e+01 -6.605559539794921875e+01 1.768318176269531250e+02 1.563585162162780762e+00 5.260668945312500000e+01 5.712376022338867188e+01 2.997220866382122040e-02 -2.139373064041137695e+00 2.066971397399902344e+01
5.042308941483497620e-02 1.873077583312988281e+01 1.585655822753906250e+02 1.886661987304687500e+02 3.541521072387695312e+01 -1.250443935394287109e+01 1.720899658203125000e+02 7.459083795547485352e-01 5.195653915405273438e+01 5.683403778076171875e+01 4.864685535430908203e-01 -2.870384156703948975e-01 2.066971397399902344e+01
5.690929666161537170e-02 1.632531738281250000e+01 1.443567504882812500e+02 1.733874053955078125e+02 9.208184814453125000e+01 1.018866062164306641e+01 1.573098754882812500e+02 1.141270828247070312e+01 4.594556427001953125e+01 5.038145065307617188e+01 3.724931478500366211e+00 2.452614456415176392e-01 2.066971397399902344e+01
6.341847032308578491e-02 1.561783599853515625e+01 1.395562744140625000e+02 1.678785705566406250e+02 6.574877166748046875e+01 4.000542068481445312e+01 1.519344635009765625e+02 5.620964527130126953e+00 4.402941513061523438e+01 4.840823745727539062e+01 2.309733867645263672e+00 1.269907832145690918e+00 2.066971397399902344e+01
