# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 186
8.018244989216327667e-03 3.070272064208984375e+01 2.571298522949218750e+02 3.145626525878906250e+02 1.597949676513671875e+02 -2.616063232421875000e+02 2.836568908691406250e+02 2.124069786071777344e+01 8.604615783691406250e+01 9.522068786621093750e+01 5.408811569213867188e+00 -9.423211097717285156e+00 2.053808784484863281e+01
1.401655934751033783e-02 2.591471290588378906e+01 2.034130096435546875e+02 2.574853820800781250e+02 2.406661071777343750e+02 -7.439529418945312500e+01 2.280989074707031250e+02 3.465952682495117188e+01 7.112071990966796875e+01 7.996790313720703125e+01 1.187207603454589844e+01 -2.652899265289306641e+00 2.053808784484863281e+01
1.969251595437526703e-02 3.295506286621093750e+01 2.885314941406250000e+02 3.452802734375000000e+02 8.883403015136718750e+01 -4.577947616577148438e+01 3.146750793457031250e+02 5.596547126770019531e+00 9.525037384033203125e+01 1.043169250488281250e+02 2.376465320587158203e+00 -2.353942871093750000e+00 2.053808784484863281e+01
2.551339380443096161e-02 3.240198898315429688e+01 2.641769104003906250e+02 3.168930053710937500e+02 6.744904327392578125e+01 7.643451690673828125e+01 2.881807556152343750e+02 1.004903316497802734e+00 8.980316162109375000e+01 9.840316009521484375e+01 -7.581086456775665283e-02 2.281297206878662109e+00 2.053808784484863281e+01
3.202908113598823547e-02 2.595179367065429688e+01 2.120519561767578125e+02 2.607789306640625000e+02 1.486094512939453125e+02 -4.447843933105468750e+01 2.341916961669921875e+02 1.805455589294433594e+01 7.173564147949218750e+01 7.967102050781250000e+01 6.390012264251708984e+00 -1.398358106613159180e+00 2.053808784484863281e+01
3.846523538231849670e-02 2.025004959106445312e+01 1.684405975341796875e+02 2.061598205566406250e+02 1.012690887451171875e+02 -7.678091430664062500e+01 1.855931549072265625e+02 1.211805438995361328e+01 5.595918273925781250e+01 6.200718307495117188e+01 3.899682760238647461e+00 -2.668363094329833984e+00 2.053808784484863281e+01
4.443310573697090149e-02 2.331881141662597656e+01 2.078217773437500000e+02 2.450119171142578125e+02 4.512865066528320312e+01 -6.060893630981445312e+01 2.247680053710937500e+02 1.451203584671020508e+00 6.688510131835937500e+01 7.271762084960937500e+01 4.916650950908660889e-01 -2.329401731491088867e+00 2.053808784484863281e+01
5.042308941483497620e-02 1.879396438598632812e+01 1.599373931884765625e+02 1.896368865966796875e+02 4.704823303222656250e+01 7.199176025390625000e+01 1.732388000488281250e+02 2.048965930938720703e+00 5.231422424316406250e+01 5.704564285278320312e+01 9.221738576889038086e-01 2.525126457214355469e+00 2.053808784484863281e+01
5.690929666161537170e-02 1.673990058898925781e+01 1.469658050537109375e+02 1.733188018798828125e+02 2.326742744445800781e+01 -3.881118774414062500e+01 1.587511596679687500e+02 -8.483459949493408203e-01 4.710287857055664062e+01 5.127982711791992188e+01 -1.184336394071578979e-01 -1.304735302925109863e+00 2.053808784484863281e+01
6.341847032308578491e-02 1.647984886169433594e+01 1.459548339843750000e+02 1.731838836669921875e+02 3.963963317871093750e+01 -2.977349662780761719e+01 1.580427703857421875e+02 1.975761413574218750e+00 4.619185256958007812e+01 5.036539077758789062e+01 7.795215249061584473e-01 -1.159062266349792480e+00 2.053808784484863281e+01
