# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 6
8.018244989216327667e-03 5.822650527954101562e+01 2.092009277343750000e+02 2.507459259033203125e+02 -6.736860656738281250e+01 -2.797507858276367188e+01 2.280073852539062500e+02 -2.092113113403320312e+01 1.075634689331054688e+02 1.169846725463867188e+02 -1.397579383850097656e+01 4.583247661590576172e+00 1.305827426910400391e+01
1.401655934751033783e-02 8.806020355224609375e+01 3.627288818359375000e+02 4.709391784667968750e+02 3.113189392089843750e+02 -7.490700483322143555e-01 4.112628784179687500e+02 3.550667572021484375e+01 1.763995819091796875e+02 2.010151519775390625e+02 2.039749717712402344e+01 -2.633996486663818359e+00 1.305827426910400391e+01
1.969251595437526703e-02 6.517866516113281250e+01 2.570383605957031250e+02 3.395975646972656250e+02 3.473820495605468750e+02 6.575753784179687500e+02 2.932482604980468750e+02 4.002237319946289062e+01 1.276472167968750000e+02 1.460921783447265625e+02 2.025183296203613281e+01 2.877100372314453125e+01 1.305827426910400391e+01
2.551339380443096161e-02 5.737952041625976562e+01 2.442796325683593750e+02 3.059445190429687500e+02 1.348394012451171875e+02 -8.665376901626586914e-01 2.721232299804687500e+02 1.276929378509521484e+01 1.161067276000976562e+02 1.296228637695312500e+02 4.664916992187500000e+00 3.050289154052734375e-01 1.305827426910400391e+01
3.202908113598823547e-02 4.907615280151367188e+01 1.973916625976562500e+02 2.553933563232421875e+02 1.503098449707031250e+02 3.294208526611328125e+01 2.230278472900390625e+02 1.514603424072265625e+01 9.614829254150390625e+01 1.094080429077148438e+02 8.293411254882812500e+00 7.901580333709716797e-01 1.305827426910400391e+01
3.846523538231849670e-02 3.676020050048828125e+01 1.528523101806640625e+02 1.933059234619140625e+02 1.092080535888671875e+02 -1.009310722351074219e+01 1.708284759521484375e+02 1.181807231903076172e+01 7.266201782226562500e+01 8.163906097412109375e+01 5.369364261627197266e+00 -2.643764913082122803e-01 1.305827426910400391e+01
4.443310573697090149e-02 3.090047836303710938e+01 1.296885528564453125e+02 1.602857666015625000e+02 4.390465545654296875e+01 -1.058153152465820312e+01 1.432240142822265625e+02 1.759436488151550293e+00 6.098483657836914062e+01 6.772155761718750000e+01 7.521071434020996094e-01 -4.102491438388824463e-01 1.305827426910400391e+01
5.042308941483497620e-02 3.011686134338378906e+01 1.279978637695312500e+02 1.591499633789062500e+02 6.420768737792968750e+01 -2.003168869018554688e+01 1.417289581298828125e+02 5.499524593353271484e+00 5.979601287841796875e+01 6.678479003906250000e+01 2.901069402694702148e+00 -1.170985937118530273e+00 1.305827426910400391e+01
5.690929666161537170e-02 2.579224586486816406e+01 1.083648223876953125e+02 1.337783050537109375e+02 5.026098632812500000e+01 -2.806218266487121582e-01 1.194257202148437500e+02 3.863813638687133789e+00 5.058809661865234375e+01 5.622341918945312500e+01 1.813238024711608887e+00 1.039636209607124329e-01 1.305827426910400391e+01
6.341847032308578491e-02 2.515283203125000000e+01 1.069062805175781250e+02 1.309016876220703125e+02 4.130533599853515625e+01 6.322383403778076172e+00 1.172100219726562500e+02 2.478072643280029297e+00 4.960713958740234375e+01 5.492578506469726562e+01 1.718546748161315918e+00 2.401655465364456177e-01 1.305827426910400391e+01
6.949992477893829346e-02 2.188551330566406250e+01 9.730354309082031250e+01 1.206981811523437500e+02 6.342823028564453125e+01 1.104036617279052734e+01 1.072305450439453125e+02 6.477692127227783203e+00 4.392792510986328125e+01 4.883231735229492188e+01 3.120965957641601562e+00 2.479403913021087646e-01 1.305827426910400391e+01
7.558133453130722046e-02 2.162728691101074219e+01 9.505550384521484375e+01 1.186711273193359375e+02 5.718319702148437500e+01 -2.044747352600097656e+01 1.049707412719726562e+02 5.567052364349365234e+00 4.306065368652343750e+01 4.804093933105468750e+01 2.732781171798706055e+00 -1.437325596809387207e+00 1.305827426910400391e+01
8.196274191141128540e-02 1.943659019470214844e+01 8.823733520507812500e+01 1.068626098632812500e+02 3.661360931396484375e+01 6.567250251770019531e+00 9.594528961181640625e+01 2.721077203750610352e+00 3.921444320678710938e+01 4.308464431762695312e+01 1.749885082244873047e+00 3.613700866699218750e-01 1.305827426910400391e+01
8.830232173204421997e-02 1.701156425476074219e+01 7.940024566650390625e+01 9.793862152099609375e+01 4.028126525878906250e+01 2.413670301437377930e+00 8.691458892822265625e+01 3.236625432968139648e+00 3.465495300292968750e+01 3.829632186889648438e+01 1.530598402023315430e+00 -1.539582666009664536e-02 1.305827426910400391e+01
9.435217082500457764e-02 1.498676681518554688e+01 6.984256744384765625e+01 8.452263641357421875e+01 2.916038131713867188e+01 -4.951393127441406250e+00 7.554078674316406250e+01 2.035315990447998047e+00 3.008347320556640625e+01 3.282939529418945312e+01 1.055487155914306641e+00 -3.034121394157409668e-01 1.305827426910400391e+01
1.005600690841674805e-01 1.379823207855224609e+01 6.523460388183593750e+01 8.047894287109375000e+01 2.916831016540527344e+01 -5.283227562904357910e-01 7.096865844726562500e+01 1.605891823768615723e+00 2.793961715698242188e+01 3.077429389953613281e+01 1.084302544593811035e+00 -1.398734450340270996e-01 1.305827426910400391e+01
1.070138886570930481e-01 1.223229789733886719e+01 5.971167373657226562e+01 7.322787475585937500e+01 3.451665496826171875e+01 7.338422775268554688e+00 6.466382598876953125e+01 3.027036666870117188e+00 2.495037651062011719e+01 2.739892959594726562e+01 1.464903712272644043e+00 1.722636371850967407e-01 1.305827426910400391e+01
1.134273484349250793e-01 1.172326850891113281e+01 5.759469604492187500e+01 6.962798309326171875e+01 2.588844490051269531e+01 7.410543441772460938e+00 6.180905532836914062e+01 1.839456319808959961e+00 2.389566993713378906e+01 2.599238777160644531e+01 8.826202750205993652e-01 2.089526504278182983e-01 1.305827426910400391e+01
1.196089535951614380e-01 1.132113170623779297e+01 5.670931243896484375e+01 6.878075408935546875e+01 2.560251617431640625e+01 3.255818128585815430e+00 6.080997848510742188e+01 1.550705075263977051e+00 2.322567558288574219e+01 2.518935585021972656e+01 8.368714451789855957e-01 2.484769746661186218e-02 1.305827426910400391e+01
1.257804334163665771e-01 1.045254898071289062e+01 5.294378280639648438e+01 6.419858551025390625e+01 2.227845954895019531e+01 2.459999561309814453e+00 5.661265182495117188e+01 1.068100929260253906e+00 2.139459609985351562e+01 2.312041664123535156e+01 5.621908903121948242e-01 -4.629502445459365845e-02 1.305827426910400391e+01
1.321490257978439331e-01 1.019570446014404297e+01 5.160540771484375000e+01 6.220596313476562500e+01 2.510532569885253906e+01 1.256623566150665283e-01 5.488426971435546875e+01 1.817536830902099609e+00 2.090109634399414062e+01 2.251998329162597656e+01 7.833442687988281250e-01 1.831369707360863686e-03 1.305827426910400391e+01
1.384563297033309937e-01 9.157782554626464844e+00 4.718363952636718750e+01 5.659009170532226562e+01 1.842688369750976562e+01 7.408115863800048828e-01 4.991373825073242188e+01 9.030995965003967285e-01 1.877568626403808594e+01 2.012616348266601562e+01 4.432537853717803955e-01 -5.654803663492202759e-02 1.305827426910400391e+01
1.446497291326522827e-01 8.634398460388183594e+00 4.664198684692382812e+01 5.505506515502929688e+01 2.260080337524414062e+01 -1.600364327430725098e+00 4.877756500244140625e+01 1.758897900581359863e+00 1.797213745117187500e+01 1.917205429077148438e+01 9.009778499603271484e-01 -1.173796728253364563e-01 1.305827426910400391e+01
1.508535146713256836e-01 8.489448547363281250e+00 4.541287231445312500e+01 5.469737243652343750e+01 2.103802490234375000e+01 4.320193767547607422e+00 4.784206390380859375e+01 1.223999619483947754e+00 1.760933494567871094e+01 1.881194686889648438e+01 5.174838900566101074e-01 1.000076308846473694e-01 1.305827426910400391e+01
1.571729034185409546e-01 7.504284381866455078e+00 4.088573074340820312e+01 5.009949493408203125e+01 2.076293754577636719e+01 3.453972101211547852e+00 4.312440109252929688e+01 9.939509034156799316e-01 1.548042392730712891e+01 1.669472694396972656e+01 6.040692329406738281e-01 1.357672065496444702e-01 1.305827426910400391e+01
1.635417938232421875e-01 7.035165786743164062e+00 3.954393386840820312e+01 4.687540435791015625e+01 1.668858337402343750e+01 6.277786731719970703e+00 4.095367431640625000e+01 6.943111419677734375e-01 1.467109775543212891e+01 1.550682926177978516e+01 3.724455535411834717e-01 1.717381626367568970e-01 1.305827426910400391e+01
1.698256134986877441e-01 6.668575763702392578e+00 3.814928817749023438e+01 4.559596252441406250e+01 1.517708396911621094e+01 4.198689460754394531e+00 3.948503494262695312e+01 3.577513992786407471e-01 1.394837188720703125e+01 1.473329925537109375e+01 2.042235732078552246e-01 1.114989221096038818e-01 1.305827426910400391e+01
1.761013567447662354e-01 6.216303348541259766e+00 3.674611663818359375e+01 4.373399734497070312e+01 1.757174110412597656e+01 2.269691944122314453e+00 3.778034591674804688e+01 8.798935413360595703e-01 1.311896133422851562e+01 1.378556060791015625e+01 4.013675451278686523e-01 -2.288302965462207794e-02 1.305827426910400391e+01
1.823998540639877319e-01 6.079944610595703125e+00 3.568593215942382812e+01 4.221415710449218750e+01 1.449335670471191406e+01 7.156078815460205078e+00 3.656123733520507812e+01 3.800432980060577393e-01 1.278146743774414062e+01 1.332960414886474609e+01 2.174358665943145752e-01 1.901580542325973511e-01 1.305827426910400391e+01
1.886507123708724976e-01 5.812768459320068359e+00 3.499802398681640625e+01 4.156044769287109375e+01 1.617414093017578125e+01 6.651892185211181641e+00 3.569892501831054688e+01 5.298317074775695801e-01 1.232008457183837891e+01 1.282219314575195312e+01 3.041140735149383545e-01 1.361323446035385132e-01 1.305827426910400391e+01
1.949081569910049438e-01 5.679201126098632812e+00 3.431655883789062500e+01 4.011804199218750000e+01 1.277125167846679688e+01 1.510704040527343750e+00 3.458213424682617188e+01 1.304968893527984619e-01 1.206182384490966797e+01 1.244687175750732422e+01 1.229005083441734314e-01 2.568781375885009766e-02 1.305827426910400391e+01
2.011425346136093140e-01 5.303621292114257812e+00 3.267817687988281250e+01 3.871065902709960938e+01 1.293396568298339844e+01 4.399087905883789062e+00 3.304166030883789062e+01 8.288278430700302124e-02 1.127374267578125000e+01 1.163635253906250000e+01 1.212966740131378174e-01 6.870339065790176392e-02 1.305827426910400391e+01
