# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 147
8.018244989216327667e-03 6.237400436401367188e+01 2.359685668945312500e+02 3.356968994140625000e+02 6.341942749023437500e+02 8.934191284179687500e+02 2.794712219238281250e+02 8.759234619140625000e+01 1.193892440795898438e+02 1.414267883300781250e+02 4.082525253295898438e+01 3.237792587280273438e+01 1.282567119598388672e+01
1.401655934751033783e-02 7.597637176513671875e+01 2.614538879394531250e+02 3.400985107421875000e+02 1.873901672363281250e+02 1.074559783935546875e+02 2.962300109863281250e+02 1.657639884948730469e+01 1.384538574218750000e+02 1.576367797851562500e+02 9.577677726745605469e+00 6.150560855865478516e+00 1.282567119598388672e+01
1.969251595437526703e-02 6.290020370483398438e+01 2.405256500244140625e+02 3.106408691406250000e+02 1.703601837158203125e+02 5.227417373657226562e+01 2.716630859375000000e+02 1.598099517822265625e+01 1.205362396240234375e+02 1.372092285156250000e+02 1.035725593566894531e+01 2.450051546096801758e+00 1.282567119598388672e+01
2.551339380443096161e-02 6.578633117675781250e+01 2.551797943115234375e+02 3.169538269042968750e+02 6.288688278198242188e+01 -4.564649200439453125e+01 2.830038757324218750e+02 -2.629719674587249756e-01 1.272082824707031250e+02 1.416928253173828125e+02 2.218220531940460205e-01 -2.175157785415649414e+00 1.282567119598388672e+01
3.202908113598823547e-02 5.155297088623046875e+01 2.005260925292968750e+02 2.501493530273437500e+02 8.833444213867187500e+01 -7.690222740173339844e+00 2.227366485595703125e+02 6.243984222412109375e+00 9.927253723144531250e+01 1.109361724853515625e+02 3.484805822372436523e+00 -9.650147557258605957e-01 1.282567119598388672e+01
3.846523538231849670e-02 3.714548492431640625e+01 1.387095794677734375e+02 1.737397613525390625e+02 3.882823562622070312e+01 -2.834702301025390625e+01 1.541475219726562500e+02 1.454146355390548706e-01 6.937065124511718750e+01 7.763536071777343750e+01 8.810435980558395386e-02 -1.557957649230957031e+00 1.282567119598388672e+01
4.443310573697090149e-02 3.692900848388671875e+01 1.485809326171875000e+02 1.858546752929687500e+02 7.139683532714843750e+01 4.276855850219726562e+01 1.649275207519531250e+02 4.716224193572998047e+00 7.182276153564453125e+01 8.027467346191406250e+01 2.820832967758178711e+00 1.367478132247924805e+00 1.282567119598388672e+01
5.042308941483497620e-02 3.348105239868164062e+01 1.300377655029296875e+02 1.634474182128906250e+02 7.719836425781250000e+01 9.706668853759765625e+00 1.446769561767578125e+02 7.188113689422607422e+00 6.372750091552734375e+01 7.139273834228515625e+01 3.899946928024291992e+00 -6.017890200018882751e-02 1.282567119598388672e+01
5.690929666161537170e-02 3.087955665588378906e+01 1.292342529296875000e+02 1.615514831542968750e+02 7.613031768798828125e+01 -2.913874626159667969e+01 1.433136291503906250e+02 7.368879318237304688e+00 6.081203460693359375e+01 6.797748565673828125e+01 4.080010414123535156e+00 -1.335748553276062012e+00 1.282567119598388672e+01
6.341847032308578491e-02 2.715650177001953125e+01 1.104392089843750000e+02 1.370569763183593750e+02 5.692717361450195312e+01 2.185998725891113281e+01 1.217515335083007812e+02 4.561347961425781250e+00 5.255411529541015625e+01 5.832939147949218750e+01 2.095901489257812500e+00 8.628871440887451172e-01 1.282567119598388672e+01
6.949992477893829346e-02 2.517553901672363281e+01 1.019634780883789062e+02 1.255858078002929688e+02 4.421194076538085938e+01 -9.744608879089355469e+00 1.119151382446289062e+02 3.171473741531372070e+00 4.837990951538085938e+01 5.354502868652343750e+01 1.813004136085510254e+00 -5.199710726737976074e-01 1.282567119598388672e+01
7.558133453130722046e-02 2.582469177246093750e+01 1.021026229858398438e+02 1.267288055419921875e+02 6.026166915893554688e+01 -2.852254104614257812e+01 1.124026412963867188e+02 5.988825321197509766e+00 4.903973770141601562e+01 5.449345397949218750e+01 3.245428085327148438e+00 -1.484058976173400879e+00 1.282567119598388672e+01
8.196274191141128540e-02 2.075542259216308594e+01 8.860873413085937500e+01 1.093833465576171875e+02 5.735956192016601562e+01 1.768278503417968750e+01 9.705870056152343750e+01 5.843165874481201172e+00 4.059107589721679688e+01 4.491842651367187500e+01 2.846424579620361328e+00 4.572043120861053467e-01 1.282567119598388672e+01
8.830232173204421997e-02 1.842833137512207031e+01 8.069665527343750000e+01 1.001318893432617188e+02 5.328899383544921875e+01 1.188138961791992188e+01 8.841178131103515625e+01 5.343306064605712891e+00 3.616490936279296875e+01 4.009702682495117188e+01 2.527420282363891602e+00 4.881489276885986328e-01 1.282567119598388672e+01
9.435217082500457764e-02 1.684012222290039062e+01 7.392524719238281250e+01 9.189861297607421875e+01 5.138973999023437500e+01 7.997387886047363281e+00 8.083515930175781250e+01 5.042890071868896484e+00 3.292044830322265625e+01 3.641950988769531250e+01 2.501383543014526367e+00 -7.217851001769304276e-03 1.282567119598388672e+01
1.005600690841674805e-01 1.521319293975830078e+01 6.799520111083984375e+01 8.392993927001953125e+01 3.684716415405273438e+01 -3.541851043701171875e+00 7.398241424560546875e+01 2.949236154556274414e+00 2.990139961242675781e+01 3.294633865356445312e+01 1.458470344543457031e+00 -3.133364617824554443e-01 1.282567119598388672e+01
1.070138886570930481e-01 1.401364517211914062e+01 6.340298461914062500e+01 7.751091003417968750e+01 2.993116378784179688e+01 7.189891338348388672e+00 6.845581054687500000e+01 1.968788266181945801e+00 2.761882400512695312e+01 3.015162086486816406e+01 9.200755953788757324e-01 2.288735806941986084e-01 1.282567119598388672e+01
1.134273484349250793e-01 1.298898792266845703e+01 6.050081634521484375e+01 7.288558197021484375e+01 2.184598922729492188e+01 2.340605497360229492e+00 6.463864135742187500e+01 8.736355304718017578e-01 2.589335632324218750e+01 2.806464958190917969e+01 5.058308839797973633e-01 5.772405490279197693e-02 1.282567119598388672e+01
