# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 106
8.018244989216327667e-03 7.666838836669921875e+01 3.149206848144531250e+02 3.672916870117187500e+02 -2.506641540527343750e+02 5.912533187866210938e+01 3.385810546875000000e+02 -5.845372772216796875e+01 1.539898071289062500e+02 1.662711639404296875e+02 -2.723425483703613281e+01 8.456461906433105469e+00 1.281319713592529297e+01
1.401655934751033783e-02 8.424778747558593750e+01 3.311313781738281250e+02 4.073580627441406250e+02 8.847339153289794922e-01 -1.722504119873046875e+02 3.660272521972656250e+02 -1.202216911315917969e+01 1.656644897460937500e+02 1.830981140136718750e+02 -7.993522167205810547e+00 -1.043887710571289062e+01 1.281319713592529297e+01
1.969251595437526703e-02 7.406304931640625000e+01 2.703283691406250000e+02 3.600294799804687500e+02 3.083506774902343750e+02 8.088503265380859375e+01 3.099097595214843750e+02 3.653926849365234375e+01 1.390713958740234375e+02 1.604102935791015625e+02 2.065677261352539062e+01 3.452017545700073242e+00 1.281319713592529297e+01
2.551339380443096161e-02 5.671126937866210938e+01 2.139197998046875000e+02 2.825242004394531250e+02 2.491961364746093750e+02 8.722090911865234375e+01 2.443726043701171875e+02 3.083363342285156250e+01 1.072718963623046875e+02 1.230010223388671875e+02 1.507430934906005859e+01 3.318665981292724609e+00 1.281319713592529297e+01
3.202908113598823547e-02 5.062294387817382812e+01 1.944025421142578125e+02 2.464594879150390625e+02 1.162603454589843750e+02 5.081221389770507812e+01 2.175424499511718750e+02 1.000012016296386719e+01 9.665435791015625000e+01 1.088672561645507812e+02 5.594164848327636719e+00 2.277956485748291016e+00 1.281319713592529297e+01
3.846523538231849670e-02 4.650057220458984375e+01 1.794231414794921875e+02 2.273080749511718750e+02 1.026554565429687500e+02 -5.732585525512695312e+01 2.007816772460937500e+02 9.775417327880859375e+00 8.868468475341796875e+01 9.992444610595703125e+01 5.444650650024414062e+00 -2.371130704879760742e+00 1.281319713592529297e+01
4.443310573697090149e-02 3.864348220825195312e+01 1.553956146240234375e+02 1.936719818115234375e+02 4.899565124511718750e+01 -9.231567382812500000e+00 1.723224945068359375e+02 1.270703554153442383e+00 7.509552001953125000e+01 8.404637145996093750e+01 1.753788948059082031e+00 -8.717972040176391602e-01 1.281319713592529297e+01
5.042308941483497620e-02 3.295872116088867188e+01 1.361903381347656250e+02 1.689525451660156250e+02 5.464618301391601562e+01 7.353180408477783203e+00 1.505640106201171875e+02 2.934933662414550781e+00 6.476306915283203125e+01 7.208809661865234375e+01 1.472874402999877930e+00 8.814971148967742920e-02 1.281319713592529297e+01
5.690929666161537170e-02 2.858614158630371094e+01 1.134687500000000000e+02 1.421145019531250000e+02 5.843256378173828125e+01 1.723879432678222656e+01 1.258732681274414062e+02 4.542772769927978516e+00 5.463706207275390625e+01 6.104965209960937500e+01 2.097042322158813477e+00 5.261784791946411133e-01 1.281319713592529297e+01
6.341847032308578491e-02 2.681521224975585938e+01 1.111187133789062500e+02 1.385632171630859375e+02 5.555782699584960938e+01 -4.128654956817626953e+00 1.229098968505859375e+02 4.551509380340576172e+00 5.226867294311523438e+01 5.832452392578125000e+01 2.248547792434692383e+00 -4.282161593437194824e-01 1.281319713592529297e+01
6.949992477893829346e-02 2.528678512573242188e+01 1.047340011596679688e+02 1.270145339965820312e+02 1.769365119934082031e+01 1.597472667694091797e+01 1.141391143798828125e+02 -1.656364917755126953e+00 4.915406799316406250e+01 5.407287216186523438e+01 -4.227665662765502930e-01 8.027173280715942383e-01 1.281319713592529297e+01
