# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 153
8.018244989216327667e-03 2.682789993286132812e+01 1.203703155517578125e+02 1.420126953125000000e+02 -5.637572860717773438e+01 -5.394001388549804688e+01 1.301980133056640625e+02 -1.432688331604003906e+01 5.516781234741210938e+01 6.035147857666015625e+01 -5.854132652282714844e+00 -2.312869548797607422e+00 1.286537265777587891e+01
1.401655934751033783e-02 7.649687957763671875e+01 2.950487670898437500e+02 4.008718872070312500e+02 4.815117187500000000e+02 2.480483856201171875e+02 3.417641296386718750e+02 6.355547332763671875e+01 1.478664093017578125e+02 1.716950836181640625e+02 3.136471939086914062e+01 1.146381950378417969e+01 1.286537265777587891e+01
1.969251595437526703e-02 6.616989898681640625e+01 2.729363403320312500e+02 3.353177185058593750e+02 1.620742607116699219e+01 2.279178857803344727e+00 3.009956054687500000e+02 -1.007937908172607422e+01 1.320259552001953125e+02 1.463898468017578125e+02 -3.759216070175170898e+00 1.396735906600952148e+00 1.286537265777587891e+01
2.551339380443096161e-02 5.976319122314453125e+01 2.305135192871093750e+02 2.918898315429687500e+02 1.184527664184570312e+02 9.748950195312500000e+01 2.579562988281250000e+02 8.605780601501464844e+00 1.149920272827148438e+02 1.293430023193359375e+02 4.819082260131835938e+00 4.125859737396240234e+00 1.286537265777587891e+01
3.202908113598823547e-02 5.716097259521484375e+01 2.161058349609375000e+02 2.698987426757812500e+02 5.364527130126953125e+01 -5.810952758789062500e+01 2.403042602539062500e+02 -1.251469403505325317e-01 1.087231979370117188e+02 1.212223434448242188e+02 -7.241937518119812012e-01 -2.483875036239624023e+00 1.286537265777587891e+01
3.846523538231849670e-02 4.343069076538085938e+01 1.624226379394531250e+02 2.018936920166015625e+02 5.364848709106445312e+01 -3.034321212768554688e+01 1.800489501953125000e+02 2.162575244903564453e+00 8.153012847900390625e+01 9.102762603759765625e+01 1.441909790039062500e+00 -1.573776841163635254e+00 1.286537265777587891e+01
4.443310573697090149e-02 3.597509002685546875e+01 1.420738525390625000e+02 1.758919525146484375e+02 5.401734924316406250e+01 -3.052778816223144531e+01 1.571515197753906250e+02 3.491491079330444336e+00 6.908347320556640625e+01 7.697241210937500000e+01 1.969424962997436523e+00 -1.536500096321105957e+00 1.286537265777587891e+01
5.042308941483497620e-02 3.214496231079101562e+01 1.283433074951171875e+02 1.596294555664062500e+02 5.616771316528320312e+01 2.794803047180175781e+01 1.420334472656250000e+02 3.526620388031005859e+00 6.182040405273437500e+01 6.899751281738281250e+01 1.986065268516540527e+00 1.063365817070007324e+00 1.286537265777587891e+01
5.690929666161537170e-02 2.893761634826660156e+01 1.165119857788085938e+02 1.457653198242187500e+02 5.807326126098632812e+01 -3.021137809753417969e+01 1.292632293701171875e+02 4.867206096649169922e+00 5.570880889892578125e+01 6.235134506225585938e+01 2.420766830444335938e+00 -1.573365569114685059e+00 1.286537265777587891e+01
6.341847032308578491e-02 2.763918113708496094e+01 1.104582748413085938e+02 1.369186096191406250e+02 4.995387649536132812e+01 2.549356842041015625e+01 1.219138183593750000e+02 3.317797183990478516e+00 5.304359054565429688e+01 5.889307403564453125e+01 1.329838037490844727e+00 8.625926375389099121e-01 1.286537265777587891e+01
