# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 164
8.018244989216327667e-03 4.937418746948242188e+01 2.143621368408203125e+02 2.587106933593750000e+02 -1.395893931388854980e+00 9.088732299804687500e+02 2.332226562500000000e+02 -2.051802062988281250e+01 1.002400512695312500e+02 1.105018463134765625e+02 -5.125781059265136719e+00 4.208582305908203125e+01 1.284405899047851562e+01
1.401655934751033783e-02 4.464769744873046875e+01 1.802600097656250000e+02 2.222061309814453125e+02 2.832332801818847656e+01 6.445024871826171875e+01 1.992366790771484375e+02 -3.376618623733520508e+00 8.760289001464843750e+01 9.693235778808593750e+01 -3.424081802368164062e+00 2.009446382522583008e+00 1.284405899047851562e+01
1.969251595437526703e-02 6.236227798461914062e+01 2.431053771972656250e+02 3.255847473144531250e+02 3.747464904785156250e+02 8.218420410156250000e+01 2.799630432128906250e+02 5.183876800537109375e+01 1.205377807617187500e+02 1.391992034912109375e+02 2.484667396545410156e+01 2.171676874160766602e+00 1.284405899047851562e+01
2.551339380443096161e-02 6.243141937255859375e+01 2.333103179931640625e+02 2.953323364257812500e+02 1.258557815551757812e+02 1.492532196044921875e+02 2.609491577148437500e+02 9.166525840759277344e+00 1.181168594360351562e+02 1.325925598144531250e+02 3.901068210601806641e+00 6.514609813690185547e+00 1.284405899047851562e+01
3.202908113598823547e-02 4.675792694091796875e+01 1.790720825195312500e+02 2.180854492187500000e+02 -1.815102958679199219e+01 -2.197843360900878906e+01 1.966637420654296875e+02 -1.074125289916992188e+01 8.932923126220703125e+01 9.855197143554687500e+01 -5.544579029083251953e+00 -9.263353943824768066e-01 1.284405899047851562e+01
3.846523538231849670e-02 4.094152450561523438e+01 1.601154022216796875e+02 1.987079772949218750e+02 3.582360839843750000e+01 -1.084174919128417969e+01 1.773108215332031250e+02 -1.250147581100463867e+00 7.863341522216796875e+01 8.776075744628906250e+01 1.012063696980476379e-01 -6.849309206008911133e-01 1.284405899047851562e+01
4.443310573697090149e-02 3.449385452270507812e+01 1.363695373535156250e+02 1.672262268066406250e+02 3.077753639221191406e+01 -9.292715787887573242e-01 1.501144866943359375e+02 -5.509839653968811035e-01 6.631069183349609375e+01 7.352002716064453125e+01 -2.372261285781860352e-01 -6.264306604862213135e-02 1.284405899047851562e+01
5.042308941483497620e-02 3.428243637084960938e+01 1.341309814453125000e+02 1.683243865966796875e+02 7.800695037841796875e+01 3.528616333007812500e+01 1.491889190673828125e+02 7.088078975677490234e+00 6.551416778564453125e+01 7.338818359375000000e+01 3.301315307617187500e+00 1.300539731979370117e+00 1.284405899047851562e+01
5.690929666161537170e-02 2.867845916748046875e+01 1.166273345947265625e+02 1.464176330566406250e+02 7.594832611083984375e+01 -1.522758579254150391e+01 1.296531524658203125e+02 7.951339721679687500e+00 5.556142807006835938e+01 6.227717971801757812e+01 3.630266427993774414e+00 -7.191913723945617676e-01 1.284405899047851562e+01
6.341847032308578491e-02 2.914263725280761719e+01 1.208612136840820312e+02 1.486368865966796875e+02 5.726560211181640625e+01 3.154420852661132812e+01 1.329773254394531250e+02 4.573083400726318359e+00 5.707369613647460938e+01 6.323996734619140625e+01 2.107083559036254883e+00 1.013542413711547852e+00 1.284405899047851562e+01
6.949992477893829346e-02 2.678614616394042969e+01 1.085734481811523438e+02 1.327093811035156250e+02 5.470162200927734375e+01 2.516682863235473633e+00 1.189473114013671875e+02 5.158663272857666016e+00 5.162521362304687500e+01 5.697299957275390625e+01 2.144992589950561523e+00 -3.404087573289871216e-02 1.284405899047851562e+01
7.558133453130722046e-02 2.437289619445800781e+01 1.011092605590820312e+02 1.249679641723632812e+02 4.435103225708007812e+01 -2.473748922348022461e+00 1.111489868164062500e+02 2.837610006332397461e+00 4.745280075073242188e+01 5.267360305786132812e+01 1.556059122085571289e+00 -1.318257153034210205e-01 1.284405899047851562e+01
