# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 37
8.018244989216327667e-03 6.189783096313476562e+01 2.804203491210937500e+02 3.525559082031250000e+02 1.933014984130859375e+02 3.253498535156250000e+02 3.125788269042968750e+02 1.671942329406738281e+01 1.294211425781250000e+02 1.442144012451171875e+02 6.320494651794433594e+00 1.888232231140136719e+01 1.301182842254638672e+01
1.401655934751033783e-02 5.422861480712890625e+01 2.233290863037109375e+02 2.826704101562500000e+02 9.810058593750000000e+01 -5.011458206176757812e+01 2.499665679931640625e+02 6.392769336700439453e+00 1.080338668823242188e+02 1.218014984130859375e+02 4.678032398223876953e+00 -3.078252553939819336e+00 1.301182842254638672e+01
1.969251595437526703e-02 5.904112243652343750e+01 2.276066284179687500e+02 2.635309753417968750e+02 -1.658343048095703125e+02 2.804114685058593750e+02 2.437509460449218750e+02 -4.105271911621093750e+01 1.140859985351562500e+02 1.225508651733398438e+02 -2.097483444213867188e+01 1.446468353271484375e+01 1.301182842254638672e+01
2.551339380443096161e-02 6.492394256591796875e+01 2.556429290771484375e+02 3.365831604003906250e+02 2.824900207519531250e+02 1.345367584228515625e+02 2.915790100097656250e+02 3.386684799194335938e+01 1.267533798217773438e+02 1.449846649169921875e+02 1.666061401367187500e+01 5.474772453308105469e+00 1.301182842254638672e+01
3.202908113598823547e-02 3.940919113159179688e+01 1.667867126464843750e+02 2.105012664794921875e+02 1.088860702514648438e+02 4.784590244293212891e+00 1.863031768798828125e+02 1.073691940307617188e+01 7.878791046142578125e+01 8.852024841308593750e+01 5.600256919860839844e+00 -3.928336799144744873e-01 1.301182842254638672e+01
3.846523538231849670e-02 3.638521575927734375e+01 1.548265838623046875e+02 1.960770111083984375e+02 1.199258575439453125e+02 7.312338256835937500e+01 1.731918182373046875e+02 1.303805828094482422e+01 7.263429260253906250e+01 8.178179168701171875e+01 6.408888816833496094e+00 2.565896511077880859e+00 1.301182842254638672e+01
4.443310573697090149e-02 3.748233795166015625e+01 1.570034332275390625e+02 1.989733428955078125e+02 1.086584854125976562e+02 2.225578308105468750e+01 1.756164855957031250e+02 1.106328487396240234e+01 7.452606964111328125e+01 8.380803680419921875e+01 5.409183025360107422e+00 7.832418084144592285e-01 1.301182842254638672e+01
5.042308941483497620e-02 3.283725357055664062e+01 1.402895355224609375e+02 1.757368164062500000e+02 6.599167633056640625e+01 -1.541325855255126953e+01 1.558300018310546875e+02 4.828432083129882812e+00 6.563399505615234375e+01 7.340501403808593750e+01 2.494649410247802734e+00 -9.026749730110168457e-01 1.301182842254638672e+01
5.690929666161537170e-02 2.437245559692382812e+01 1.054167861938476562e+02 1.308806304931640625e+02 4.780485534667968750e+01 -5.528334975242614746e-01 1.165183181762695312e+02 3.474156141281127930e+00 4.841357040405273438e+01 5.406224060058593750e+01 2.005285263061523438e+00 1.848471313714981079e-01 1.301182842254638672e+01
6.341847032308578491e-02 2.546060752868652344e+01 1.095292663574218750e+02 1.366316223144531250e+02 5.511709976196289062e+01 -2.812132644653320312e+01 1.212398147583007812e+02 4.682658672332763672e+00 5.062033081054687500e+01 5.647189712524414062e+01 2.458836078643798828e+00 -1.660920143127441406e+00 1.301182842254638672e+01
6.949992477893829346e-02 2.411428070068359375e+01 1.073931121826171875e+02 1.328354339599609375e+02 5.467650604248046875e+01 2.013184165954589844e+01 1.182098922729492188e+02 4.107569694519042969e+00 4.866283416748046875e+01 5.391937637329101562e+01 1.992693305015563965e+00 7.485234737396240234e-01 1.301182842254638672e+01
7.558133453130722046e-02 2.126254844665527344e+01 9.486753845214843750e+01 1.170898818969726562e+02 4.544337844848632812e+01 7.573677539825439453e+00 1.042541351318359375e+02 3.587831735610961914e+00 4.282659149169921875e+01 4.752790069580078125e+01 1.892695784568786621e+00 2.292028814554214478e-01 1.301182842254638672e+01
8.196274191141128540e-02 1.851722335815429688e+01 8.298331451416015625e+01 9.999446105957031250e+01 2.696849250793457031e+01 -5.369902133941650391e+00 8.998071289062500000e+01 1.328751921653747559e+00 3.709684371948242188e+01 4.064509963989257812e+01 9.730876684188842773e-01 -2.049688547849655151e-01 1.301182842254638672e+01
8.830232173204421997e-02 1.695406341552734375e+01 7.683038330078125000e+01 9.405572509765625000e+01 3.697072601318359375e+01 1.341974830627441406e+01 8.373838806152343750e+01 2.731670379638671875e+00 3.391977310180664062e+01 3.735950469970703125e+01 1.321334719657897949e+00 4.326924979686737061e-01 1.301182842254638672e+01
9.435217082500457764e-02 1.529979228973388672e+01 7.159909820556640625e+01 8.761231231689453125e+01 3.612422180175781250e+01 1.015553474426269531e+01 7.795802307128906250e+01 3.035850763320922852e+00 3.102422714233398438e+01 3.408163452148437500e+01 1.247251152992248535e+00 3.300368189811706543e-01 1.301182842254638672e+01
1.005600690841674805e-01 1.322763252258300781e+01 6.462880706787109375e+01 7.914976501464843750e+01 2.810136413574218750e+01 -5.363716125488281250e+00 7.017523956298828125e+01 1.835886001586914062e+00 2.702471351623535156e+01 2.972446632385253906e+01 7.611355185508728027e-01 -4.811630249023437500e-01 1.301182842254638672e+01
1.070138886570930481e-01 1.279699993133544922e+01 6.218695831298828125e+01 7.631103515625000000e+01 2.871902084350585938e+01 1.117692184448242188e+01 6.747460937500000000e+01 1.808954834938049316e+00 2.601386070251464844e+01 2.864676475524902344e+01 9.571069478988647461e-01 4.578479528427124023e-01 1.301182842254638672e+01
1.134273484349250793e-01 1.177467727661132812e+01 5.801642990112304688e+01 7.005660247802734375e+01 2.367136955261230469e+01 3.262732982635498047e+00 6.224625778198242188e+01 1.332675814628601074e+00 2.409943580627441406e+01 2.628213310241699219e+01 6.846868991851806641e-01 6.298562139272689819e-02 1.301182842254638672e+01
1.196089535951614380e-01 1.107251358032226562e+01 5.595438385009765625e+01 6.840592193603515625e+01 2.684499931335449219e+01 -1.676580667495727539e+00 6.028939819335937500e+01 1.808860659599304199e+00 2.276065063476562500e+01 2.489352226257324219e+01 7.614876627922058105e-01 -3.031640946865081787e-01 1.301182842254638672e+01
1.257804334163665771e-01 1.046395111083984375e+01 5.270287322998046875e+01 6.386090469360351562e+01 2.663543510437011719e+01 1.065043830871582031e+01 5.637966537475585938e+01 1.883350491523742676e+00 2.138706398010253906e+01 2.325428581237792969e+01 9.373212456703186035e-01 3.919509351253509521e-01 1.301182842254638672e+01
1.321490257978439331e-01 1.005135631561279297e+01 5.171264266967773438e+01 6.164418792724609375e+01 2.020675086975097656e+01 3.265699863433837891e+00 5.470835494995117188e+01 9.422706961631774902e-01 2.073711013793945312e+01 2.224085998535156250e+01 4.101153314113616943e-01 7.975733280181884766e-02 1.301182842254638672e+01
1.384563297033309937e-01 9.216175079345703125e+00 4.852411651611328125e+01 5.771632766723632812e+01 1.642796325683593750e+01 7.940048694610595703e+00 5.113781738281250000e+01 2.598777115345001221e-01 1.916545677185058594e+01 2.048250770568847656e+01 2.079537808895111084e-01 2.626085281372070312e-01 1.301182842254638672e+01
1.446497291326522827e-01 8.802680015563964844e+00 4.650228881835937500e+01 5.544350814819335938e+01 2.017282676696777344e+01 4.159904003143310547e+00 4.892985534667968750e+01 1.109404325485229492e+00 1.818113899230957031e+01 1.946709442138671875e+01 5.634668469429016113e-01 1.138161569833755493e-01 1.301182842254638672e+01
1.508535146713256836e-01 7.861565589904785156e+00 4.210937500000000000e+01 5.047364807128906250e+01 1.723464775085449219e+01 -1.308341622352600098e+00 4.422359848022460938e+01 7.969459295272827148e-01 1.616095352172851562e+01 1.734922409057617188e+01 5.107104182243347168e-01 -4.848599433898925781e-02 1.301182842254638672e+01
1.571729034185409546e-01 7.622053623199462891e+00 4.240711975097656250e+01 5.126485824584960938e+01 1.965909385681152344e+01 2.542142152786254883e+00 4.468689727783203125e+01 1.057116031646728516e+00 1.599007701873779297e+01 1.715260505676269531e+01 5.205039978027343750e-01 -2.066969871520996094e-03 1.301182842254638672e+01
1.635417938232421875e-01 7.032037734985351562e+00 3.982904434204101562e+01 4.722218322753906250e+01 1.572579002380371094e+01 3.307942152023315430e+00 4.142568969726562500e+01 5.878016948699951172e-01 1.474361515045166016e+01 1.556835556030273438e+01 2.502365708351135254e-01 7.591111212968826294e-02 1.301182842254638672e+01
1.698256134986877441e-01 6.747949123382568359e+00 3.845631408691406250e+01 4.605443954467773438e+01 1.498530292510986328e+01 9.453529715538024902e-01 4.005214691162109375e+01 4.801244437694549561e-01 1.408170127868652344e+01 1.491430091857910156e+01 2.900606989860534668e-01 1.002140901982784271e-02 1.301182842254638672e+01
