# k, P_{cc}, P_{hh,r}, P_{hh,0}, P_{hh,2}, P_{hh,4}, P_{h0,hr}, P_{h2,hr}, P_{hc,r}, P_{hc,0}, P_{hc,2}, P_{hc,4}, P_pSN
#  Realization 189
8.018244989216327667e-03 4.547919845581054688e+01 1.832386016845703125e+02 2.393251800537109375e+02 1.651699218750000000e+02 -9.889112091064453125e+01 2.082678070068359375e+02 1.963473701477050781e+01 8.951208496093750000e+01 1.024257583618164062e+02 1.012746810913085938e+01 -4.837881088256835938e+00 1.303855133056640625e+01
1.401655934751033783e-02 7.368484497070312500e+01 2.989674377441406250e+02 3.682454833984375000e+02 -1.026343250274658203e+01 -1.155587997436523438e+02 3.303778076171875000e+02 -1.443613147735595703e+01 1.465342559814453125e+02 1.626213073730468750e+02 -6.010395050048828125e+00 -5.715224266052246094e+00 1.303855133056640625e+01
1.969251595437526703e-02 4.782489013671875000e+01 1.991912994384765625e+02 2.405735321044921875e+02 -5.244026947021484375e+01 -1.470741558074951172e+01 2.179302368164062500e+02 -1.767680549621582031e+01 9.540821075439453125e+01 1.051331176757812500e+02 -7.613434791564941406e+00 -1.095275402069091797e+00 1.303855133056640625e+01
2.551339380443096161e-02 4.918780136108398438e+01 2.028498077392578125e+02 2.597749328613281250e+02 1.846786041259765625e+02 1.004149551391601562e+02 2.283396759033203125e+02 2.162485122680664062e+01 9.751361083984375000e+01 1.102924575805664062e+02 1.031347274780273438e+01 3.752627611160278320e+00 1.303855133056640625e+01
3.202908113598823547e-02 4.587723922729492188e+01 1.884388275146484375e+02 2.353246307373046875e+02 7.784175872802734375e+01 3.184617424011230469e+01 2.094825897216796875e+02 4.629353523254394531e+00 9.068142700195312500e+01 1.011734619140625000e+02 1.672553777694702148e+00 1.340167880058288574e+00 1.303855133056640625e+01
3.846523538231849670e-02 3.942143630981445312e+01 1.628733062744140625e+02 2.013391113281250000e+02 3.780799484252929688e+01 -2.792403411865234375e+01 1.801527862548828125e+02 -3.198069036006927490e-01 7.783551788330078125e+01 8.651349639892578125e+01 -4.807172119617462158e-01 -1.245425939559936523e+00 1.303855133056640625e+01
4.443310573697090149e-02 3.358266067504882812e+01 1.382742004394531250e+02 1.726954803466796875e+02 6.772760009765625000e+01 1.477659493684768677e-01 1.535038909912109375e+02 5.282196044921875000e+00 6.583311462402343750e+01 7.365522003173828125e+01 2.956555128097534180e+00 6.214104220271110535e-02 1.303855133056640625e+01
5.042308941483497620e-02 2.883059310913085938e+01 1.244408264160156250e+02 1.554901123046875000e+02 8.037296295166015625e+01 9.937479972839355469e+00 1.381788177490234375e+02 8.337838172912597656e+00 5.763226699829101562e+01 6.446875000000000000e+01 4.007351875305175781e+00 1.152752190828323364e-01 1.303855133056640625e+01
5.690929666161537170e-02 3.027593231201171875e+01 1.298424530029296875e+02 1.624118499755859375e+02 6.426647186279296875e+01 -5.660107421875000000e+01 1.441482391357421875e+02 5.489901542663574219e+00 6.047900390625000000e+01 6.762623596191406250e+01 2.996245622634887695e+00 -2.771113395690917969e+00 1.303855133056640625e+01
6.341847032308578491e-02 2.481096076965332031e+01 1.090412368774414062e+02 1.346855010986328125e+02 4.423280715942382812e+01 1.655127334594726562e+01 1.201686325073242188e+02 2.654787302017211914e+00 4.975785446166992188e+01 5.534392547607421875e+01 1.559998393058776855e+00 3.766442537307739258e-01 1.303855133056640625e+01
6.949992477893829346e-02 2.267561912536621094e+01 9.685266113281250000e+01 1.200082931518554688e+02 4.250305175781250000e+01 6.576887130737304688e+00 1.066947097778320312e+02 2.595942020416259766e+00 4.460845184326171875e+01 4.967788696289062500e+01 1.677946686744689941e+00 4.776717722415924072e-01 1.303855133056640625e+01
7.558133453130722046e-02 2.063161468505859375e+01 9.231676483154296875e+01 1.142086791992187500e+02 4.835609817504882812e+01 -2.757025337219238281e+01 1.015846557617187500e+02 4.342364788055419922e+00 4.137358093261718750e+01 4.590008163452148438e+01 1.948961973190307617e+00 -1.327052474021911621e+00 1.303855133056640625e+01
8.196274191141128540e-02 1.902366638183593750e+01 8.606832122802734375e+01 1.057491073608398438e+02 3.894830322265625000e+01 1.915695190429687500e+01 9.419820404052734375e+01 2.622599363327026367e+00 3.821050262451171875e+01 4.224959945678710938e+01 1.297833800315856934e+00 7.071878910064697266e-01 1.303855133056640625e+01
8.830232173204421997e-02 1.722892570495605469e+01 7.941428375244140625e+01 9.677203369140625000e+01 3.626388549804687500e+01 1.281001091003417969e+01 8.642012023925781250e+01 2.712577342987060547e+00 3.482091522216796875e+01 3.834356307983398438e+01 1.318183064460754395e+00 6.067987084388732910e-01 1.303855133056640625e+01
