# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 10
8.018244989216327667e-03 5.152175903320312500e+01 6.562483215332031250e+01 8.310665130615234375e+01
1.401655934751033783e-02 5.901111984252929688e+01 7.681780242919921875e+01 9.314131164550781250e+01
1.969251595437526703e-02 6.146226119995117188e+01 8.120449066162109375e+01 9.857187652587890625e+01
2.551339380443096161e-02 5.444559860229492188e+01 7.257826232910156250e+01 8.605405426025390625e+01
3.202908113598823547e-02 5.050038146972656250e+01 6.741738128662109375e+01 8.012964630126953125e+01
3.846523538231849670e-02 3.713264083862304688e+01 4.955311203002929688e+01 5.864111328125000000e+01
4.443310573697090149e-02 3.170635032653808594e+01 4.316034317016601562e+01 5.052696609497070312e+01
5.042308941483497620e-02 2.901641464233398438e+01 3.859908294677734375e+01 4.542573928833007812e+01
5.690929666161537170e-02 2.908185005187988281e+01 3.917206192016601562e+01 4.605239486694335938e+01
6.341847032308578491e-02 2.703726196289062500e+01 3.599317169189453125e+01 4.192840957641601562e+01
6.949992477893829346e-02 2.327184104919433594e+01 3.144919586181640625e+01 3.637187957763671875e+01
7.558133453130722046e-02 2.138603019714355469e+01 2.828512382507324219e+01 3.271976470947265625e+01
8.196274191141128540e-02 1.982185935974121094e+01 2.629615592956542969e+01 3.050713729858398438e+01
8.830232173204421997e-02 1.774122810363769531e+01 2.381787109375000000e+01 2.759061813354492188e+01
9.435217082500457764e-02 1.587140083312988281e+01 2.119849777221679688e+01 2.462848854064941406e+01
1.005600690841674805e-01 1.336252880096435547e+01 1.786577033996582031e+01 2.078573036193847656e+01
1.070138886570930481e-01 1.297288608551025391e+01 1.736573600769042969e+01 2.002090835571289062e+01
1.134273484349250793e-01 1.148935317993164062e+01 1.536247158050537109e+01 1.773184013366699219e+01
1.196089535951614380e-01 1.080765724182128906e+01 1.442593955993652344e+01 1.653744888305664062e+01
1.257804334163665771e-01 1.069641304016113281e+01 1.429663848876953125e+01 1.634327888488769531e+01
1.321490257978439331e-01 1.022901725769042969e+01 1.370906066894531250e+01 1.544553279876708984e+01
1.384563297033309937e-01 9.555215835571289062e+00 1.281998729705810547e+01 1.441162776947021484e+01
1.446497291326522827e-01 8.821393013000488281e+00 1.172585010528564453e+01 1.327311420440673828e+01
1.508535146713256836e-01 7.926249027252197266e+00 1.046408843994140625e+01 1.176894760131835938e+01
1.571729034185409546e-01 7.418884277343750000e+00 9.797013282775878906e+00 1.097264289855957031e+01
1.635417938232421875e-01 6.906678676605224609e+00 9.043862342834472656e+00 1.011074352264404297e+01
1.698256134986877441e-01 6.722590446472167969e+00 8.856140136718750000e+00 9.876036643981933594e+00
1.761013567447662354e-01 6.451967239379882812e+00 8.555945396423339844e+00 9.445112228393554688e+00
1.823998540639877319e-01 6.017529487609863281e+00 7.899418830871582031e+00 8.701419830322265625e+00
1.886507123708724976e-01 5.791700363159179688e+00 7.698311328887939453e+00 8.417006492614746094e+00
1.949081569910049438e-01 5.713860034942626953e+00 7.450819492340087891e+00 8.095474243164062500e+00
2.011425346136093140e-01 5.320228099822998047e+00 6.956525802612304688e+00 7.473476886749267578e+00
2.073954045772552490e-01 5.138424396514892578e+00 6.685947895050048828e+00 7.205306053161621094e+00
2.137389332056045532e-01 4.872752666473388672e+00 6.405416011810302734e+00 6.837468624114990234e+00
2.200330942869186401e-01 4.713869094848632812e+00 6.118743896484375000e+00 6.496730804443359375e+00
2.262930423021316528e-01 4.443858623504638672e+00 5.820514678955078125e+00 6.158725261688232422e+00
2.325985133647918701e-01 4.236656665802001953e+00 5.481913089752197266e+00 5.791569709777832031e+00
2.388891130685806274e-01 4.118132591247558594e+00 5.296297550201416016e+00 5.596556186676025391e+00
2.451218813657760620e-01 4.018772602081298828e+00 5.219264507293701172e+00 5.437026977539062500e+00
2.513737380504608154e-01 3.861006736755371094e+00 4.987864971160888672e+00 5.125876903533935547e+00
2.577070593833923340e-01 3.725588798522949219e+00 4.802974700927734375e+00 4.891180515289306641e+00
2.640204429626464844e-01 3.577318668365478516e+00 4.609306812286376953e+00 4.683277606964111328e+00
