# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 4
8.018244989216327667e-03 1.931977272033691406e+01 2.808134651184082031e+01 3.640934753417968750e+01
1.401655934751033783e-02 4.930832290649414062e+01 6.715126037597656250e+01 7.920612335205078125e+01
1.969251595437526703e-02 6.281009292602539062e+01 8.296955108642578125e+01 1.002191772460937500e+02
2.551339380443096161e-02 5.613949584960937500e+01 7.712654876708984375e+01 9.044814300537109375e+01
3.202908113598823547e-02 4.500211715698242188e+01 6.131119537353515625e+01 7.325478363037109375e+01
3.846523538231849670e-02 3.821615982055664062e+01 4.967861938476562500e+01 5.922870254516601562e+01
4.443310573697090149e-02 3.695041656494140625e+01 4.993864059448242188e+01 5.913440704345703125e+01
5.042308941483497620e-02 3.014142417907714844e+01 4.059328460693359375e+01 4.785512924194335938e+01
5.690929666161537170e-02 2.618641662597656250e+01 3.475509643554687500e+01 4.106686019897460938e+01
6.341847032308578491e-02 2.557609367370605469e+01 3.456036376953125000e+01 4.018243408203125000e+01
6.949992477893829346e-02 2.430367279052734375e+01 3.266306304931640625e+01 3.819004821777343750e+01
7.558133453130722046e-02 2.219998168945312500e+01 2.986240959167480469e+01 3.461596679687500000e+01
8.196274191141128540e-02 1.981296348571777344e+01 2.674603843688964844e+01 3.096294212341308594e+01
8.830232173204421997e-02 1.780602836608886719e+01 2.393243980407714844e+01 2.773520278930664062e+01
9.435217082500457764e-02 1.544126319885253906e+01 2.066921997070312500e+01 2.396191406250000000e+01
1.005600690841674805e-01 1.405323600769042969e+01 1.867350769042968750e+01 2.148690223693847656e+01
1.070138886570930481e-01 1.250643444061279297e+01 1.673427581787109375e+01 1.927210235595703125e+01
1.134273484349250793e-01 1.159991455078125000e+01 1.549784851074218750e+01 1.784631919860839844e+01
1.196089535951614380e-01 1.109267711639404297e+01 1.484278297424316406e+01 1.687408256530761719e+01
1.257804334163665771e-01 1.095314121246337891e+01 1.460568428039550781e+01 1.665009880065917969e+01
1.321490257978439331e-01 1.015147399902343750e+01 1.335464763641357422e+01 1.512800312042236328e+01
1.384563297033309937e-01 9.493912696838378906e+00 1.262466526031494141e+01 1.420299243927001953e+01
1.446497291326522827e-01 8.747664451599121094e+00 1.172298717498779297e+01 1.316848468780517578e+01
1.508535146713256836e-01 8.209998130798339844e+00 1.083925533294677734e+01 1.219730758666992188e+01
1.571729034185409546e-01 7.520695686340332031e+00 9.925499916076660156e+00 1.110953426361083984e+01
1.635417938232421875e-01 7.019654750823974609e+00 9.354975700378417969e+00 1.043711566925048828e+01
1.698256134986877441e-01 6.684222221374511719e+00 8.887785911560058594e+00 9.919633865356445312e+00
1.761013567447662354e-01 6.476348876953125000e+00 8.545750617980957031e+00 9.550900459289550781e+00
1.823998540639877319e-01 6.139771461486816406e+00 8.123931884765625000e+00 8.948044776916503906e+00
1.886507123708724976e-01 6.052686691284179688e+00 7.907837867736816406e+00 8.624888420104980469e+00
1.949081569910049438e-01 5.668572902679443359e+00 7.415164470672607422e+00 8.092791557312011719e+00
2.011425346136093140e-01 5.408080577850341797e+00 7.093142032623291016e+00 7.655992031097412109e+00
2.073954045772552490e-01 5.136424064636230469e+00 6.752223014831542969e+00 7.293149948120117188e+00
2.137389332056045532e-01 4.959262847900390625e+00 6.555709838867187500e+00 7.026029109954833984e+00
2.200330942869186401e-01 4.695526599884033203e+00 6.139377593994140625e+00 6.518361568450927734e+00
2.262930423021316528e-01 4.511628627777099609e+00 5.885372638702392578e+00 6.300254344940185547e+00
2.325985133647918701e-01 4.273272514343261719e+00 5.521794795989990234e+00 5.847712993621826172e+00
2.388891130685806274e-01 4.092088222503662109e+00 5.290461063385009766e+00 5.573568344116210938e+00
2.451218813657760620e-01 4.017777442932128906e+00 5.244641780853271484e+00 5.476662158966064453e+00
2.513737380504608154e-01 3.853070020675659180e+00 4.997547149658203125e+00 5.166587829589843750e+00
2.577070593833923340e-01 3.689228057861328125e+00 4.782267093658447266e+00 4.896766662597656250e+00
2.640204429626464844e-01 3.625119686126708984e+00 4.697982311248779297e+00 4.799304008483886719e+00
2.702898085117340088e-01 3.428574800491333008e+00 4.427250862121582031e+00 4.484100341796875000e+00
2.765615284442901611e-01 3.383586883544921875e+00 4.343875408172607422e+00 4.401229858398437500e+00
2.828698754310607910e-01 3.204382181167602539e+00 4.099549293518066406e+00 4.108560085296630859e+00
2.891486585140228271e-01 3.145898342132568359e+00 3.999209403991699219e+00 3.992282152175903320e+00
2.953523397445678711e-01 3.052562475204467773e+00 3.920390844345092773e+00 3.873460054397583008e+00
3.016075491905212402e-01 2.938128471374511719e+00 3.752502918243408203e+00 3.693766832351684570e+00
3.079382479190826416e-01 2.839579343795776367e+00 3.605096817016601562e+00 3.503518581390380859e+00
3.142760396003723145e-01 2.816337347030639648e+00 3.613725900650024414e+00 3.479286909103393555e+00
3.205462992191314697e-01 2.718746662139892578e+00 3.445706844329833984e+00 3.287515640258789062e+00
3.268128037452697754e-01 2.678487539291381836e+00 3.368024110794067383e+00 3.188084363937377930e+00
3.331238031387329102e-01 2.606316566467285156e+00 3.283982038497924805e+00 3.063778877258300781e+00
3.394046723842620850e-01 2.535999774932861328e+00 3.195734024047851562e+00 2.986081361770629883e+00
3.456391692161560059e-01 2.482042551040649414e+00 3.113877058029174805e+00 2.883687019348144531e+00
3.518808186054229736e-01 2.413418531417846680e+00 3.049485921859741211e+00 2.766402721405029297e+00
3.582032322883605957e-01 2.356240034103393555e+00 2.949105024337768555e+00 2.680675268173217773e+00
3.645117878913879395e-01 2.293322324752807617e+00 2.861598253250122070e+00 2.592388629913330078e+00
3.707640767097473145e-01 2.223719835281372070e+00 2.780752897262573242e+00 2.456548929214477539e+00
3.770540952682495117e-01 2.191254615783691406e+00 2.716563463211059570e+00 2.394115447998046875e+00
3.833588361740112305e-01 2.135268688201904297e+00 2.667930841445922852e+00 2.353740930557250977e+00
3.896513879299163818e-01 2.109333753585815430e+00 2.621343612670898438e+00 2.262431621551513672e+00
3.958770036697387695e-01 2.082497358322143555e+00 2.578728199005126953e+00 2.194361209869384766e+00
4.021126329898834229e-01 2.025695323944091797e+00 2.497869968414306641e+00 2.130347490310668945e+00
4.084537327289581299e-01 1.986267447471618652e+00 2.448044776916503906e+00 2.068359136581420898e+00
