# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 19
8.018244989216327667e-03 4.159729385375976562e+01 5.157380676269531250e+01 5.862643814086914062e+01
1.401655934751033783e-02 5.921448135375976562e+01 8.163233184814453125e+01 9.776927947998046875e+01
1.969251595437526703e-02 5.618469238281250000e+01 7.463365173339843750e+01 8.653913116455078125e+01
2.551339380443096161e-02 6.045241546630859375e+01 7.996321868896484375e+01 9.522885894775390625e+01
3.202908113598823547e-02 4.464450836181640625e+01 5.892814254760742188e+01 7.049667358398437500e+01
3.846523538231849670e-02 4.120197296142578125e+01 5.527391815185546875e+01 6.551969909667968750e+01
4.443310573697090149e-02 3.311254501342773438e+01 4.377709960937500000e+01 5.173086929321289062e+01
5.042308941483497620e-02 2.921148109436035156e+01 3.893673706054687500e+01 4.585420227050781250e+01
5.690929666161537170e-02 2.862277793884277344e+01 3.817854309082031250e+01 4.496365356445312500e+01
6.341847032308578491e-02 2.729495429992675781e+01 3.641797256469726562e+01 4.329308700561523438e+01
6.949992477893829346e-02 2.500700569152832031e+01 3.325186157226562500e+01 3.878057098388671875e+01
7.558133453130722046e-02 2.203877830505371094e+01 2.983136177062988281e+01 3.476015472412109375e+01
8.196274191141128540e-02 2.002811622619628906e+01 2.687619400024414062e+01 3.112187194824218750e+01
8.830232173204421997e-02 1.727705764770507812e+01 2.317974281311035156e+01 2.664733123779296875e+01
9.435217082500457764e-02 1.547397136688232422e+01 2.056291007995605469e+01 2.390352058410644531e+01
1.005600690841674805e-01 1.351650524139404297e+01 1.791110801696777344e+01 2.094292068481445312e+01
1.070138886570930481e-01 1.308190250396728516e+01 1.748515701293945312e+01 2.014012908935546875e+01
1.134273484349250793e-01 1.145669937133789062e+01 1.525468826293945312e+01 1.756460571289062500e+01
1.196089535951614380e-01 1.115215492248535156e+01 1.475885486602783203e+01 1.695484161376953125e+01
1.257804334163665771e-01 1.065686702728271484e+01 1.415258884429931641e+01 1.624651908874511719e+01
1.321490257978439331e-01 1.017156696319580078e+01 1.351099777221679688e+01 1.537842082977294922e+01
1.384563297033309937e-01 9.335328102111816406e+00 1.248572731018066406e+01 1.410012245178222656e+01
1.446497291326522827e-01 8.881979942321777344e+00 1.172025394439697266e+01 1.333331489562988281e+01
1.508535146713256836e-01 8.203380584716796875e+00 1.084329509735107422e+01 1.222142028808593750e+01
1.571729034185409546e-01 7.450490951538085938e+00 9.891822814941406250e+00 1.102505111694335938e+01
1.635417938232421875e-01 7.110608100891113281e+00 9.442310333251953125e+00 1.047176170349121094e+01
1.698256134986877441e-01 6.798095226287841797e+00 8.892344474792480469e+00 9.896778106689453125e+00
1.761013567447662354e-01 6.352554321289062500e+00 8.342961311340332031e+00 9.249119758605957031e+00
1.823998540639877319e-01 6.078127861022949219e+00 8.021741867065429688e+00 8.820722579956054688e+00
1.886507123708724976e-01 5.824441909790039062e+00 7.606542110443115234e+00 8.345371246337890625e+00
1.949081569910049438e-01 5.612844944000244141e+00 7.434621334075927734e+00 8.092768669128417969e+00
2.011425346136093140e-01 5.265984535217285156e+00 6.859776020050048828e+00 7.430262088775634766e+00
2.073954045772552490e-01 5.200741291046142578e+00 6.785259246826171875e+00 7.294412136077880859e+00
2.137389332056045532e-01 4.902868270874023438e+00 6.461453437805175781e+00 6.930432796478271484e+00
2.200330942869186401e-01 4.670817375183105469e+00 6.085502147674560547e+00 6.504960536956787109e+00
2.262930423021316528e-01 4.446327686309814453e+00 5.733037471771240234e+00 6.113583564758300781e+00
2.325985133647918701e-01 4.328032016754150391e+00 5.627231597900390625e+00 5.935692787170410156e+00
2.388891130685806274e-01 4.168080329895019531e+00 5.378004074096679688e+00 5.637277603149414062e+00
2.451218813657760620e-01 4.153727531433105469e+00 5.390777587890625000e+00 5.610400199890136719e+00
2.513737380504608154e-01 3.839218616485595703e+00 4.945833683013916016e+00 5.134936809539794922e+00
2.577070593833923340e-01 3.731441497802734375e+00 4.805053710937500000e+00 4.935838699340820312e+00
2.640204429626464844e-01 3.709232330322265625e+00 4.744886398315429688e+00 4.846096515655517578e+00
2.702898085117340088e-01 3.493280410766601562e+00 4.472641944885253906e+00 4.551130771636962891e+00
