# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 15
8.018244989216327667e-03 3.921295547485351562e+01 5.337171936035156250e+01 6.723061370849609375e+01
1.401655934751033783e-02 5.239508438110351562e+01 7.428913879394531250e+01 9.034230804443359375e+01
1.969251595437526703e-02 4.457387924194335938e+01 6.228041458129882812e+01 7.313352203369140625e+01
2.551339380443096161e-02 4.880290985107421875e+01 6.856713867187500000e+01 8.082828521728515625e+01
3.202908113598823547e-02 4.835868835449218750e+01 6.839723205566406250e+01 8.046834564208984375e+01
3.846523538231849670e-02 3.570546722412109375e+01 4.943878936767578125e+01 5.813115692138671875e+01
4.443310573697090149e-02 3.351763534545898438e+01 4.640948104858398438e+01 5.485990905761718750e+01
5.042308941483497620e-02 3.020692443847656250e+01 4.212524032592773438e+01 4.973226928710937500e+01
5.690929666161537170e-02 2.574925422668457031e+01 3.622203826904296875e+01 4.215090942382812500e+01
6.341847032308578491e-02 2.516982078552246094e+01 3.520769500732421875e+01 4.111318588256835938e+01
6.949992477893829346e-02 2.135108184814453125e+01 2.976895141601562500e+01 3.468988418579101562e+01
7.558133453130722046e-02 2.111256599426269531e+01 2.944028854370117188e+01 3.387418365478515625e+01
8.196274191141128540e-02 1.780561065673828125e+01 2.520855522155761719e+01 2.899462699890136719e+01
8.830232173204421997e-02 1.646113586425781250e+01 2.326260185241699219e+01 2.668514633178710938e+01
9.435217082500457764e-02 1.428288650512695312e+01 1.992889785766601562e+01 2.305437278747558594e+01
1.005600690841674805e-01 1.283810710906982422e+01 1.805287933349609375e+01 2.049394035339355469e+01
1.070138886570930481e-01 1.194752025604248047e+01 1.657105064392089844e+01 1.908141136169433594e+01
1.134273484349250793e-01 1.099644565582275391e+01 1.540774345397949219e+01 1.761755561828613281e+01
1.196089535951614380e-01 1.072221374511718750e+01 1.499085712432861328e+01 1.726825141906738281e+01
1.257804334163665771e-01 1.006255531311035156e+01 1.422843456268310547e+01 1.612041473388671875e+01
1.321490257978439331e-01 9.105548858642578125e+00 1.276944351196289062e+01 1.447740745544433594e+01
1.384563297033309937e-01 8.775738716125488281e+00 1.230743217468261719e+01 1.378820800781250000e+01
1.446497291326522827e-01 8.259855270385742188e+00 1.150486755371093750e+01 1.281085491180419922e+01
1.508535146713256836e-01 7.738003730773925781e+00 1.081061744689941406e+01 1.211509513854980469e+01
1.571729034185409546e-01 7.160189628601074219e+00 9.916356086730957031e+00 1.114063549041748047e+01
1.635417938232421875e-01 6.579584121704101562e+00 9.238899230957031250e+00 1.031327915191650391e+01
1.698256134986877441e-01 6.225252151489257812e+00 8.626311302185058594e+00 9.583658218383789062e+00
1.761013567447662354e-01 5.955767154693603516e+00 8.236849784851074219e+00 9.160385131835937500e+00
1.823998540639877319e-01 5.782611370086669922e+00 8.073233604431152344e+00 8.909570693969726562e+00
1.886507123708724976e-01 5.351753234863281250e+00 7.397497653961181641e+00 8.159440994262695312e+00
1.949081569910049438e-01 5.264908313751220703e+00 7.298968315124511719e+00 7.925610542297363281e+00
2.011425346136093140e-01 5.107075691223144531e+00 7.044983386993408203e+00 7.642946720123291016e+00
