# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 19
8.018244989216327667e-03 4.099258422851562500e+01 5.496036911010742188e+01 6.191822814941406250e+01
1.401655934751033783e-02 5.767714309692382812e+01 8.387836456298828125e+01 9.955581665039062500e+01
1.969251595437526703e-02 5.434887695312500000e+01 7.606696319580078125e+01 8.754406738281250000e+01
2.551339380443096161e-02 5.815294265747070312e+01 8.062349700927734375e+01 9.529588317871093750e+01
3.202908113598823547e-02 4.271393966674804688e+01 5.923588562011718750e+01 7.025257110595703125e+01
3.846523538231849670e-02 3.925112152099609375e+01 5.513673782348632812e+01 6.486344146728515625e+01
4.443310573697090149e-02 3.146241760253906250e+01 4.341289901733398438e+01 5.095387649536132812e+01
5.042308941483497620e-02 2.774601173400878906e+01 3.892882156372070312e+01 4.548680114746093750e+01
5.690929666161537170e-02 2.715756988525390625e+01 3.796317672729492188e+01 4.440415954589843750e+01
6.341847032308578491e-02 2.588256072998046875e+01 3.618260955810546875e+01 4.270772171020507812e+01
6.949992477893829346e-02 2.369635772705078125e+01 3.299134445190429688e+01 3.824827957153320312e+01
7.558133453130722046e-02 2.085275077819824219e+01 2.954010581970214844e+01 3.419316864013671875e+01
8.196274191141128540e-02 1.891474533081054688e+01 2.654141426086425781e+01 3.055372619628906250e+01
8.830232173204421997e-02 1.627954292297363281e+01 2.294264984130859375e+01 2.622492790222167969e+01
9.435217082500457764e-02 1.455405616760253906e+01 2.019302749633789062e+01 2.336505126953125000e+01
1.005600690841674805e-01 1.269376945495605469e+01 1.766147232055664062e+01 2.052052688598632812e+01
1.070138886570930481e-01 1.229527378082275391e+01 1.733530616760253906e+01 1.984977340698242188e+01
1.134273484349250793e-01 1.076977443695068359e+01 1.504109191894531250e+01 1.722894287109375000e+01
1.196089535951614380e-01 1.048391151428222656e+01 1.462374687194824219e+01 1.670623970031738281e+01
1.257804334163665771e-01 1.001776695251464844e+01 1.394521903991699219e+01 1.593087577819824219e+01
1.321490257978439331e-01 9.552927970886230469e+00 1.330202579498291016e+01 1.509696483612060547e+01
1.384563297033309937e-01 8.762858390808105469e+00 1.232965373992919922e+01 1.387915229797363281e+01
1.446497291326522827e-01 8.319383621215820312e+00 1.156282615661621094e+01 1.310194778442382812e+01
1.508535146713256836e-01 7.673945426940917969e+00 1.068582725524902344e+01 1.200674057006835938e+01
1.571729034185409546e-01 6.962654590606689453e+00 9.740926742553710938e+00 1.084190750122070312e+01
1.635417938232421875e-01 6.640882492065429688e+00 9.308020591735839844e+00 1.029592418670654297e+01
1.698256134986877441e-01 6.349386692047119141e+00 8.758659362792968750e+00 9.730825424194335938e+00
1.761013567447662354e-01 5.932666301727294922e+00 8.203808784484863281e+00 9.078837394714355469e+00
1.823998540639877319e-01 5.678587913513183594e+00 7.904830455780029297e+00 8.673185348510742188e+00
1.886507123708724976e-01 5.440670967102050781e+00 7.492486476898193359e+00 8.216437339782714844e+00
1.949081569910049438e-01 5.240663051605224609e+00 7.345313072204589844e+00 7.990881443023681641e+00
2.011425346136093140e-01 4.908581733703613281e+00 6.771476268768310547e+00 7.325264453887939453e+00
