# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 21
8.018244989216327667e-03 4.068306732177734375e+01 5.435707473754882812e+01 6.871570587158203125e+01
1.401655934751033783e-02 4.634188461303710938e+01 6.440558624267578125e+01 7.747798156738281250e+01
1.969251595437526703e-02 5.623728561401367188e+01 7.886227416992187500e+01 9.394348907470703125e+01
2.551339380443096161e-02 4.836549377441406250e+01 6.684261322021484375e+01 7.985440063476562500e+01
3.202908113598823547e-02 3.845701980590820312e+01 5.316120529174804688e+01 6.267439651489257812e+01
3.846523538231849670e-02 3.869304275512695312e+01 5.300845718383789062e+01 6.302122879028320312e+01
4.443310573697090149e-02 3.388716125488281250e+01 4.721572494506835938e+01 5.495676803588867188e+01
5.042308941483497620e-02 2.667648124694824219e+01 3.756377792358398438e+01 4.384935760498046875e+01
5.690929666161537170e-02 2.528694725036621094e+01 3.530599594116210938e+01 4.114116287231445312e+01
6.341847032308578491e-02 2.478995132446289062e+01 3.447523498535156250e+01 4.018338775634765625e+01
6.949992477893829346e-02 2.307977867126464844e+01 3.191221427917480469e+01 3.723439407348632812e+01
7.558133453130722046e-02 2.081873321533203125e+01 2.893155097961425781e+01 3.331570053100585938e+01
8.196274191141128540e-02 1.859107589721679688e+01 2.579694366455078125e+01 2.984333038330078125e+01
8.830232173204421997e-02 1.651728630065917969e+01 2.315237236022949219e+01 2.662571334838867188e+01
9.435217082500457764e-02 1.480645942687988281e+01 2.059923744201660156e+01 2.385374069213867188e+01
1.005600690841674805e-01 1.275519180297851562e+01 1.779216384887695312e+01 2.037723159790039062e+01
1.070138886570930481e-01 1.225655078887939453e+01 1.711898422241210938e+01 1.960984039306640625e+01
1.134273484349250793e-01 1.112132453918457031e+01 1.545545005798339844e+01 1.769171524047851562e+01
1.196089535951614380e-01 1.105416107177734375e+01 1.539359283447265625e+01 1.756745529174804688e+01
1.257804334163665771e-01 1.042104053497314453e+01 1.441485118865966797e+01 1.636145782470703125e+01
1.321490257978439331e-01 9.279882431030273438e+00 1.288842868804931641e+01 1.453792476654052734e+01
1.384563297033309937e-01 9.064367294311523438e+00 1.253788089752197266e+01 1.405201435089111328e+01
1.446497291326522827e-01 8.160721778869628906e+00 1.129720306396484375e+01 1.270067024230957031e+01
1.508535146713256836e-01 7.666635036468505859e+00 1.072950267791748047e+01 1.195514678955078125e+01
1.571729034185409546e-01 7.022980213165283203e+00 9.708683013916015625e+00 1.088567256927490234e+01
1.635417938232421875e-01 6.635673999786376953e+00 9.144096374511718750e+00 1.023934364318847656e+01
1.698256134986877441e-01 6.156443595886230469e+00 8.441191673278808594e+00 9.394619941711425781e+00
1.761013567447662354e-01 6.094270229339599609e+00 8.402922630310058594e+00 9.304368972778320312e+00
1.823998540639877319e-01 5.743388175964355469e+00 7.937083244323730469e+00 8.681395530700683594e+00
1.886507123708724976e-01 5.483122348785400391e+00 7.612936496734619141e+00 8.268851280212402344e+00
1.949081569910049438e-01 5.265954971313476562e+00 7.254510879516601562e+00 7.869444847106933594e+00
2.011425346136093140e-01 5.085290908813476562e+00 6.984648227691650391e+00 7.559312343597412109e+00
2.073954045772552490e-01 4.842416763305664062e+00 6.690600395202636719e+00 7.214464664459228516e+00
2.137389332056045532e-01 4.566156387329101562e+00 6.301386833190917969e+00 6.734163284301757812e+00
2.200330942869186401e-01 4.385377883911132812e+00 6.081191062927246094e+00 6.479653358459472656e+00
2.262930423021316528e-01 4.198518753051757812e+00 5.757457256317138672e+00 6.084544658660888672e+00
2.325985133647918701e-01 3.971978664398193359e+00 5.371242046356201172e+00 5.703445434570312500e+00
2.388891130685806274e-01 3.832734346389770508e+00 5.222291946411132812e+00 5.474562644958496094e+00
