# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 27
8.018244989216327667e-03 1.936174201965332031e+01 2.704953575134277344e+01 3.381447601318359375e+01
1.401655934751033783e-02 5.771459197998046875e+01 7.906753540039062500e+01 9.615522766113281250e+01
1.969251595437526703e-02 5.058886337280273438e+01 6.949907684326171875e+01 7.989627838134765625e+01
2.551339380443096161e-02 4.836999130249023438e+01 6.747748565673828125e+01 7.915837860107421875e+01
3.202908113598823547e-02 3.957049179077148438e+01 5.490261077880859375e+01 6.469963073730468750e+01
3.846523538231849670e-02 3.532226562500000000e+01 4.917439270019531250e+01 5.725310134887695312e+01
4.443310573697090149e-02 3.801852416992187500e+01 5.374055099487304688e+01 6.270979309082031250e+01
5.042308941483497620e-02 2.689681243896484375e+01 3.803406143188476562e+01 4.471648025512695312e+01
5.690929666161537170e-02 2.414958000183105469e+01 3.393661880493164062e+01 4.002044296264648438e+01
6.341847032308578491e-02 2.296152305603027344e+01 3.227844619750976562e+01 3.751449203491210938e+01
6.949992477893829346e-02 2.193550300598144531e+01 3.071659851074218750e+01 3.582474899291992188e+01
7.558133453130722046e-02 2.013386535644531250e+01 2.797608566284179688e+01 3.262778854370117188e+01
8.196274191141128540e-02 1.774553680419921875e+01 2.492776870727539062e+01 2.890965080261230469e+01
8.830232173204421997e-02 1.578689384460449219e+01 2.221707916259765625e+01 2.574133491516113281e+01
9.435217082500457764e-02 1.409602832794189453e+01 2.001442527770996094e+01 2.315839004516601562e+01
1.005600690841674805e-01 1.330796813964843750e+01 1.874374961853027344e+01 2.152249908447265625e+01
1.070138886570930481e-01 1.173456764221191406e+01 1.660643005371093750e+01 1.900596427917480469e+01
1.134273484349250793e-01 1.072843933105468750e+01 1.500333976745605469e+01 1.734412765502929688e+01
1.196089535951614380e-01 1.043341255187988281e+01 1.473326969146728516e+01 1.680258941650390625e+01
1.257804334163665771e-01 1.009233856201171875e+01 1.411886310577392578e+01 1.589017295837402344e+01
1.321490257978439331e-01 9.300372123718261719e+00 1.312104511260986328e+01 1.474486637115478516e+01
1.384563297033309937e-01 8.730876922607421875e+00 1.221472549438476562e+01 1.369014358520507812e+01
1.446497291326522827e-01 8.322531700134277344e+00 1.171674251556396484e+01 1.310605335235595703e+01
1.508535146713256836e-01 7.580403804779052734e+00 1.060438346862792969e+01 1.189006423950195312e+01
1.571729034185409546e-01 6.789200305938720703e+00 9.454542160034179688e+00 1.065447425842285156e+01
1.635417938232421875e-01 6.435576915740966797e+00 9.038319587707519531e+00 1.008677673339843750e+01
1.698256134986877441e-01 6.122345447540283203e+00 8.508312225341796875e+00 9.456599235534667969e+00
1.761013567447662354e-01 5.966475009918212891e+00 8.314070701599121094e+00 9.254930496215820312e+00
1.823998540639877319e-01 5.666542530059814453e+00 7.879286766052246094e+00 8.684040069580078125e+00
1.886507123708724976e-01 5.477283000946044922e+00 7.573025703430175781e+00 8.334459304809570312e+00
1.949081569910049438e-01 5.204057216644287109e+00 7.204117298126220703e+00 7.902481079101562500e+00
2.011425346136093140e-01 4.926554203033447266e+00 6.858579158782958984e+00 7.492157459259033203e+00
2.073954045772552490e-01 4.758929252624511719e+00 6.566119670867919922e+00 7.106448173522949219e+00
2.137389332056045532e-01 4.557256221771240234e+00 6.316728115081787109e+00 6.807818889617919922e+00
2.200330942869186401e-01 4.261406898498535156e+00 5.874537944793701172e+00 6.301314353942871094e+00
2.262930423021316528e-01 4.186152458190917969e+00 5.766577720642089844e+00 6.157056331634521484e+00
2.325985133647918701e-01 3.888350009918212891e+00 5.365938186645507812e+00 5.717135429382324219e+00
2.388891130685806274e-01 3.790877819061279297e+00 5.227651596069335938e+00 5.539144515991210938e+00
2.451218813657760620e-01 3.632354736328125000e+00 4.979710102081298828e+00 5.212664127349853516e+00
2.513737380504608154e-01 3.510263442993164062e+00 4.810948371887207031e+00 5.036333084106445312e+00
2.577070593833923340e-01 3.460044860839843750e+00 4.745705604553222656e+00 4.915388107299804688e+00
2.640204429626464844e-01 3.316028356552124023e+00 4.550486087799072266e+00 4.697531223297119141e+00
