# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 36
8.018244989216327667e-03 4.764615249633789062e+01 6.606986236572265625e+01 7.271755218505859375e+01
1.401655934751033783e-02 5.422493362426757812e+01 7.471508026123046875e+01 9.354849243164062500e+01
1.969251595437526703e-02 5.333296966552734375e+01 7.441391754150390625e+01 8.929783630371093750e+01
2.551339380443096161e-02 4.487760162353515625e+01 6.132572937011718750e+01 7.377096557617187500e+01
3.202908113598823547e-02 4.627431106567382812e+01 6.509792327880859375e+01 7.728305816650390625e+01
3.846523538231849670e-02 3.327260589599609375e+01 4.735538482666015625e+01 5.553094100952148438e+01
4.443310573697090149e-02 3.095951843261718750e+01 4.346745681762695312e+01 5.029025268554687500e+01
5.042308941483497620e-02 2.916214752197265625e+01 4.127404022216796875e+01 4.793749237060546875e+01
5.690929666161537170e-02 2.372074508666992188e+01 3.377580642700195312e+01 3.923112487792968750e+01
6.341847032308578491e-02 2.361390495300292969e+01 3.296606826782226562e+01 3.801367187500000000e+01
6.949992477893829346e-02 2.102890396118164062e+01 2.939925003051757812e+01 3.411350250244140625e+01
7.558133453130722046e-02 2.101702308654785156e+01 2.951815795898437500e+01 3.391687774658203125e+01
8.196274191141128540e-02 1.961475181579589844e+01 2.768335723876953125e+01 3.178962898254394531e+01
8.830232173204421997e-02 1.667253112792968750e+01 2.330193138122558594e+01 2.680097579956054688e+01
9.435217082500457764e-02 1.366043090820312500e+01 1.935865783691406250e+01 2.225551033020019531e+01
1.005600690841674805e-01 1.267070865631103516e+01 1.793085670471191406e+01 2.063226890563964844e+01
1.070138886570930481e-01 1.150037479400634766e+01 1.614492225646972656e+01 1.870145034790039062e+01
1.134273484349250793e-01 1.084566593170166016e+01 1.516512870788574219e+01 1.723769378662109375e+01
1.196089535951614380e-01 1.043666172027587891e+01 1.469562816619873047e+01 1.667530822753906250e+01
1.257804334163665771e-01 9.677803993225097656e+00 1.357815074920654297e+01 1.542318439483642578e+01
1.321490257978439331e-01 9.186199188232421875e+00 1.300087547302246094e+01 1.461346340179443359e+01
1.384563297033309937e-01 8.649804115295410156e+00 1.211219120025634766e+01 1.354684257507324219e+01
1.446497291326522827e-01 8.264272689819335938e+00 1.165368556976318359e+01 1.315750217437744141e+01
