# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 6
8.018244989216327667e-03 5.342812728881835938e+01 7.409800720214843750e+01 9.197807312011718750e+01
1.401655934751033783e-02 6.182386016845703125e+01 8.356371307373046875e+01 9.732672882080078125e+01
1.969251595437526703e-02 6.573242950439453125e+01 8.697219085693359375e+01 1.041247100830078125e+02
2.551339380443096161e-02 4.267235183715820312e+01 5.750401687622070312e+01 6.746080017089843750e+01
3.202908113598823547e-02 4.415226364135742188e+01 5.874033737182617188e+01 7.016598510742187500e+01
3.846523538231849670e-02 3.799582672119140625e+01 5.132897567749023438e+01 6.030576324462890625e+01
4.443310573697090149e-02 3.355809783935546875e+01 4.491075897216796875e+01 5.263125991821289062e+01
5.042308941483497620e-02 2.824156761169433594e+01 3.803901290893554688e+01 4.493592834472656250e+01
5.690929666161537170e-02 2.744410324096679688e+01 3.629417800903320312e+01 4.281076431274414062e+01
6.341847032308578491e-02 2.534566688537597656e+01 3.437035369873046875e+01 4.010913848876953125e+01
6.949992477893829346e-02 2.288307380676269531e+01 3.068005180358886719e+01 3.576140594482421875e+01
7.558133453130722046e-02 2.237205696105957031e+01 2.991556549072265625e+01 3.486056137084960938e+01
8.196274191141128540e-02 1.966539955139160156e+01 2.626962471008300781e+01 3.087283515930175781e+01
8.830232173204421997e-02 1.631562232971191406e+01 2.167611694335937500e+01 2.511694335937500000e+01
9.435217082500457764e-02 1.475394916534423828e+01 1.957161712646484375e+01 2.272566604614257812e+01
1.005600690841674805e-01 1.414469718933105469e+01 1.889621162414550781e+01 2.180538558959960938e+01
1.070138886570930481e-01 1.303898048400878906e+01 1.738481903076171875e+01 2.016444969177246094e+01
1.134273484349250793e-01 1.207781219482421875e+01 1.621875190734863281e+01 1.863654708862304688e+01
1.196089535951614380e-01 1.124476146697998047e+01 1.491684818267822266e+01 1.708341789245605469e+01
1.257804334163665771e-01 1.050772857666015625e+01 1.401483535766601562e+01 1.597983169555664062e+01
1.321490257978439331e-01 1.004159927368164062e+01 1.331821155548095703e+01 1.507723331451416016e+01
1.384563297033309937e-01 9.621228218078613281e+00 1.281050586700439453e+01 1.449619388580322266e+01
1.446497291326522827e-01 8.774093627929687500e+00 1.161074733734130859e+01 1.304054164886474609e+01
1.508535146713256836e-01 7.968527793884277344e+00 1.057064342498779297e+01 1.189854335784912109e+01
1.571729034185409546e-01 7.695342540740966797e+00 1.011278247833251953e+01 1.131496429443359375e+01
1.635417938232421875e-01 7.053075790405273438e+00 9.178663253784179688e+00 1.032736492156982422e+01
1.698256134986877441e-01 6.606982707977294922e+00 8.709309577941894531e+00 9.736273765563964844e+00
1.761013567447662354e-01 6.463000297546386719e+00 8.543482780456542969e+00 9.391800880432128906e+00
1.823998540639877319e-01 6.090821743011474609e+00 8.055716514587402344e+00 8.847408294677734375e+00
1.886507123708724976e-01 5.790973186492919922e+00 7.671345233917236328e+00 8.440010070800781250e+00
1.949081569910049438e-01 5.588737010955810547e+00 7.327935695648193359e+00 7.977050781250000000e+00
2.011425346136093140e-01 5.459674835205078125e+00 7.131836414337158203e+00 7.771464347839355469e+00
2.073954045772552490e-01 5.177296638488769531e+00 6.733533859252929688e+00 7.240908145904541016e+00
2.137389332056045532e-01 4.895784854888916016e+00 6.368178844451904297e+00 6.896002292633056641e+00
2.200330942869186401e-01 4.719540119171142578e+00 6.155363559722900391e+00 6.606917381286621094e+00
2.262930423021316528e-01 4.464326858520507812e+00 5.766044616699218750e+00 6.109029293060302734e+00
2.325985133647918701e-01 4.266135692596435547e+00 5.528820991516113281e+00 5.818828105926513672e+00
2.388891130685806274e-01 4.092629909515380859e+00 5.311645507812500000e+00 5.561642646789550781e+00
2.451218813657760620e-01 3.928333520889282227e+00 5.038638591766357422e+00 5.266581535339355469e+00
2.513737380504608154e-01 3.853458404541015625e+00 4.991991043090820312e+00 5.190348625183105469e+00
2.577070593833923340e-01 3.747941732406616211e+00 4.844191074371337891e+00 4.982038021087646484e+00
2.640204429626464844e-01 3.621793031692504883e+00 4.664735794067382812e+00 4.780938148498535156e+00
2.702898085117340088e-01 3.444304466247558594e+00 4.386879920959472656e+00 4.439173698425292969e+00
2.765615284442901611e-01 3.405009508132934570e+00 4.340836524963378906e+00 4.352630138397216797e+00
2.828698754310607910e-01 3.230616807937622070e+00 4.116046428680419922e+00 4.129695415496826172e+00
2.891486585140228271e-01 3.177662849426269531e+00 4.049450874328613281e+00 4.009309768676757812e+00
2.953523397445678711e-01 3.053325176239013672e+00 3.871263504028320312e+00 3.809822082519531250e+00
3.016075491905212402e-01 2.966156482696533203e+00 3.772166728973388672e+00 3.635465621948242188e+00
3.079382479190826416e-01 2.872333765029907227e+00 3.656293630599975586e+00 3.552394866943359375e+00
3.142760396003723145e-01 2.822393894195556641e+00 3.559886455535888672e+00 3.433350086212158203e+00
3.205462992191314697e-01 2.725427389144897461e+00 3.430733203887939453e+00 3.276595592498779297e+00
3.268128037452697754e-01 2.681273698806762695e+00 3.362975120544433594e+00 3.158261775970458984e+00
3.331238031387329102e-01 2.588277101516723633e+00 3.265683174133300781e+00 3.049662351608276367e+00
3.394046723842620850e-01 2.549319982528686523e+00 3.219238758087158203e+00 2.980440855026245117e+00
3.456391692161560059e-01 2.508090734481811523e+00 3.108369588851928711e+00 2.852905273437500000e+00
3.518808186054229736e-01 2.414146423339843750e+00 3.020679235458374023e+00 2.771076917648315430e+00
3.582032322883605957e-01 2.371804952621459961e+00 2.947808742523193359e+00 2.676066398620605469e+00
3.645117878913879395e-01 2.323860883712768555e+00 2.887504577636718750e+00 2.578247308731079102e+00
3.707640767097473145e-01 2.272714853286743164e+00 2.827535390853881836e+00 2.509922504425048828e+00
3.770540952682495117e-01 2.208200216293334961e+00 2.746922731399536133e+00 2.413151979446411133e+00
3.833588361740112305e-01 2.155779838562011719e+00 2.647903680801391602e+00 2.302556753158569336e+00
3.896513879299163818e-01 2.107953071594238281e+00 2.589908599853515625e+00 2.232614755630493164e+00
3.958770036697387695e-01 2.091835498809814453e+00 2.578841209411621094e+00 2.198210239410400391e+00
4.021126329898834229e-01 2.051939725875854492e+00 2.516387939453125000e+00 2.133334875106811523e+00
4.084537327289581299e-01 1.986857414245605469e+00 2.437462329864501953e+00 2.048309803009033203e+00
