# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 25
8.018244989216327667e-03 7.060321044921875000e+01 9.855550384521484375e+01 1.227022705078125000e+02
1.401655934751033783e-02 5.763563156127929688e+01 7.892711639404296875e+01 9.273312377929687500e+01
1.969251595437526703e-02 5.011506271362304688e+01 6.626595306396484375e+01 7.680821228027343750e+01
2.551339380443096161e-02 4.964120864868164062e+01 6.630343627929687500e+01 8.013990783691406250e+01
3.202908113598823547e-02 4.572898483276367188e+01 6.070114898681640625e+01 7.068429565429687500e+01
3.846523538231849670e-02 3.762986755371093750e+01 4.996525955200195312e+01 5.881584930419921875e+01
4.443310573697090149e-02 3.433772659301757812e+01 4.644392013549804688e+01 5.486441040039062500e+01
5.042308941483497620e-02 2.873434829711914062e+01 3.921685409545898438e+01 4.579809570312500000e+01
5.690929666161537170e-02 2.725842475891113281e+01 3.666556549072265625e+01 4.297158050537109375e+01
6.341847032308578491e-02 2.620189285278320312e+01 3.488953781127929688e+01 4.088779830932617188e+01
6.949992477893829346e-02 2.423190879821777344e+01 3.199507141113281250e+01 3.778362655639648438e+01
7.558133453130722046e-02 2.078010559082031250e+01 2.795168495178222656e+01 3.255532073974609375e+01
8.196274191141128540e-02 1.862297439575195312e+01 2.484390258789062500e+01 2.883453178405761719e+01
8.830232173204421997e-02 1.708826637268066406e+01 2.277093696594238281e+01 2.624320602416992188e+01
9.435217082500457764e-02 1.563136768341064453e+01 2.082664871215820312e+01 2.406179809570312500e+01
1.005600690841674805e-01 1.395889854431152344e+01 1.870023155212402344e+01 2.163602256774902344e+01
1.070138886570930481e-01 1.275130462646484375e+01 1.708913230895996094e+01 1.968411445617675781e+01
1.134273484349250793e-01 1.149953174591064453e+01 1.532568931579589844e+01 1.761671829223632812e+01
1.196089535951614380e-01 1.169344615936279297e+01 1.562417411804199219e+01 1.794747734069824219e+01
1.257804334163665771e-01 1.092767715454101562e+01 1.467051982879638672e+01 1.669534301757812500e+01
1.321490257978439331e-01 1.005193233489990234e+01 1.333147907257080078e+01 1.522133445739746094e+01
1.384563297033309937e-01 9.415506362915039062e+00 1.262019920349121094e+01 1.434442710876464844e+01
1.446497291326522827e-01 8.897562980651855469e+00 1.184356117248535156e+01 1.336787796020507812e+01
1.508535146713256836e-01 8.059071540832519531e+00 1.072715663909912109e+01 1.194575023651123047e+01
1.571729034185409546e-01 7.439908504486083984e+00 9.929112434387207031e+00 1.121387386322021484e+01
1.635417938232421875e-01 7.067793369293212891e+00 9.338916778564453125e+00 1.041516399383544922e+01
1.698256134986877441e-01 6.583076477050781250e+00 8.742217063903808594e+00 9.731703758239746094e+00
1.761013567447662354e-01 6.381316184997558594e+00 8.438391685485839844e+00 9.391804695129394531e+00
1.823998540639877319e-01 6.005369663238525391e+00 7.879250049591064453e+00 8.721792221069335938e+00
1.886507123708724976e-01 5.693513393402099609e+00 7.506145954132080078e+00 8.214898109436035156e+00
1.949081569910049438e-01 5.604471683502197266e+00 7.365808486938476562e+00 8.021523475646972656e+00
2.011425346136093140e-01 5.384010791778564453e+00 7.109368801116943359e+00 7.604075908660888672e+00
2.073954045772552490e-01 5.157574176788330078e+00 6.777886390686035156e+00 7.280062675476074219e+00
2.137389332056045532e-01 4.884929656982421875e+00 6.348489284515380859e+00 6.783474445343017578e+00
2.200330942869186401e-01 4.606047630310058594e+00 6.044117927551269531e+00 6.429716110229492188e+00
2.262930423021316528e-01 4.428225517272949219e+00 5.796273708343505859e+00 6.122232437133789062e+00
2.325985133647918701e-01 4.380217552185058594e+00 5.676630973815917969e+00 6.020288944244384766e+00
2.388891130685806274e-01 4.122937202453613281e+00 5.381876468658447266e+00 5.673310279846191406e+00
2.451218813657760620e-01 3.960849046707153320e+00 5.175322055816650391e+00 5.385612964630126953e+00
2.513737380504608154e-01 3.866303443908691406e+00 5.045238494873046875e+00 5.199342727661132812e+00
2.577070593833923340e-01 3.762333393096923828e+00 4.881640911102294922e+00 5.006690502166748047e+00
2.640204429626464844e-01 3.601337671279907227e+00 4.641689777374267578e+00 4.731094837188720703e+00
2.702898085117340088e-01 3.485652208328247070e+00 4.471384525299072266e+00 4.576050758361816406e+00
2.765615284442901611e-01 3.373932838439941406e+00 4.347566604614257812e+00 4.327356815338134766e+00
2.828698754310607910e-01 3.202715635299682617e+00 4.096562862396240234e+00 4.125011920928955078e+00
2.891486585140228271e-01 3.116225004196166992e+00 3.989820718765258789e+00 3.964457988739013672e+00
2.953523397445678711e-01 3.011474132537841797e+00 3.829862117767333984e+00 3.761560678482055664e+00
3.016075491905212402e-01 2.984884023666381836e+00 3.834602117538452148e+00 3.749461412429809570e+00
3.079382479190826416e-01 2.928854703903198242e+00 3.740414381027221680e+00 3.615544557571411133e+00
3.142760396003723145e-01 2.863982439041137695e+00 3.631437063217163086e+00 3.475315093994140625e+00
3.205462992191314697e-01 2.729611873626708984e+00 3.465627193450927734e+00 3.317230939865112305e+00
3.268128037452697754e-01 2.661191701889038086e+00 3.381603717803955078e+00 3.201284408569335938e+00
3.331238031387329102e-01 2.571064472198486328e+00 3.232030153274536133e+00 3.023811578750610352e+00
3.394046723842620850e-01 2.501792192459106445e+00 3.154995441436767578e+00 2.938649177551269531e+00
3.456391692161560059e-01 2.446465969085693359e+00 3.107186794281005859e+00 2.850210189819335938e+00
3.518808186054229736e-01 2.405992031097412109e+00 3.021239757537841797e+00 2.776614427566528320e+00
3.582032322883605957e-01 2.348739385604858398e+00 2.959772109985351562e+00 2.675886154174804688e+00
3.645117878913879395e-01 2.300602912902832031e+00 2.881552219390869141e+00 2.598651170730590820e+00
3.707640767097473145e-01 2.253019094467163086e+00 2.818619728088378906e+00 2.514820337295532227e+00
3.770540952682495117e-01 2.204825162887573242e+00 2.760479211807250977e+00 2.436987161636352539e+00
3.833588361740112305e-01 2.145781755447387695e+00 2.673799991607666016e+00 2.337034463882446289e+00
3.896513879299163818e-01 2.114279031753540039e+00 2.627521038055419922e+00 2.260676860809326172e+00
3.958770036697387695e-01 2.082460403442382812e+00 2.575649023056030273e+00 2.201195716857910156e+00
4.021126329898834229e-01 2.005450248718261719e+00 2.486666679382324219e+00 2.120894908905029297e+00
4.084537327289581299e-01 1.996156096458435059e+00 2.474803686141967773e+00 2.076946258544921875e+00
4.147696197032928467e-01 1.948482275009155273e+00 2.404155731201171875e+00 2.000056028366088867e+00
4.210544228553771973e-01 1.906608700752258301e+00 2.340244293212890625e+00 1.928785085678100586e+00
4.273288547992706299e-01 1.857353687286376953e+00 2.281424522399902344e+00 1.842721939086914062e+00
4.336213767528533936e-01 1.818282604217529297e+00 2.234093666076660156e+00 1.809407353401184082e+00
4.399181902408599854e-01 1.799516677856445312e+00 2.205276250839233398e+00 1.753615736961364746e+00
4.461484551429748535e-01 1.772351503372192383e+00 2.167635440826416016e+00 1.717516899108886719e+00
4.524188637733459473e-01 1.736803412437438965e+00 2.134601116180419922e+00 1.661802053451538086e+00
4.587154984474182129e-01 1.704758524894714355e+00 2.100367784500122070e+00 1.627265453338623047e+00
4.650256633758544922e-01 1.686680793762207031e+00 2.054253101348876953e+00 1.570224523544311523e+00
4.713141322135925293e-01 1.645103335380554199e+00 1.987094521522521973e+00 1.511150836944580078e+00
4.775804579257965088e-01 1.630897521972656250e+00 1.963710904121398926e+00 1.477059245109558105e+00
4.838812351226806641e-01 1.615916252136230469e+00 1.941566705703735352e+00 1.437917470932006836e+00
4.901502430438995361e-01 1.588932037353515625e+00 1.904069066047668457e+00 1.405742049217224121e+00
4.963996410369873047e-01 1.555934548377990723e+00 1.877647757530212402e+00 1.358989477157592773e+00
5.026662349700927734e-01 1.542991399765014648e+00 1.851290345191955566e+00 1.331335306167602539e+00
5.089647173881530762e-01 1.513512730598449707e+00 1.825386404991149902e+00 1.302264451980590820e+00
5.152750611305236816e-01 1.485831618309020996e+00 1.786206007003784180e+00 1.246195435523986816e+00
5.215665102005004883e-01 1.478941321372985840e+00 1.765805721282958984e+00 1.237993478775024414e+00
5.278289914131164551e-01 1.439517855644226074e+00 1.723701357841491699e+00 1.195560455322265625e+00
5.341163873672485352e-01 1.413811087608337402e+00 1.683838844299316406e+00 1.144232273101806641e+00
5.404307842254638672e-01 1.412271499633789062e+00 1.674079060554504395e+00 1.138845562934875488e+00
5.466980934143066406e-01 1.384455323219299316e+00 1.649111866950988770e+00 1.098926186561584473e+00
5.529599189758300781e-01 1.372726798057556152e+00 1.635814428329467773e+00 1.084360837936401367e+00
5.592443943023681641e-01 1.354978442192077637e+00 1.605701088905334473e+00 1.051013350486755371e+00
5.655549764633178711e-01 1.326239109039306641e+00 1.577680706977844238e+00 1.024468779563903809e+00
5.718548893928527832e-01 1.313834667205810547e+00 1.553544521331787109e+00 1.000113010406494141e+00
5.781230330467224121e-01 1.295675516128540039e+00 1.535687446594238281e+00 9.815887808799743652e-01
5.844058990478515625e-01 1.278999090194702148e+00 1.516597747802734375e+00 9.554247260093688965e-01
5.906696915626525879e-01 1.270256400108337402e+00 1.506058454513549805e+00 9.292300343513488770e-01
5.969164371490478516e-01 1.255698084831237793e+00 1.475324749946594238e+00 9.136650562286376953e-01
6.031712889671325684e-01 1.238235473632812500e+00 1.458421349525451660e+00 8.996744751930236816e-01
6.094692349433898926e-01 1.224022269248962402e+00 1.440953373908996582e+00 8.712434768676757812e-01
6.158122420310974121e-01 1.201727151870727539e+00 1.419370651245117188e+00 8.439347743988037109e-01
6.221026778221130371e-01 1.202486753463745117e+00 1.415635347366333008e+00 8.419592380523681641e-01
6.283664703369140625e-01 1.183907270431518555e+00 1.387095689773559570e+00 8.038686513900756836e-01
6.346465945243835449e-01 1.165207862854003906e+00 1.368236422538757324e+00 7.874746918678283691e-01
6.409400701522827148e-01 1.155290126800537109e+00 1.350356340408325195e+00 7.803488969802856445e-01
6.472375988960266113e-01 1.132246971130371094e+00 1.319112420082092285e+00 7.433704733848571777e-01
6.534771919250488281e-01 1.133840560913085938e+00 1.328976273536682129e+00 7.407640218734741211e-01
6.597641706466674805e-01 1.113440990447998047e+00 1.286787509918212891e+00 7.131949663162231445e-01
6.660755872726440430e-01 1.111742496490478516e+00 1.291950345039367676e+00 7.128592729568481445e-01
6.723406314849853516e-01 1.093611598014831543e+00 1.282253623008728027e+00 6.954060196876525879e-01
6.786084175109863281e-01 1.086552023887634277e+00 1.263023138046264648e+00 6.800183653831481934e-01
6.849139928817749023e-01 1.071354985237121582e+00 1.234701991081237793e+00 6.628593206405639648e-01
6.912255883216857910e-01 1.063054203987121582e+00 1.240646958351135254e+00 6.591249108314514160e-01
6.974714994430541992e-01 1.054787635803222656e+00 1.224260091781616211e+00 6.407225728034973145e-01
7.037312388420104980e-01 1.038333058357238770e+00 1.205123782157897949e+00 6.238847970962524414e-01
7.100222706794738770e-01 1.035573482513427734e+00 1.199496150016784668e+00 6.163371801376342773e-01
7.163255810737609863e-01 1.020345568656921387e+00 1.182054996490478516e+00 6.009599566459655762e-01
7.226014137268066406e-01 1.014132022857666016e+00 1.169438123703002930e+00 5.867368578910827637e-01
7.288721799850463867e-01 1.001597404479980469e+00 1.161882996559143066e+00 5.732849240303039551e-01
7.351884245872497559e-01 9.929776191711425781e-01 1.148207306861877441e+00 5.723964571952819824e-01
7.414690256118774414e-01 9.846915602684020996e-01 1.132972836494445801e+00 5.551819205284118652e-01
7.477109432220458984e-01 9.709997177124023438e-01 1.118974685668945312e+00 5.459932088851928711e-01
7.539890408515930176e-01 9.687278270721435547e-01 1.116811752319335938e+00 5.372377634048461914e-01
7.602919936180114746e-01 9.583402872085571289e-01 1.102660179138183594e+00 5.308972001075744629e-01
7.665897607803344727e-01 9.509004950523376465e-01 1.093259572982788086e+00 5.171441435813903809e-01
7.728743553161621094e-01 9.375594258308410645e-01 1.079581618309020996e+00 5.079409480094909668e-01
7.791499495506286621e-01 9.312779307365417480e-01 1.072511792182922363e+00 4.953503012657165527e-01
7.854521274566650391e-01 9.230437874794006348e-01 1.059858441352844238e+00 4.916634261608123779e-01
7.917414903640747070e-01 9.195450544357299805e-01 1.053661346435546875e+00 4.806352555751800537e-01
7.979945540428161621e-01 9.081473350524902344e-01 1.044836997985839844e+00 4.655449986457824707e-01
8.042516112327575684e-01 9.018298983573913574e-01 1.034308910369873047e+00 4.731403887271881104e-01
