# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 3
8.018244989216327667e-03 4.009369659423828125e+01 5.008529663085937500e+01 5.663679504394531250e+01
1.401655934751033783e-02 5.154685592651367188e+01 6.965786743164062500e+01 8.438077545166015625e+01
1.969251595437526703e-02 6.600396728515625000e+01 8.998299407958984375e+01 1.060497665405273438e+02
2.551339380443096161e-02 5.586985015869140625e+01 7.312994384765625000e+01 8.687135314941406250e+01
3.202908113598823547e-02 4.409794235229492188e+01 6.004215621948242188e+01 7.166027069091796875e+01
3.846523538231849670e-02 4.272736740112304688e+01 5.677421188354492188e+01 6.616631317138671875e+01
4.443310573697090149e-02 3.454931640625000000e+01 4.608061218261718750e+01 5.423322677612304688e+01
5.042308941483497620e-02 3.040079879760742188e+01 4.023569107055664062e+01 4.761202239990234375e+01
5.690929666161537170e-02 2.737457656860351562e+01 3.653005599975585938e+01 4.316756820678710938e+01
6.341847032308578491e-02 2.539500999450683594e+01 3.374039840698242188e+01 3.955621337890625000e+01
6.949992477893829346e-02 2.246105194091796875e+01 2.988371276855468750e+01 3.503285598754882812e+01
7.558133453130722046e-02 2.247515106201171875e+01 3.009200859069824219e+01 3.495166397094726562e+01
8.196274191141128540e-02 1.964344215393066406e+01 2.660951232910156250e+01 3.091245269775390625e+01
8.830232173204421997e-02 1.617348670959472656e+01 2.164689064025878906e+01 2.510264968872070312e+01
9.435217082500457764e-02 1.484489822387695312e+01 1.972887992858886719e+01 2.320561408996582031e+01
1.005600690841674805e-01 1.387505245208740234e+01 1.836869049072265625e+01 2.125433731079101562e+01
1.070138886570930481e-01 1.259928035736083984e+01 1.675990867614746094e+01 1.940436744689941406e+01
1.134273484349250793e-01 1.140472984313964844e+01 1.525072097778320312e+01 1.757710838317871094e+01
1.196089535951614380e-01 1.115593242645263672e+01 1.488079071044921875e+01 1.702945709228515625e+01
1.257804334163665771e-01 1.073481082916259766e+01 1.420609855651855469e+01 1.620753860473632812e+01
1.321490257978439331e-01 9.923355102539062500e+00 1.318063449859619141e+01 1.497083663940429688e+01
1.384563297033309937e-01 9.166397094726562500e+00 1.220783138275146484e+01 1.373408222198486328e+01
1.446497291326522827e-01 9.001228332519531250e+00 1.198480319976806641e+01 1.363702869415283203e+01
1.508535146713256836e-01 8.165852546691894531e+00 1.086781978607177734e+01 1.221039390563964844e+01
1.571729034185409546e-01 7.396410942077636719e+00 9.841196060180664062e+00 1.098467063903808594e+01
1.635417938232421875e-01 7.015796184539794922e+00 9.278140068054199219e+00 1.031257724761962891e+01
1.698256134986877441e-01 6.842055320739746094e+00 9.068643569946289062e+00 1.009117889404296875e+01
1.761013567447662354e-01 6.216959953308105469e+00 8.209858894348144531e+00 9.130187988281250000e+00
1.823998540639877319e-01 6.039655208587646484e+00 7.965537071228027344e+00 8.770210266113281250e+00
1.886507123708724976e-01 5.902200698852539062e+00 7.756553173065185547e+00 8.491882324218750000e+00
1.949081569910049438e-01 5.704651832580566406e+00 7.541079044342041016e+00 8.147637367248535156e+00
2.011425346136093140e-01 5.400261878967285156e+00 7.092155933380126953e+00 7.743904113769531250e+00
2.073954045772552490e-01 5.130867958068847656e+00 6.768136978149414062e+00 7.337837696075439453e+00
2.137389332056045532e-01 4.977243423461914062e+00 6.480818748474121094e+00 6.955945968627929688e+00
2.200330942869186401e-01 4.650098323822021484e+00 6.066760540008544922e+00 6.465960979461669922e+00
2.262930423021316528e-01 4.446661472320556641e+00 5.845060348510742188e+00 6.204408645629882812e+00
2.325985133647918701e-01 4.308781623840332031e+00 5.605679512023925781e+00 5.986053466796875000e+00
2.388891130685806274e-01 4.079060077667236328e+00 5.291206836700439453e+00 5.583230018615722656e+00
2.451218813657760620e-01 3.958856344223022461e+00 5.096445560455322266e+00 5.284573554992675781e+00
2.513737380504608154e-01 3.853213310241699219e+00 4.983296394348144531e+00 5.139586925506591797e+00
2.577070593833923340e-01 3.723209381103515625e+00 4.834500789642333984e+00 4.970781326293945312e+00
2.640204429626464844e-01 3.627705574035644531e+00 4.659667491912841797e+00 4.769969463348388672e+00
2.702898085117340088e-01 3.503033876419067383e+00 4.480217933654785156e+00 4.554099082946777344e+00
2.765615284442901611e-01 3.361612558364868164e+00 4.298069953918457031e+00 4.330611705780029297e+00
2.828698754310607910e-01 3.321347951889038086e+00 4.275692462921142578e+00 4.286332130432128906e+00
2.891486585140228271e-01 3.129958868026733398e+00 3.941486835479736328e+00 3.965801239013671875e+00
2.953523397445678711e-01 3.117455720901489258e+00 3.953885793685913086e+00 3.943827629089355469e+00
3.016075491905212402e-01 3.010940074920654297e+00 3.818970680236816406e+00 3.781551837921142578e+00
3.079382479190826416e-01 2.896755218505859375e+00 3.669092893600463867e+00 3.565349340438842773e+00
3.142760396003723145e-01 2.798953771591186523e+00 3.532280206680297852e+00 3.435057640075683594e+00
3.205462992191314697e-01 2.796736717224121094e+00 3.535714864730834961e+00 3.393257379531860352e+00
3.268128037452697754e-01 2.681642055511474609e+00 3.371966600418090820e+00 3.221768856048583984e+00
3.331238031387329102e-01 2.610777139663696289e+00 3.265171289443969727e+00 3.072769165039062500e+00
3.394046723842620850e-01 2.541667461395263672e+00 3.200666904449462891e+00 2.987430572509765625e+00
3.456391692161560059e-01 2.500515937805175781e+00 3.131799221038818359e+00 2.919398784637451172e+00
3.518808186054229736e-01 2.421414375305175781e+00 3.003299713134765625e+00 2.767233371734619141e+00
3.582032322883605957e-01 2.344493389129638672e+00 2.938082218170166016e+00 2.692143440246582031e+00
3.645117878913879395e-01 2.328375816345214844e+00 2.891885042190551758e+00 2.629103183746337891e+00
3.707640767097473145e-01 2.276131153106689453e+00 2.832748889923095703e+00 2.539972066879272461e+00
3.770540952682495117e-01 2.230811119079589844e+00 2.773084640502929688e+00 2.473770856857299805e+00
3.833588361740112305e-01 2.159166574478149414e+00 2.679495096206665039e+00 2.360146522521972656e+00
3.896513879299163818e-01 2.129931211471557617e+00 2.633045196533203125e+00 2.278028964996337891e+00
3.958770036697387695e-01 2.079807281494140625e+00 2.567601203918457031e+00 2.213002681732177734e+00
4.021126329898834229e-01 2.040610313415527344e+00 2.502494573593139648e+00 2.113864421844482422e+00
4.084537327289581299e-01 2.007038116455078125e+00 2.468859910964965820e+00 2.074493646621704102e+00
4.147696197032928467e-01 1.958326339721679688e+00 2.420621156692504883e+00 2.028642177581787109e+00
4.210544228553771973e-01 1.933161616325378418e+00 2.362815141677856445e+00 1.956739187240600586e+00
4.273288547992706299e-01 1.879799604415893555e+00 2.299050092697143555e+00 1.900028347969055176e+00
4.336213767528533936e-01 1.836284518241882324e+00 2.264638662338256836e+00 1.844882249832153320e+00
4.399181902408599854e-01 1.813803195953369141e+00 2.206603527069091797e+00 1.795318961143493652e+00
4.461484551429748535e-01 1.793431282043457031e+00 2.192723751068115234e+00 1.755354404449462891e+00
4.524188637733459473e-01 1.745203733444213867e+00 2.114591836929321289e+00 1.677411913871765137e+00
4.587154984474182129e-01 1.736326456069946289e+00 2.109911441802978516e+00 1.660264015197753906e+00
4.650256633758544922e-01 1.692385792732238770e+00 2.038367509841918945e+00 1.582105994224548340e+00
4.713141322135925293e-01 1.660771846771240234e+00 2.000777959823608398e+00 1.530848860740661621e+00
4.775804579257965088e-01 1.640671014785766602e+00 1.985605120658874512e+00 1.514429569244384766e+00
4.838812351226806641e-01 1.624732732772827148e+00 1.960021972656250000e+00 1.482041358947753906e+00
4.901502430438995361e-01 1.590610146522521973e+00 1.908161282539367676e+00 1.422554016113281250e+00
4.963996410369873047e-01 1.577131986618041992e+00 1.891041636466979980e+00 1.377763986587524414e+00
5.026662349700927734e-01 1.545891284942626953e+00 1.842962145805358887e+00 1.344689249992370605e+00
5.089647173881530762e-01 1.514182448387145996e+00 1.814745306968688965e+00 1.309906125068664551e+00
5.152750611305236816e-01 1.489121317863464355e+00 1.782387256622314453e+00 1.278789639472961426e+00
5.215665102005004883e-01 1.478455424308776855e+00 1.766193866729736328e+00 1.253957748413085938e+00
5.278289914131164551e-01 1.453082799911499023e+00 1.735232353210449219e+00 1.221570253372192383e+00
5.341163873672485352e-01 1.434590339660644531e+00 1.704877972602844238e+00 1.177142977714538574e+00
