# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 3
8.018244989216327667e-03 3.948721313476562500e+01 5.340604782104492188e+01 5.987450027465820312e+01
1.401655934751033783e-02 5.026753234863281250e+01 7.119756317138671875e+01 8.549827575683593750e+01
1.969251595437526703e-02 6.389744567871093750e+01 9.052962493896484375e+01 1.060129928588867188e+02
2.551339380443096161e-02 5.375155639648437500e+01 7.333220672607421875e+01 8.652074432373046875e+01
3.202908113598823547e-02 4.219774246215820312e+01 5.994804000854492188e+01 7.102297210693359375e+01
3.846523538231849670e-02 4.071345520019531250e+01 5.664683532714843750e+01 6.556318664550781250e+01
4.443310573697090149e-02 3.282177352905273438e+01 4.570180130004882812e+01 5.342095184326171875e+01
5.042308941483497620e-02 2.885058975219726562e+01 4.022248840332031250e+01 4.720319366455078125e+01
5.690929666161537170e-02 2.597435760498046875e+01 3.627079010009765625e+01 4.254895782470703125e+01
6.341847032308578491e-02 2.408422088623046875e+01 3.356740570068359375e+01 3.908071899414062500e+01
6.949992477893829346e-02 2.128289604187011719e+01 2.959659576416015625e+01 3.447185897827148438e+01
7.558133453130722046e-02 2.126106643676757812e+01 2.981469535827636719e+01 3.441210556030273438e+01
8.196274191141128540e-02 1.855602073669433594e+01 2.629466629028320312e+01 3.036840629577636719e+01
8.830232173204421997e-02 1.522985267639160156e+01 2.144574165344238281e+01 2.471561813354492188e+01
9.435217082500457764e-02 1.396051788330078125e+01 1.942924308776855469e+01 2.271056556701660156e+01
1.005600690841674805e-01 1.303782463073730469e+01 1.818007469177246094e+01 2.089847564697265625e+01
1.070138886570930481e-01 1.183729267120361328e+01 1.649145317077636719e+01 1.900760650634765625e+01
1.134273484349250793e-01 1.071935272216796875e+01 1.498481655120849609e+01 1.718780136108398438e+01
1.196089535951614380e-01 1.049501037597656250e+01 1.470809459686279297e+01 1.675628089904785156e+01
1.257804334163665771e-01 1.010085678100585938e+01 1.403202915191650391e+01 1.592210674285888672e+01
1.321490257978439331e-01 9.326539993286132812e+00 1.297902488708496094e+01 1.466909408569335938e+01
1.384563297033309937e-01 8.607601165771484375e+00 1.206750106811523438e+01 1.351448059082031250e+01
1.446497291326522827e-01 8.431491851806640625e+00 1.175854492187500000e+01 1.333510303497314453e+01
1.508535146713256836e-01 7.640053749084472656e+00 1.065771198272705078e+01 1.192989349365234375e+01
1.571729034185409546e-01 6.915604114532470703e+00 9.686473846435546875e+00 1.076918983459472656e+01
1.635417938232421875e-01 6.554916381835937500e+00 9.089230537414550781e+00 1.008484172821044922e+01
1.698256134986877441e-01 6.394662380218505859e+00 8.899260520935058594e+00 9.886009216308593750e+00
1.761013567447662354e-01 5.807977676391601562e+00 8.081784248352050781e+00 8.962878227233886719e+00
1.823998540639877319e-01 5.643923282623291016e+00 7.855163097381591797e+00 8.616053581237792969e+00
1.886507123708724976e-01 5.515574455261230469e+00 7.638672828674316406e+00 8.342654228210449219e+00
1.949081569910049438e-01 5.328581809997558594e+00 7.425625801086425781e+00 8.015760421752929688e+00
2.011425346136093140e-01 5.035575389862060547e+00 6.976623535156250000e+00 7.607111930847167969e+00
2.073954045772552490e-01 4.783180713653564453e+00 6.652610778808593750e+00 7.193889141082763672e+00
2.137389332056045532e-01 4.636981010437011719e+00 6.373387813568115234e+00 6.844887733459472656e+00
2.200330942869186401e-01 4.329007625579833984e+00 5.955675601959228516e+00 6.344152450561523438e+00
2.262930423021316528e-01 4.133102893829345703e+00 5.726793289184570312e+00 6.083440303802490234e+00
2.325985133647918701e-01 4.003538608551025391e+00 5.508873462677001953e+00 5.885730266571044922e+00
2.388891130685806274e-01 3.789669036865234375e+00 5.212041378021240234e+00 5.502444744110107422e+00
2.451218813657760620e-01 3.677674293518066406e+00 5.004755020141601562e+00 5.195312976837158203e+00
2.513737380504608154e-01 3.580502510070800781e+00 4.908689498901367188e+00 5.074932098388671875e+00
2.577070593833923340e-01 3.456422805786132812e+00 4.755308628082275391e+00 4.901052474975585938e+00
2.640204429626464844e-01 3.366766452789306641e+00 4.594590663909912109e+00 4.713260173797607422e+00
2.702898085117340088e-01 3.246154546737670898e+00 4.401132583618164062e+00 4.486531257629394531e+00
2.765615284442901611e-01 3.114140033721923828e+00 4.243226528167724609e+00 4.294665336608886719e+00
2.828698754310607910e-01 3.072434663772583008e+00 4.191492557525634766e+00 4.216688156127929688e+00
2.891486585140228271e-01 2.893285989761352539e+00 3.879941940307617188e+00 3.914922952651977539e+00
2.953523397445678711e-01 2.881676673889160156e+00 3.884514331817626953e+00 3.894016265869140625e+00
3.016075491905212402e-01 2.780781030654907227e+00 3.743529081344604492e+00 3.722288370132446289e+00
3.079382479190826416e-01 2.675896406173706055e+00 3.602478981018066406e+00 3.518769264221191406e+00
3.142760396003723145e-01 2.581946372985839844e+00 3.467123508453369141e+00 3.391656875610351562e+00
3.205462992191314697e-01 2.582256317138671875e+00 3.479349136352539062e+00 3.360979557037353516e+00
3.268128037452697754e-01 2.474747419357299805e+00 3.323873996734619141e+00 3.189096927642822266e+00
3.331238031387329102e-01 2.407347917556762695e+00 3.205231904983520508e+00 3.038843393325805664e+00
3.394046723842620850e-01 2.343399286270141602e+00 3.150488615036010742e+00 2.962383985519409180e+00
3.456391692161560059e-01 2.303968429565429688e+00 3.075532913208007812e+00 2.890362739562988281e+00
