# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 4
8.018244989216327667e-03 1.905935287475585938e+01 2.858101463317871094e+01 3.678723526000976562e+01
1.401655934751033783e-02 4.801777648925781250e+01 6.863974761962890625e+01 8.034304809570312500e+01
1.969251595437526703e-02 6.074703598022460938e+01 8.381170654296875000e+01 1.003820037841796875e+02
2.551339380443096161e-02 5.400812530517578125e+01 7.673748016357421875e+01 8.946378326416015625e+01
3.202908113598823547e-02 4.305938720703125000e+01 6.095065689086914062e+01 7.232275390625000000e+01
3.846523538231849670e-02 3.640898513793945312e+01 4.952856445312500000e+01 5.859779357910156250e+01
4.443310573697090149e-02 3.511203002929687500e+01 4.935099792480468750e+01 5.806740188598632812e+01
5.042308941483497620e-02 2.861709594726562500e+01 4.011734008789062500e+01 4.697734451293945312e+01
5.690929666161537170e-02 2.485156440734863281e+01 3.450740432739257812e+01 4.048027801513671875e+01
6.341847032308578491e-02 2.425789451599121094e+01 3.423853302001953125e+01 3.952466201782226562e+01
6.949992477893829346e-02 2.303173828125000000e+01 3.228153610229492188e+01 3.752430343627929688e+01
7.558133453130722046e-02 2.101162910461425781e+01 2.948841667175292969e+01 3.398781204223632812e+01
8.196274191141128540e-02 1.870910072326660156e+01 2.652621269226074219e+01 3.049688720703125000e+01
8.830232173204421997e-02 1.677710342407226562e+01 2.368959808349609375e+01 2.727739715576171875e+01
9.435217082500457764e-02 1.452296543121337891e+01 2.032880783081054688e+01 2.342965316772460938e+01
1.005600690841674805e-01 1.319866561889648438e+01 1.846292114257812500e+01 2.112539100646972656e+01
1.070138886570930481e-01 1.175631141662597656e+01 1.652092933654785156e+01 1.891033554077148438e+01
1.134273484349250793e-01 1.090759181976318359e+01 1.524383544921875000e+01 1.747652626037597656e+01
1.196089535951614380e-01 1.043282890319824219e+01 1.463952922821044922e+01 1.657504844665527344e+01
1.257804334163665771e-01 1.030161380767822266e+01 1.440931320190429688e+01 1.635543632507324219e+01
1.321490257978439331e-01 9.541791915893554688e+00 1.318291473388671875e+01 1.486873435974121094e+01
1.384563297033309937e-01 8.911296844482421875e+00 1.247407054901123047e+01 1.396941280364990234e+01
1.446497291326522827e-01 8.198170661926269531e+00 1.156521129608154297e+01 1.294298267364501953e+01
1.508535146713256836e-01 7.683119297027587891e+00 1.069096755981445312e+01 1.198681068420410156e+01
1.571729034185409546e-01 7.029561996459960938e+00 9.755802154541015625e+00 1.088029479980468750e+01
1.635417938232421875e-01 6.556150436401367188e+00 9.166314125061035156e+00 1.020964431762695312e+01
1.698256134986877441e-01 6.242975711822509766e+00 8.733032226562500000e+00 9.710626602172851562e+00
