# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 18
8.018244989216327667e-03 4.808971023559570312e+01 6.089859771728515625e+01 6.960683441162109375e+01
1.401655934751033783e-02 8.261967468261718750e+01 1.106964645385742188e+02 1.271382141113281250e+02
1.969251595437526703e-02 5.652633666992187500e+01 7.717971038818359375e+01 9.064364624023437500e+01
2.551339380443096161e-02 5.077689361572265625e+01 6.777481842041015625e+01 8.164551544189453125e+01
3.202908113598823547e-02 4.521433639526367188e+01 6.008126831054687500e+01 7.024638366699218750e+01
3.846523538231849670e-02 4.054474639892578125e+01 5.478858947753906250e+01 6.496280670166015625e+01
4.443310573697090149e-02 3.439167785644531250e+01 4.633451080322265625e+01 5.400940322875976562e+01
5.042308941483497620e-02 2.934451675415039062e+01 3.969389724731445312e+01 4.707622909545898438e+01
5.690929666161537170e-02 2.478331756591796875e+01 3.344256210327148438e+01 3.964140701293945312e+01
6.341847032308578491e-02 2.726179504394531250e+01 3.672318649291992188e+01 4.291012954711914062e+01
6.949992477893829346e-02 2.446843147277832031e+01 3.291320419311523438e+01 3.852294158935546875e+01
7.558133453130722046e-02 2.138854980468750000e+01 2.837715339660644531e+01 3.331711959838867188e+01
8.196274191141128540e-02 1.959173393249511719e+01 2.665999984741210938e+01 3.071814918518066406e+01
8.830232173204421997e-02 1.728796195983886719e+01 2.322804641723632812e+01 2.714629364013671875e+01
9.435217082500457764e-02 1.570792961120605469e+01 2.117864799499511719e+01 2.432267189025878906e+01
1.005600690841674805e-01 1.391066837310791016e+01 1.857177543640136719e+01 2.158765029907226562e+01
1.070138886570930481e-01 1.238972377777099609e+01 1.651138305664062500e+01 1.907769203186035156e+01
1.134273484349250793e-01 1.103559780120849609e+01 1.479582214355468750e+01 1.691918373107910156e+01
1.196089535951614380e-01 1.122444057464599609e+01 1.500380802154541016e+01 1.731762504577636719e+01
1.257804334163665771e-01 1.060842990875244141e+01 1.432517910003662109e+01 1.634751129150390625e+01
1.321490257978439331e-01 9.986137390136718750e+00 1.321984767913818359e+01 1.504513263702392578e+01
