# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 30
8.018244989216327667e-03 4.086936569213867188e+01 5.769005584716796875e+01 7.149043273925781250e+01
1.401655934751033783e-02 5.116022491455078125e+01 7.153600311279296875e+01 8.316551971435546875e+01
1.969251595437526703e-02 4.783140563964843750e+01 6.700355529785156250e+01 8.088156890869140625e+01
2.551339380443096161e-02 5.280463790893554688e+01 7.245572662353515625e+01 8.479274749755859375e+01
3.202908113598823547e-02 5.652868270874023438e+01 7.947753143310546875e+01 9.295193481445312500e+01
3.846523538231849670e-02 4.025914382934570312e+01 5.715591049194335938e+01 6.665974426269531250e+01
4.443310573697090149e-02 3.188901901245117188e+01 4.486470794677734375e+01 5.332133483886718750e+01
5.042308941483497620e-02 2.598251914978027344e+01 3.660103607177734375e+01 4.254832077026367188e+01
5.690929666161537170e-02 2.619714546203613281e+01 3.719986343383789062e+01 4.310700988769531250e+01
6.341847032308578491e-02 2.437393188476562500e+01 3.387940597534179688e+01 3.931580734252929688e+01
6.949992477893829346e-02 2.050005340576171875e+01 2.881229782104492188e+01 3.344945907592773438e+01
7.558133453130722046e-02 1.946815872192382812e+01 2.703876686096191406e+01 3.139518547058105469e+01
8.196274191141128540e-02 1.835673904418945312e+01 2.588892173767089844e+01 2.969819831848144531e+01
8.830232173204421997e-02 1.634571838378906250e+01 2.278955841064453125e+01 2.593955993652343750e+01
9.435217082500457764e-02 1.477281188964843750e+01 2.068396568298339844e+01 2.385790252685546875e+01
1.005600690841674805e-01 1.287746524810791016e+01 1.794290542602539062e+01 2.066702651977539062e+01
1.070138886570930481e-01 1.190637683868408203e+01 1.672772598266601562e+01 1.917377090454101562e+01
1.134273484349250793e-01 1.122188758850097656e+01 1.590202426910400391e+01 1.824042892456054688e+01
1.196089535951614380e-01 1.074659347534179688e+01 1.509803771972656250e+01 1.716043853759765625e+01
1.257804334163665771e-01 1.014040279388427734e+01 1.428515243530273438e+01 1.620839691162109375e+01
1.321490257978439331e-01 9.790946006774902344e+00 1.367906665802001953e+01 1.542452049255371094e+01
1.384563297033309937e-01 8.734673500061035156e+00 1.209104728698730469e+01 1.358873367309570312e+01
1.446497291326522827e-01 8.078125953674316406e+00 1.126335334777832031e+01 1.261979579925537109e+01
1.508535146713256836e-01 7.500404834747314453e+00 1.048492431640625000e+01 1.176955509185791016e+01
1.571729034185409546e-01 7.089081764221191406e+00 9.794208526611328125e+00 1.101924610137939453e+01
1.635417938232421875e-01 6.505556106567382812e+00 9.051839828491210938e+00 1.017289924621582031e+01
1.698256134986877441e-01 6.319348335266113281e+00 8.726688385009765625e+00 9.718046188354492188e+00
1.761013567447662354e-01 5.909152984619140625e+00 8.176330566406250000e+00 9.009120941162109375e+00
1.823998540639877319e-01 5.802968025207519531e+00 8.026530265808105469e+00 8.836436271667480469e+00
1.886507123708724976e-01 5.411899566650390625e+00 7.462864398956298828e+00 8.172579765319824219e+00
1.949081569910049438e-01 5.243549346923828125e+00 7.225600242614746094e+00 7.888057708740234375e+00
2.011425346136093140e-01 5.012379646301269531e+00 6.903370380401611328e+00 7.454537391662597656e+00
2.073954045772552490e-01 4.818195343017578125e+00 6.650800228118896484e+00 7.137418270111083984e+00
2.137389332056045532e-01 4.561271667480468750e+00 6.247975826263427734e+00 6.749521732330322266e+00
2.200330942869186401e-01 4.302598953247070312e+00 5.989535331726074219e+00 6.430561542510986328e+00
2.262930423021316528e-01 4.177739620208740234e+00 5.763442516326904297e+00 6.163181304931640625e+00
2.325985133647918701e-01 4.019793987274169922e+00 5.494290351867675781e+00 5.822763919830322266e+00
2.388891130685806274e-01 3.790198802947998047e+00 5.205481529235839844e+00 5.474933147430419922e+00
2.451218813657760620e-01 3.766841173171997070e+00 5.183922767639160156e+00 5.419297695159912109e+00
2.513737380504608154e-01 3.619520664215087891e+00 4.939822196960449219e+00 5.143713474273681641e+00
2.577070593833923340e-01 3.433819532394409180e+00 4.704493045806884766e+00 4.845963954925537109e+00
2.640204429626464844e-01 3.304612398147583008e+00 4.518425941467285156e+00 4.623657226562500000e+00
2.702898085117340088e-01 3.271273374557495117e+00 4.454951763153076172e+00 4.522171497344970703e+00
2.765615284442901611e-01 3.157534360885620117e+00 4.281993389129638672e+00 4.347885608673095703e+00
2.828698754310607910e-01 3.010966062545776367e+00 4.085924625396728516e+00 4.142796993255615234e+00
2.891486585140228271e-01 2.917906761169433594e+00 3.936741113662719727e+00 3.917519330978393555e+00
2.953523397445678711e-01 2.799366235733032227e+00 3.789974927902221680e+00 3.741378068923950195e+00
3.016075491905212402e-01 2.759953260421752930e+00 3.726316928863525391e+00 3.670086383819580078e+00
3.079382479190826416e-01 2.715102434158325195e+00 3.689417839050292969e+00 3.597422361373901367e+00
3.142760396003723145e-01 2.599186182022094727e+00 3.513311147689819336e+00 3.406164407730102539e+00
3.205462992191314697e-01 2.518424510955810547e+00 3.385477066040039062e+00 3.264717102050781250e+00
3.268128037452697754e-01 2.466138362884521484e+00 3.334336519241333008e+00 3.191448211669921875e+00
3.331238031387329102e-01 2.396222591400146484e+00 3.213132143020629883e+00 3.038830995559692383e+00
3.394046723842620850e-01 2.308744192123413086e+00 3.084862470626831055e+00 2.924170494079589844e+00
3.456391692161560059e-01 2.308977842330932617e+00 3.083963394165039062e+00 2.884081363677978516e+00
3.518808186054229736e-01 2.219625234603881836e+00 2.955864191055297852e+00 2.738437414169311523e+00
3.582032322883605957e-01 2.158688306808471680e+00 2.862739324569702148e+00 2.619567394256591797e+00
3.645117878913879395e-01 2.149364471435546875e+00 2.865989685058593750e+00 2.590236902236938477e+00
3.707640767097473145e-01 2.048104763031005859e+00 2.708888053894042969e+00 2.430634260177612305e+00
3.770540952682495117e-01 2.035569667816162109e+00 2.700311660766601562e+00 2.415189266204833984e+00
3.833588361740112305e-01 1.999887704849243164e+00 2.643492460250854492e+00 2.325055122375488281e+00
3.896513879299163818e-01 1.930618882179260254e+00 2.534107208251953125e+00 2.236694574356079102e+00
3.958770036697387695e-01 1.907404184341430664e+00 2.509557008743286133e+00 2.194982290267944336e+00
4.021126329898834229e-01 1.857667446136474609e+00 2.445275068283081055e+00 2.113307952880859375e+00
4.084537327289581299e-01 1.808483362197875977e+00 2.358557701110839844e+00 2.026026248931884766e+00
4.147696197032928467e-01 1.792412519454956055e+00 2.348812341690063477e+00 1.991600155830383301e+00
4.210544228553771973e-01 1.767742276191711426e+00 2.315634012222290039e+00 1.925144672393798828e+00
4.273288547992706299e-01 1.739601492881774902e+00 2.265171527862548828e+00 1.893786311149597168e+00
4.336213767528533936e-01 1.697788238525390625e+00 2.214277982711791992e+00 1.818718910217285156e+00
4.399181902408599854e-01 1.657751560211181641e+00 2.150976657867431641e+00 1.758826851844787598e+00
4.461484551429748535e-01 1.637346625328063965e+00 2.134834766387939453e+00 1.716007590293884277e+00
4.524188637733459473e-01 1.582990050315856934e+00 2.078762292861938477e+00 1.660398721694946289e+00
4.587154984474182129e-01 1.578993082046508789e+00 2.050285577774047852e+00 1.605795741081237793e+00
4.650256633758544922e-01 1.553941965103149414e+00 2.013586759567260742e+00 1.586148500442504883e+00
4.713141322135925293e-01 1.511746048927307129e+00 1.950021147727966309e+00 1.511034488677978516e+00
4.775804579257965088e-01 1.500002264976501465e+00 1.939879179000854492e+00 1.490649461746215820e+00
4.838812351226806641e-01 1.471235275268554688e+00 1.907180309295654297e+00 1.450021147727966309e+00
4.901502430438995361e-01 1.466113090515136719e+00 1.889828205108642578e+00 1.431090712547302246e+00
4.963996410369873047e-01 1.415379643440246582e+00 1.818874239921569824e+00 1.358033776283264160e+00
5.026662349700927734e-01 1.395644068717956543e+00 1.797918200492858887e+00 1.332388997077941895e+00
5.089647173881530762e-01 1.385045886039733887e+00 1.784138321876525879e+00 1.292344927787780762e+00
5.152750611305236816e-01 1.364577889442443848e+00 1.752967238426208496e+00 1.275213360786437988e+00
5.215665102005004883e-01 1.340502023696899414e+00 1.715756177902221680e+00 1.237323284149169922e+00
5.278289914131164551e-01 1.326891541481018066e+00 1.702961683273315430e+00 1.193729400634765625e+00
5.341163873672485352e-01 1.305546045303344727e+00 1.662051558494567871e+00 1.168343424797058105e+00
5.404307842254638672e-01 1.282728195190429688e+00 1.637172937393188477e+00 1.133327603340148926e+00
5.466980934143066406e-01 1.274841070175170898e+00 1.610832691192626953e+00 1.116343021392822266e+00
5.529599189758300781e-01 1.250430703163146973e+00 1.586852908134460449e+00 1.075860500335693359e+00
5.592443943023681641e-01 1.234332799911499023e+00 1.566099524497985840e+00 1.054490327835083008e+00
5.655549764633178711e-01 1.230048418045043945e+00 1.564342975616455078e+00 1.047649264335632324e+00
5.718548893928527832e-01 1.210807204246520996e+00 1.533578753471374512e+00 1.012412905693054199e+00
5.781230330467224121e-01 1.185229659080505371e+00 1.509671092033386230e+00 9.796489477157592773e-01
5.844058990478515625e-01 1.176234483718872070e+00 1.497943520545959473e+00 9.732469916343688965e-01
5.906696915626525879e-01 1.162246823310852051e+00 1.469450831413269043e+00 9.370040893554687500e-01
5.969164371490478516e-01 1.149417996406555176e+00 1.456760883331298828e+00 9.184136986732482910e-01
6.031712889671325684e-01 1.126816749572753906e+00 1.425765514373779297e+00 9.020658135414123535e-01
6.094692349433898926e-01 1.117578506469726562e+00 1.414710521697998047e+00 8.773818612098693848e-01
6.158122420310974121e-01 1.100379467010498047e+00 1.395322561264038086e+00 8.568572998046875000e-01
6.221026778221130371e-01 1.095099806785583496e+00 1.381865859031677246e+00 8.459313511848449707e-01
6.283664703369140625e-01 1.082872509956359863e+00 1.353880882263183594e+00 8.139908313751220703e-01
6.346465945243835449e-01 1.069725275039672852e+00 1.348249673843383789e+00 8.097451925277709961e-01
