# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 27
8.018244989216327667e-03 1.970521926879882812e+01 2.726576614379882812e+01 3.415633773803710938e+01
1.401655934751033783e-02 5.928604507446289062e+01 7.789859771728515625e+01 9.552349853515625000e+01
1.969251595437526703e-02 5.228124237060546875e+01 6.835210418701171875e+01 7.912177276611328125e+01
2.551339380443096161e-02 5.028064727783203125e+01 6.714397430419921875e+01 7.935979461669921875e+01
3.202908113598823547e-02 4.136281204223632812e+01 5.523396682739257812e+01 6.551868438720703125e+01
3.846523538231849670e-02 3.705309295654296875e+01 4.924869537353515625e+01 5.776580810546875000e+01
4.443310573697090149e-02 3.998843765258789062e+01 5.425759506225585938e+01 6.374534225463867188e+01
5.042308941483497620e-02 2.833329200744628906e+01 3.821977996826171875e+01 4.523928070068359375e+01
5.690929666161537170e-02 2.545858764648437500e+01 3.418646240234375000e+01 4.062878417968750000e+01
6.341847032308578491e-02 2.420977210998535156e+01 3.243433380126953125e+01 3.795380783081054688e+01
6.949992477893829346e-02 2.314860916137695312e+01 3.086421394348144531e+01 3.626191711425781250e+01
7.558133453130722046e-02 2.127516937255859375e+01 2.843901252746582031e+01 3.336259841918945312e+01
8.196274191141128540e-02 1.879506111145019531e+01 2.521499061584472656e+01 2.944528961181640625e+01
8.830232173204421997e-02 1.675729751586914062e+01 2.260146903991699219e+01 2.632886886596679688e+01
9.435217082500457764e-02 1.498852062225341797e+01 2.033648490905761719e+01 2.367408943176269531e+01
1.005600690841674805e-01 1.415964031219482422e+01 1.904708099365234375e+01 2.199244117736816406e+01
1.070138886570930481e-01 1.248601245880126953e+01 1.686283302307128906e+01 1.940530395507812500e+01
1.134273484349250793e-01 1.141179847717285156e+01 1.517355728149414062e+01 1.764694023132324219e+01
1.196089535951614380e-01 1.108400535583496094e+01 1.487656593322753906e+01 1.705601692199707031e+01
1.257804334163665771e-01 1.072495174407958984e+01 1.432831192016601562e+01 1.620453071594238281e+01
1.321490257978439331e-01 9.889179229736328125e+00 1.326132297515869141e+01 1.496964836120605469e+01
1.384563297033309937e-01 9.291758537292480469e+00 1.240740203857421875e+01 1.396031761169433594e+01
1.446497291326522827e-01 8.874232292175292969e+00 1.192828083038330078e+01 1.338427066802978516e+01
1.508535146713256836e-01 8.100486755371093750e+00 1.076608943939208984e+01 1.211330699920654297e+01
1.571729034185409546e-01 7.265900611877441406e+00 9.643144607543945312e+00 1.089747714996337891e+01
1.635417938232421875e-01 6.887407302856445312e+00 9.190758705139160156e+00 1.029630374908447266e+01
1.698256134986877441e-01 6.558013439178466797e+00 8.685345649719238281e+00 9.670047760009765625e+00
1.761013567447662354e-01 6.390488147735595703e+00 8.446743011474609375e+00 9.424104690551757812e+00
1.823998540639877319e-01 6.064870357513427734e+00 8.019877433776855469e+00 8.854866027832031250e+00
1.886507123708724976e-01 5.860377311706542969e+00 7.684046268463134766e+00 8.470978736877441406e+00
1.949081569910049438e-01 5.571861267089843750e+00 7.306339740753173828e+00 8.027511596679687500e+00
2.011425346136093140e-01 5.281524181365966797e+00 6.975533962249755859e+00 7.628368377685546875e+00
2.073954045772552490e-01 5.104287624359130859e+00 6.680238246917724609e+00 7.239121437072753906e+00
2.137389332056045532e-01 4.894182205200195312e+00 6.443178176879882812e+00 6.944622993469238281e+00
2.200330942869186401e-01 4.578866481781005859e+00 5.969349384307861328e+00 6.406908988952636719e+00
2.262930423021316528e-01 4.502840995788574219e+00 5.849976539611816406e+00 6.245122432708740234e+00
2.325985133647918701e-01 4.186289310455322266e+00 5.471538543701171875e+00 5.829363346099853516e+00
2.388891130685806274e-01 4.077645301818847656e+00 5.313484668731689453e+00 5.627568244934082031e+00
2.451218813657760620e-01 3.910186290740966797e+00 5.061598300933837891e+00 5.294467926025390625e+00
2.513737380504608154e-01 3.781909465789794922e+00 4.893544197082519531e+00 5.113583087921142578e+00
2.577070593833923340e-01 3.726775407791137695e+00 4.821249485015869141e+00 4.982182025909423828e+00
2.640204429626464844e-01 3.574870109558105469e+00 4.639074802398681641e+00 4.778901100158691406e+00
2.702898085117340088e-01 3.483006238937377930e+00 4.504816532135009766e+00 4.598806858062744141e+00
2.765615284442901611e-01 3.332062959671020508e+00 4.284348487854003906e+00 4.348198890686035156e+00
2.828698754310607910e-01 3.220893383026123047e+00 4.114946365356445312e+00 4.159002304077148438e+00
2.891486585140228271e-01 3.146058797836303711e+00 4.031060695648193359e+00 4.051750183105468750e+00
2.953523397445678711e-01 3.047393321990966797e+00 3.899964570999145508e+00 3.891236782073974609e+00
3.016075491905212402e-01 2.969239950180053711e+00 3.816051483154296875e+00 3.774850368499755859e+00
3.079382479190826416e-01 2.882516622543334961e+00 3.686604499816894531e+00 3.634188890457153320e+00
3.142760396003723145e-01 2.804889202117919922e+00 3.549787044525146484e+00 3.473503828048706055e+00
3.205462992191314697e-01 2.729549884796142578e+00 3.472707271575927734e+00 3.346409082412719727e+00
3.268128037452697754e-01 2.651104927062988281e+00 3.326598167419433594e+00 3.161082983016967773e+00
3.331238031387329102e-01 2.577574491500854492e+00 3.248243570327758789e+00 3.094195842742919922e+00
3.394046723842620850e-01 2.497494220733642578e+00 3.143094062805175781e+00 2.957059621810913086e+00
3.456391692161560059e-01 2.453266859054565430e+00 3.095577716827392578e+00 2.898420810699462891e+00
3.518808186054229736e-01 2.395027875900268555e+00 3.020583391189575195e+00 2.811961412429809570e+00
3.582032322883605957e-01 2.330685615539550781e+00 2.913043737411499023e+00 2.663257598876953125e+00
3.645117878913879395e-01 2.293444395065307617e+00 2.865463018417358398e+00 2.619559049606323242e+00
3.707640767097473145e-01 2.240617752075195312e+00 2.805678606033325195e+00 2.540977001190185547e+00
3.770540952682495117e-01 2.181870222091674805e+00 2.708822965621948242e+00 2.453594207763671875e+00
3.833588361740112305e-01 2.136925935745239258e+00 2.673756837844848633e+00 2.365039348602294922e+00
3.896513879299163818e-01 2.095248937606811523e+00 2.603893756866455078e+00 2.291528701782226562e+00
3.958770036697387695e-01 2.027920484542846680e+00 2.519019365310668945e+00 2.179517030715942383e+00
4.021126329898834229e-01 2.009060621261596680e+00 2.489553689956665039e+00 2.156246900558471680e+00
4.084537327289581299e-01 1.968664884567260742e+00 2.417562246322631836e+00 2.073519706726074219e+00
4.147696197032928467e-01 1.924088597297668457e+00 2.371414899826049805e+00 1.988693594932556152e+00
4.210544228553771973e-01 1.906314969062805176e+00 2.346792459487915039e+00 1.977100372314453125e+00
4.273288547992706299e-01 1.844228625297546387e+00 2.264357805252075195e+00 1.872977495193481445e+00
4.336213767528533936e-01 1.817590713500976562e+00 2.226059436798095703e+00 1.851296424865722656e+00
4.399181902408599854e-01 1.792626619338989258e+00 2.192333221435546875e+00 1.790313601493835449e+00
4.461484551429748535e-01 1.759910106658935547e+00 2.157870531082153320e+00 1.746889591217041016e+00
4.524188637733459473e-01 1.727489590644836426e+00 2.111492872238159180e+00 1.693468213081359863e+00
4.587154984474182129e-01 1.700538039207458496e+00 2.066462278366088867e+00 1.645973443984985352e+00
4.650256633758544922e-01 1.672604560852050781e+00 2.040092229843139648e+00 1.590910434722900391e+00
4.713141322135925293e-01 1.639954209327697754e+00 1.988593578338623047e+00 1.545870065689086914e+00
4.775804579257965088e-01 1.622144222259521484e+00 1.960831403732299805e+00 1.496462106704711914e+00
4.838812351226806641e-01 1.596175551414489746e+00 1.926015973091125488e+00 1.471368789672851562e+00
4.901502430438995361e-01 1.580791234970092773e+00 1.911967158317565918e+00 1.423551559448242188e+00
4.963996410369873047e-01 1.543708682060241699e+00 1.870664596557617188e+00 1.388554215431213379e+00
5.026662349700927734e-01 1.522960782051086426e+00 1.828933119773864746e+00 1.349969029426574707e+00
5.089647173881530762e-01 1.503925204277038574e+00 1.810584664344787598e+00 1.311868309974670410e+00
5.152750611305236816e-01 1.481981396675109863e+00 1.777807474136352539e+00 1.280652284622192383e+00
5.215665102005004883e-01 1.446435689926147461e+00 1.735680222511291504e+00 1.246306777000427246e+00
5.278289914131164551e-01 1.447859525680541992e+00 1.742456078529357910e+00 1.238839149475097656e+00
5.341163873672485352e-01 1.424836158752441406e+00 1.709165692329406738e+00 1.183889150619506836e+00
5.404307842254638672e-01 1.390174865722656250e+00 1.660840511322021484e+00 1.150360345840454102e+00
5.466980934143066406e-01 1.373115062713623047e+00 1.639580011367797852e+00 1.118153810501098633e+00
