# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 9
8.018244989216327667e-03 7.354230499267578125e+01 1.009985809326171875e+02 1.222539672851562500e+02
1.401655934751033783e-02 5.009489822387695312e+01 6.645620727539062500e+01 7.788060760498046875e+01
1.969251595437526703e-02 4.790440368652343750e+01 6.579950714111328125e+01 7.410164642333984375e+01
2.551339380443096161e-02 5.568025588989257812e+01 7.449062347412109375e+01 8.930895996093750000e+01
3.202908113598823547e-02 4.603487014770507812e+01 6.053689956665039062e+01 7.025431060791015625e+01
3.846523538231849670e-02 3.752869415283203125e+01 4.980453491210937500e+01 5.946002197265625000e+01
4.443310573697090149e-02 3.448381423950195312e+01 4.602338790893554688e+01 5.421626663208007812e+01
5.042308941483497620e-02 3.201683807373046875e+01 4.324635696411132812e+01 5.011623764038085938e+01
5.690929666161537170e-02 2.778651809692382812e+01 3.747310256958007812e+01 4.412791824340820312e+01
6.341847032308578491e-02 2.292563056945800781e+01 3.047925186157226562e+01 3.609319305419921875e+01
6.949992477893829346e-02 2.467838478088378906e+01 3.263666915893554688e+01 3.821889877319335938e+01
7.558133453130722046e-02 2.241740989685058594e+01 2.981424713134765625e+01 3.449559402465820312e+01
8.196274191141128540e-02 1.995412635803222656e+01 2.695882606506347656e+01 3.123791503906250000e+01
8.830232173204421997e-02 1.730361938476562500e+01 2.329300880432128906e+01 2.722834205627441406e+01
9.435217082500457764e-02 1.526176166534423828e+01 2.053477859497070312e+01 2.388901519775390625e+01
1.005600690841674805e-01 1.344184589385986328e+01 1.797024917602539062e+01 2.064796066284179688e+01
1.070138886570930481e-01 1.253591918945312500e+01 1.658550071716308594e+01 1.916464614868164062e+01
1.134273484349250793e-01 1.162884521484375000e+01 1.566752433776855469e+01 1.798546028137207031e+01
1.196089535951614380e-01 1.054395961761474609e+01 1.407849121093750000e+01 1.603302383422851562e+01
1.257804334163665771e-01 1.032322883605957031e+01 1.371112346649169922e+01 1.559263420104980469e+01
1.321490257978439331e-01 1.009331130981445312e+01 1.336257362365722656e+01 1.504098129272460938e+01
1.384563297033309937e-01 9.283841133117675781e+00 1.245267868041992188e+01 1.407939434051513672e+01
1.446497291326522827e-01 8.914870262145996094e+00 1.182872676849365234e+01 1.324859619140625000e+01
1.508535146713256836e-01 8.304925918579101562e+00 1.099507713317871094e+01 1.234553527832031250e+01
1.571729034185409546e-01 7.517482280731201172e+00 9.898590087890625000e+00 1.109846687316894531e+01
1.635417938232421875e-01 7.090270042419433594e+00 9.385517120361328125e+00 1.054401874542236328e+01
1.698256134986877441e-01 6.716392517089843750e+00 8.824688911437988281e+00 9.849195480346679688e+00
1.761013567447662354e-01 6.411161899566650391e+00 8.387048721313476562e+00 9.279150009155273438e+00
1.823998540639877319e-01 5.985084533691406250e+00 7.907547950744628906e+00 8.687630653381347656e+00
1.886507123708724976e-01 5.906862735748291016e+00 7.768934249877929688e+00 8.429474830627441406e+00
1.949081569910049438e-01 5.721243858337402344e+00 7.499818325042724609e+00 8.151258468627929688e+00
2.011425346136093140e-01 5.295880317687988281e+00 6.956201076507568359e+00 7.536112308502197266e+00
2.073954045772552490e-01 5.169503688812255859e+00 6.754759311676025391e+00 7.298779964447021484e+00
2.137389332056045532e-01 4.970398426055908203e+00 6.533822536468505859e+00 7.007132053375244141e+00
2.200330942869186401e-01 4.718297004699707031e+00 6.141619205474853516e+00 6.583499908447265625e+00
2.262930423021316528e-01 4.517337322235107422e+00 5.826565265655517578e+00 6.183137893676757812e+00
2.325985133647918701e-01 4.340778827667236328e+00 5.664117813110351562e+00 5.989993572235107422e+00
2.388891130685806274e-01 4.163272380828857422e+00 5.396953582763671875e+00 5.696436882019042969e+00
2.451218813657760620e-01 3.972784996032714844e+00 5.130338191986083984e+00 5.359208106994628906e+00
2.513737380504608154e-01 3.858998060226440430e+00 4.992239475250244141e+00 5.189317703247070312e+00
2.577070593833923340e-01 3.726782798767089844e+00 4.811402320861816406e+00 4.989320278167724609e+00
2.640204429626464844e-01 3.511177301406860352e+00 4.490084648132324219e+00 4.581934452056884766e+00
2.702898085117340088e-01 3.455333709716796875e+00 4.430670738220214844e+00 4.470531940460205078e+00
2.765615284442901611e-01 3.367540359497070312e+00 4.327229499816894531e+00 4.322033405303955078e+00
2.828698754310607910e-01 3.236815452575683594e+00 4.142569065093994141e+00 4.167818069458007812e+00
2.891486585140228271e-01 3.138072252273559570e+00 4.006502151489257812e+00 3.961095809936523438e+00
2.953523397445678711e-01 3.052508831024169922e+00 3.900384187698364258e+00 3.862142801284790039e+00
3.016075491905212402e-01 3.030107736587524414e+00 3.851386785507202148e+00 3.760675668716430664e+00
3.079382479190826416e-01 2.882844924926757812e+00 3.682798385620117188e+00 3.551538944244384766e+00
3.142760396003723145e-01 2.828785419464111328e+00 3.590854644775390625e+00 3.459210872650146484e+00
3.205462992191314697e-01 2.758543968200683594e+00 3.516927719116210938e+00 3.333953142166137695e+00
3.268128037452697754e-01 2.680572986602783203e+00 3.385118484497070312e+00 3.205115556716918945e+00
3.331238031387329102e-01 2.604206562042236328e+00 3.270548582077026367e+00 3.062160253524780273e+00
3.394046723842620850e-01 2.547844886779785156e+00 3.186612367630004883e+00 2.971275806427001953e+00
3.456391692161560059e-01 2.482254981994628906e+00 3.102496385574340820e+00 2.862208127975463867e+00
3.518808186054229736e-01 2.416045427322387695e+00 3.015638113021850586e+00 2.758603334426879883e+00
3.582032322883605957e-01 2.368126630783081055e+00 2.937224864959716797e+00 2.656177759170532227e+00
3.645117878913879395e-01 2.289083957672119141e+00 2.857586860656738281e+00 2.566555261611938477e+00
3.707640767097473145e-01 2.232866287231445312e+00 2.789705991744995117e+00 2.461873531341552734e+00
3.770540952682495117e-01 2.214755058288574219e+00 2.749922752380371094e+00 2.437205314636230469e+00
3.833588361740112305e-01 2.141365051269531250e+00 2.658904314041137695e+00 2.334239006042480469e+00
3.896513879299163818e-01 2.113764047622680664e+00 2.604332208633422852e+00 2.265746355056762695e+00
3.958770036697387695e-01 2.084238767623901367e+00 2.575655221939086914e+00 2.195706605911254883e+00
4.021126329898834229e-01 2.025328397750854492e+00 2.505064010620117188e+00 2.110488176345825195e+00
4.084537327289581299e-01 1.980549812316894531e+00 2.432832956314086914e+00 2.038364410400390625e+00
4.147696197032928467e-01 1.959709048271179199e+00 2.392179012298583984e+00 1.990694999694824219e+00
4.210544228553771973e-01 1.922157526016235352e+00 2.353226184844970703e+00 1.941138982772827148e+00
4.273288547992706299e-01 1.883755922317504883e+00 2.302349090576171875e+00 1.861745834350585938e+00
