# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 7
8.018244989216327667e-03 2.137827301025390625e+01 2.769918441772460938e+01 3.499778747558593750e+01
1.401655934751033783e-02 7.456008911132812500e+01 1.013242340087890625e+02 1.204889526367187500e+02
1.969251595437526703e-02 6.523421478271484375e+01 8.779298400878906250e+01 1.035954513549804688e+02
2.551339380443096161e-02 4.992555618286132812e+01 6.925321960449218750e+01 8.126707458496093750e+01
3.202908113598823547e-02 4.339076232910156250e+01 5.934184265136718750e+01 6.937770080566406250e+01
3.846523538231849670e-02 3.547811889648437500e+01 5.014014816284179688e+01 5.876688766479492188e+01
4.443310573697090149e-02 3.196246337890625000e+01 4.431757736206054688e+01 5.247994613647460938e+01
5.042308941483497620e-02 2.961286544799804688e+01 4.168242645263671875e+01 4.803742599487304688e+01
5.690929666161537170e-02 2.553383064270019531e+01 3.598464584350585938e+01 4.166617965698242188e+01
6.341847032308578491e-02 2.355518722534179688e+01 3.310933303833007812e+01 3.839891815185546875e+01
6.949992477893829346e-02 2.193214225769042969e+01 3.044816970825195312e+01 3.551435089111328125e+01
7.558133453130722046e-02 1.958610725402832031e+01 2.721595382690429688e+01 3.174900627136230469e+01
8.196274191141128540e-02 1.731723022460937500e+01 2.459556961059570312e+01 2.836551666259765625e+01
8.830232173204421997e-02 1.616634178161621094e+01 2.281256484985351562e+01 2.641077613830566406e+01
9.435217082500457764e-02 1.422968101501464844e+01 2.011957550048828125e+01 2.320183563232421875e+01
1.005600690841674805e-01 1.261575126647949219e+01 1.764698982238769531e+01 2.024958992004394531e+01
1.070138886570930481e-01 1.188752269744873047e+01 1.663962554931640625e+01 1.906164360046386719e+01
1.134273484349250793e-01 1.097734832763671875e+01 1.544255924224853516e+01 1.754442787170410156e+01
1.196089535951614380e-01 1.043909263610839844e+01 1.484158039093017578e+01 1.680752372741699219e+01
1.257804334163665771e-01 9.735543251037597656e+00 1.369648456573486328e+01 1.554392242431640625e+01
1.321490257978439331e-01 9.716113090515136719e+00 1.353735446929931641e+01 1.526024913787841797e+01
1.384563297033309937e-01 8.802845954895019531e+00 1.220184898376464844e+01 1.376014137268066406e+01
1.446497291326522827e-01 8.397528648376464844e+00 1.186119174957275391e+01 1.320280265808105469e+01
1.508535146713256836e-01 7.551542282104492188e+00 1.059517288208007812e+01 1.190271568298339844e+01
1.571729034185409546e-01 7.188245296478271484e+00 1.002230644226074219e+01 1.129736328125000000e+01
1.635417938232421875e-01 6.576840400695800781e+00 9.158285140991210938e+00 1.022804355621337891e+01
1.698256134986877441e-01 6.249066829681396484e+00 8.640183448791503906e+00 9.582012176513671875e+00
