# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 11
8.018244989216327667e-03 3.155687522888183594e+01 6.077501678466796875e+01 7.094922637939453125e+01
1.401655934751033783e-02 3.391155624389648438e+01 6.656855010986328125e+01 7.747027587890625000e+01
1.969251595437526703e-02 2.774780273437500000e+01 5.356472015380859375e+01 6.160177230834960938e+01
2.551339380443096161e-02 3.211117935180664062e+01 6.066036987304687500e+01 6.974507904052734375e+01
3.202908113598823547e-02 2.812629318237304688e+01 5.330091857910156250e+01 6.127645492553710938e+01
3.846523538231849670e-02 2.544415473937988281e+01 4.767595672607421875e+01 5.536668777465820312e+01
4.443310573697090149e-02 1.913791465759277344e+01 3.677103805541992188e+01 4.155565261840820312e+01
5.042308941483497620e-02 1.810855484008789062e+01 3.458263015747070312e+01 3.966534423828125000e+01
5.690929666161537170e-02 1.562595081329345703e+01 2.985655593872070312e+01 3.406107711791992188e+01
6.341847032308578491e-02 1.547530651092529297e+01 2.951509857177734375e+01 3.364627838134765625e+01
6.949992477893829346e-02 1.379411411285400391e+01 2.659271812438964844e+01 3.041645050048828125e+01
7.558133453130722046e-02 1.262914180755615234e+01 2.408221626281738281e+01 2.748554420471191406e+01
8.196274191141128540e-02 1.132649612426757812e+01 2.172941780090332031e+01 2.466324424743652344e+01
8.830232173204421997e-02 9.916307449340820312e+00 1.905292701721191406e+01 2.165010070800781250e+01
9.435217082500457764e-02 8.950298309326171875e+00 1.720944786071777344e+01 1.952916526794433594e+01
1.005600690841674805e-01 8.419089317321777344e+00 1.631740760803222656e+01 1.837375259399414062e+01
1.070138886570930481e-01 7.466595649719238281e+00 1.442595481872558594e+01 1.630842399597167969e+01
1.134273484349250793e-01 6.528345108032226562e+00 1.275717258453369141e+01 1.434912586212158203e+01
1.196089535951614380e-01 6.352594852447509766e+00 1.239584064483642578e+01 1.391362380981445312e+01
1.257804334163665771e-01 6.354702949523925781e+00 1.235717105865478516e+01 1.380237197875976562e+01
1.321490257978439331e-01 5.964354038238525391e+00 1.160337257385253906e+01 1.283538246154785156e+01
1.384563297033309937e-01 5.469238758087158203e+00 1.072974300384521484e+01 1.188446521759033203e+01
1.446497291326522827e-01 5.046057224273681641e+00 9.869821548461914062e+00 1.098732852935791016e+01
1.508535146713256836e-01 4.580025672912597656e+00 8.925322532653808594e+00 9.851922988891601562e+00
1.571729034185409546e-01 4.301250934600830078e+00 8.488501548767089844e+00 9.396329879760742188e+00
1.635417938232421875e-01 3.972985744476318359e+00 7.797393321990966797e+00 8.603225708007812500e+00
1.698256134986877441e-01 3.821919441223144531e+00 7.597445011138916016e+00 8.306467056274414062e+00
1.761013567447662354e-01 3.586076974868774414e+00 7.071579933166503906e+00 7.720202922821044922e+00
1.823998540639877319e-01 3.479666709899902344e+00 6.867724895477294922e+00 7.471106529235839844e+00
1.886507123708724976e-01 3.215277433395385742e+00 6.354750633239746094e+00 6.862689971923828125e+00
1.949081569910049438e-01 3.153347253799438477e+00 6.225040912628173828e+00 6.700875759124755859e+00
2.011425346136093140e-01 3.112659931182861328e+00 6.163694381713867188e+00 6.589108467102050781e+00
2.073954045772552490e-01 2.916704893112182617e+00 5.795168399810791016e+00 6.206532955169677734e+00
2.137389332056045532e-01 2.724171400070190430e+00 5.445999145507812500e+00 5.798911571502685547e+00
2.200330942869186401e-01 2.553764581680297852e+00 5.093634605407714844e+00 5.386818408966064453e+00
2.262930423021316528e-01 2.505745172500610352e+00 5.025732040405273438e+00 5.331449508666992188e+00
2.325985133647918701e-01 2.362793445587158203e+00 4.756816864013671875e+00 4.989858150482177734e+00
2.388891130685806274e-01 2.302595615386962891e+00 4.616626262664794922e+00 4.847837448120117188e+00
2.451218813657760620e-01 2.180271148681640625e+00 4.391634941101074219e+00 4.580528259277343750e+00
2.513737380504608154e-01 2.145942211151123047e+00 4.321725845336914062e+00 4.491742134094238281e+00
