# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 18
8.018244989216327667e-03 2.813504028320312500e+01 5.311101913452148438e+01 5.904899597167968750e+01
1.401655934751033783e-02 4.824636840820312500e+01 9.365869903564453125e+01 1.048565750122070312e+02
1.969251595437526703e-02 3.307575225830078125e+01 6.311138534545898438e+01 7.229643249511718750e+01
2.551339380443096161e-02 2.966115760803222656e+01 5.609180450439453125e+01 6.557298278808593750e+01
3.202908113598823547e-02 2.658043289184570312e+01 5.054087448120117188e+01 5.754514694213867188e+01
3.846523538231849670e-02 2.371543121337890625e+01 4.550031661987304688e+01 5.253299713134765625e+01
4.443310573697090149e-02 2.028492355346679688e+01 3.892218780517578125e+01 4.427927017211914062e+01
5.042308941483497620e-02 1.726727676391601562e+01 3.313367080688476562e+01 3.826163864135742188e+01
5.690929666161537170e-02 1.452998352050781250e+01 2.780111312866210938e+01 3.215725326538085938e+01
6.341847032308578491e-02 1.606718063354492188e+01 3.081175422668457031e+01 3.517861938476562500e+01
6.949992477893829346e-02 1.440912055969238281e+01 2.777580261230468750e+01 3.169236755371093750e+01
7.558133453130722046e-02 1.255994129180908203e+01 2.406955337524414062e+01 2.756845664978027344e+01
8.196274191141128540e-02 1.152789306640625000e+01 2.249571609497070312e+01 2.536967658996582031e+01
8.830232173204421997e-02 1.018950271606445312e+01 1.961184501647949219e+01 2.237505531311035156e+01
9.435217082500457764e-02 9.237081527709960938e+00 1.786868286132812500e+01 2.009874153137207031e+01
1.005600690841674805e-01 8.124294281005859375e+00 1.573284721374511719e+01 1.782585906982421875e+01
1.070138886570930481e-01 7.211070060729980469e+00 1.395005130767822266e+01 1.577631950378417969e+01
1.134273484349250793e-01 6.426123142242431641e+00 1.257824802398681641e+01 1.409909629821777344e+01
1.196089535951614380e-01 6.497001171112060547e+00 1.265946769714355469e+01 1.430009460449218750e+01
1.257804334163665771e-01 6.173087596893310547e+00 1.210367488861083984e+01 1.355507469177246094e+01
1.321490257978439331e-01 5.796799182891845703e+00 1.130193424224853516e+01 1.262888431549072266e+01
1.384563297033309937e-01 5.480576515197753906e+00 1.073785114288330078e+01 1.195099353790283203e+01
1.446497291326522827e-01 5.130827426910400391e+00 1.002531242370605469e+01 1.106423568725585938e+01
1.508535146713256836e-01 4.548279762268066406e+00 8.995552062988281250e+00 1.000849819183349609e+01
1.571729034185409546e-01 4.221230506896972656e+00 8.283015251159667969e+00 9.112827301025390625e+00
1.635417938232421875e-01 4.058734416961669922e+00 7.936442375183105469e+00 8.733697891235351562e+00
1.698256134986877441e-01 3.730150699615478516e+00 7.342730522155761719e+00 8.038675308227539062e+00
1.761013567447662354e-01 3.593752145767211914e+00 7.117293834686279297e+00 7.775588035583496094e+00
1.823998540639877319e-01 3.345820665359497070e+00 6.624948501586914062e+00 7.219921112060546875e+00
1.886507123708724976e-01 3.211687088012695312e+00 6.324248790740966797e+00 6.865498542785644531e+00
1.949081569910049438e-01 3.229829788208007812e+00 6.402273178100585938e+00 6.869315624237060547e+00
2.011425346136093140e-01 2.997721910476684570e+00 5.949490547180175781e+00 6.417913913726806641e+00
2.073954045772552490e-01 2.858278751373291016e+00 5.700546741485595703e+00 6.095316886901855469e+00
2.137389332056045532e-01 2.747491359710693359e+00 5.480337619781494141e+00 5.865149021148681641e+00
2.200330942869186401e-01 2.569462060928344727e+00 5.133137702941894531e+00 5.447921752929687500e+00
2.262930423021316528e-01 2.417104959487915039e+00 4.856269359588623047e+00 5.148672103881835938e+00
2.325985133647918701e-01 2.357377052307128906e+00 4.737358093261718750e+00 4.964389801025390625e+00
2.388891130685806274e-01 2.253321886062622070e+00 4.534997940063476562e+00 4.743115425109863281e+00
2.451218813657760620e-01 2.189407110214233398e+00 4.410507678985595703e+00 4.578588485717773438e+00
2.513737380504608154e-01 2.136571645736694336e+00 4.300032138824462891e+00 4.460293292999267578e+00
2.577070593833923340e-01 2.052610158920288086e+00 4.136116504669189453e+00 4.274922370910644531e+00
2.640204429626464844e-01 1.950129985809326172e+00 3.930190563201904297e+00 4.026321411132812500e+00
2.702898085117340088e-01 1.871100783348083496e+00 3.793154954910278320e+00 3.867940187454223633e+00
2.765615284442901611e-01 1.828606009483337402e+00 3.706930637359619141e+00 3.777050733566284180e+00
2.828698754310607910e-01 1.758855700492858887e+00 3.576059818267822266e+00 3.609972715377807617e+00
2.891486585140228271e-01 1.675481557846069336e+00 3.414069652557373047e+00 3.439889907836914062e+00
2.953523397445678711e-01 1.632768630981445312e+00 3.320845603942871094e+00 3.338834285736083984e+00
3.016075491905212402e-01 1.562249064445495605e+00 3.201986312866210938e+00 3.162844657897949219e+00
3.079382479190826416e-01 1.541390061378479004e+00 3.155871391296386719e+00 3.128748655319213867e+00
3.142760396003723145e-01 1.489075660705566406e+00 3.028581857681274414e+00 2.980017662048339844e+00
3.205462992191314697e-01 1.435225129127502441e+00 2.953656911849975586e+00 2.881893157958984375e+00
3.268128037452697754e-01 1.400306463241577148e+00 2.895110607147216797e+00 2.801678419113159180e+00
3.331238031387329102e-01 1.360056042671203613e+00 2.791156291961669922e+00 2.680501222610473633e+00
3.394046723842620850e-01 1.319472312927246094e+00 2.718571901321411133e+00 2.596220016479492188e+00
3.456391692161560059e-01 1.278291344642639160e+00 2.620153188705444336e+00 2.486160993576049805e+00
3.518808186054229736e-01 1.250834465026855469e+00 2.569175481796264648e+00 2.424592494964599609e+00
3.582032322883605957e-01 1.208374023437500000e+00 2.486190557479858398e+00 2.323518037796020508e+00
3.645117878913879395e-01 1.196897745132446289e+00 2.480690479278564453e+00 2.311229467391967773e+00
3.707640767097473145e-01 1.145585417747497559e+00 2.364185094833374023e+00 2.180756330490112305e+00
3.770540952682495117e-01 1.126126289367675781e+00 2.330270290374755859e+00 2.140520334243774414e+00
