# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 9
8.018244989216327667e-03 4.294367980957031250e+01 8.462693786621093750e+01 9.912336730957031250e+01
1.401655934751033783e-02 2.933043289184570312e+01 5.482851791381835938e+01 6.261372756958007812e+01
1.969251595437526703e-02 2.803571319580078125e+01 5.352339935302734375e+01 5.922124862670898438e+01
2.551339380443096161e-02 3.265239334106445312e+01 6.257939147949218750e+01 7.274466705322265625e+01
3.202908113598823547e-02 2.711499023437500000e+01 5.176344299316406250e+01 5.846956634521484375e+01
3.846523538231849670e-02 2.206714439392089844e+01 4.196281814575195312e+01 4.863473129272460938e+01
4.443310573697090149e-02 2.021893882751464844e+01 3.882751464843750000e+01 4.451121520996093750e+01
5.042308941483497620e-02 1.879230690002441406e+01 3.615467071533203125e+01 4.090279388427734375e+01
5.690929666161537170e-02 1.629320907592773438e+01 3.126543235778808594e+01 3.589706039428710938e+01
6.341847032308578491e-02 1.345289039611816406e+01 2.580391311645507812e+01 2.973019409179687500e+01
6.949992477893829346e-02 1.452179241180419922e+01 2.791406822204589844e+01 3.185634613037109375e+01
7.558133453130722046e-02 1.322361087799072266e+01 2.539451026916503906e+01 2.875498008728027344e+01
8.196274191141128540e-02 1.176734924316406250e+01 2.259779167175292969e+01 2.566326141357421875e+01
8.830232173204421997e-02 1.010584545135498047e+01 1.962611770629882812e+01 2.240101432800292969e+01
9.435217082500457764e-02 8.938015937805175781e+00 1.737426757812500000e+01 1.971420097351074219e+01
1.005600690841674805e-01 7.877939224243164062e+00 1.522555541992187500e+01 1.713563346862792969e+01
1.070138886570930481e-01 7.244350910186767578e+00 1.404232025146484375e+01 1.587573623657226562e+01
1.134273484349250793e-01 6.773427963256835938e+00 1.319785881042480469e+01 1.484729766845703125e+01
1.196089535951614380e-01 6.181673526763916016e+00 1.215407848358154297e+01 1.358267784118652344e+01
1.257804334163665771e-01 6.016518592834472656e+00 1.173022651672363281e+01 1.308147525787353516e+01
1.321490257978439331e-01 5.894841194152832031e+00 1.147634029388427734e+01 1.265143585205078125e+01
1.384563297033309937e-01 5.397474288940429688e+00 1.060332012176513672e+01 1.176720237731933594e+01
1.446497291326522827e-01 5.204602241516113281e+00 1.013269233703613281e+01 1.116890621185302734e+01
1.508535146713256836e-01 4.779263973236083984e+00 9.325848579406738281e+00 1.030186939239501953e+01
1.571729034185409546e-01 4.306712627410888672e+00 8.428194046020507812e+00 9.308763504028320312e+00
1.635417938232421875e-01 4.016226768493652344e+00 7.971145629882812500e+00 8.785014152526855469e+00
1.698256134986877441e-01 3.813372850418090820e+00 7.536592483520507812e+00 8.296429634094238281e+00
1.761013567447662354e-01 3.615010023117065430e+00 7.123933315277099609e+00 7.773140430450439453e+00
1.823998540639877319e-01 3.393921613693237305e+00 6.719479084014892578e+00 7.310278415679931641e+00
1.886507123708724976e-01 3.362944364547729492e+00 6.671482086181640625e+00 7.176986217498779297e+00
1.949081569910049438e-01 3.230175256729125977e+00 6.432116031646728516e+00 6.907104015350341797e+00
2.011425346136093140e-01 2.985938787460327148e+00 5.913284778594970703e+00 6.334473133087158203e+00
2.073954045772552490e-01 2.901818752288818359e+00 5.755965709686279297e+00 6.187726497650146484e+00
2.137389332056045532e-01 2.772612333297729492e+00 5.535846710205078125e+00 5.898164749145507812e+00
2.200330942869186401e-01 2.625773668289184570e+00 5.228915691375732422e+00 5.570390224456787109e+00
2.262930423021316528e-01 2.519162893295288086e+00 4.994609355926513672e+00 5.263797760009765625e+00
