# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 10
8.018244989216327667e-03 2.975042343139648438e+01 5.964414978027343750e+01 7.134008789062500000e+01
1.401655934751033783e-02 3.374468994140625000e+01 6.688365936279296875e+01 7.775021362304687500e+01
1.969251595437526703e-02 3.499771499633789062e+01 7.031767272949218750e+01 8.181391143798828125e+01
2.551339380443096161e-02 3.079408836364746094e+01 6.134337234497070312e+01 7.029495239257812500e+01
3.202908113598823547e-02 2.849756622314453125e+01 5.661327362060546875e+01 6.496418762207031250e+01
3.846523538231849670e-02 2.081862068176269531e+01 4.144640731811523438e+01 4.740665435791015625e+01
4.443310573697090149e-02 1.768759727478027344e+01 3.564735412597656250e+01 4.045991516113281250e+01
5.042308941483497620e-02 1.624132347106933594e+01 3.239167404174804688e+01 3.689256668090820312e+01
5.690929666161537170e-02 1.629663658142089844e+01 3.259255599975585938e+01 3.714883041381835938e+01
6.341847032308578491e-02 1.506915187835693359e+01 3.043930816650390625e+01 3.436006927490234375e+01
6.949992477893829346e-02 1.299343109130859375e+01 2.623425102233886719e+01 2.951379776000976562e+01
7.558133453130722046e-02 1.195977783203125000e+01 2.400500106811523438e+01 2.700958061218261719e+01
8.196274191141128540e-02 1.103259849548339844e+01 2.242287254333496094e+01 2.523292541503906250e+01
8.830232173204421997e-02 9.805211067199707031e+00 1.983521461486816406e+01 2.238979530334472656e+01
9.435217082500457764e-02 8.701481819152832031e+00 1.763156700134277344e+01 1.987156486511230469e+01
1.005600690841674805e-01 7.337308406829833984e+00 1.488453292846679688e+01 1.680332946777343750e+01
1.070138886570930481e-01 7.069472789764404297e+00 1.441352081298828125e+01 1.619380950927734375e+01
1.134273484349250793e-01 6.278962612152099609e+00 1.287210655212402344e+01 1.446713256835937500e+01
1.196089535951614380e-01 5.929490089416503906e+00 1.216299057006835938e+01 1.358031749725341797e+01
1.257804334163665771e-01 5.892962932586669922e+00 1.214091300964355469e+01 1.352556419372558594e+01
1.321490257978439331e-01 5.603538513183593750e+00 1.145838546752929688e+01 1.268830585479736328e+01
1.384563297033309937e-01 5.243381977081298828e+00 1.091903591156005859e+01 1.202484321594238281e+01
1.446497291326522827e-01 4.768276214599609375e+00 9.797723770141601562e+00 1.084670543670654297e+01
1.508535146713256836e-01 4.291753292083740234e+00 8.836523056030273438e+00 9.716542243957519531e+00
1.571729034185409546e-01 3.993210554122924805e+00 8.284041404724121094e+00 9.107410430908203125e+00
1.635417938232421875e-01 3.687563657760620117e+00 7.616566658020019531e+00 8.336452484130859375e+00
1.698256134986877441e-01 3.569339990615844727e+00 7.348802089691162109e+00 8.030267715454101562e+00
1.761013567447662354e-01 3.434313297271728516e+00 7.193446159362792969e+00 7.808813571929931641e+00
1.823998540639877319e-01 3.206383943557739258e+00 6.689030170440673828e+00 7.239752769470214844e+00
1.886507123708724976e-01 3.062902450561523438e+00 6.430143356323242188e+00 6.939898490905761719e+00
