# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 33
8.018244989216327667e-03 1.534247398376464844e+01 3.021150588989257812e+01 3.595549011230468750e+01
1.401655934751033783e-02 3.417105484008789062e+01 6.594112396240234375e+01 7.654337310791015625e+01
1.969251595437526703e-02 3.427490997314453125e+01 6.456689453125000000e+01 7.290583038330078125e+01
2.551339380443096161e-02 2.599445915222167969e+01 5.002529525756835938e+01 5.650888442993164062e+01
3.202908113598823547e-02 2.851961135864257812e+01 5.431491470336914062e+01 6.302019500732421875e+01
3.846523538231849670e-02 2.248939895629882812e+01 4.308302307128906250e+01 4.942111968994140625e+01
4.443310573697090149e-02 2.094584274291992188e+01 4.039696884155273438e+01 4.646255874633789062e+01
5.042308941483497620e-02 1.797873306274414062e+01 3.396004486083984375e+01 3.906013107299804688e+01
5.690929666161537170e-02 1.630476951599121094e+01 3.142213821411132812e+01 3.593992614746093750e+01
6.341847032308578491e-02 1.541941070556640625e+01 2.951477241516113281e+01 3.366216659545898438e+01
6.949992477893829346e-02 1.450990104675292969e+01 2.772509193420410156e+01 3.174132728576660156e+01
7.558133453130722046e-02 1.239388561248779297e+01 2.375333023071289062e+01 2.687425804138183594e+01
8.196274191141128540e-02 1.168895339965820312e+01 2.233674049377441406e+01 2.556866073608398438e+01
8.830232173204421997e-02 1.006893157958984375e+01 1.931679153442382812e+01 2.190880203247070312e+01
9.435217082500457764e-02 9.176553726196289062e+00 1.774378585815429688e+01 2.007791137695312500e+01
1.005600690841674805e-01 8.204026222229003906e+00 1.580839252471923828e+01 1.794503211975097656e+01
1.070138886570930481e-01 7.374411106109619141e+00 1.430906295776367188e+01 1.622722816467285156e+01
1.134273484349250793e-01 6.898916721343994141e+00 1.337805461883544922e+01 1.502126502990722656e+01
1.196089535951614380e-01 6.161937713623046875e+00 1.206881046295166016e+01 1.356110763549804688e+01
1.257804334163665771e-01 6.307852745056152344e+00 1.233634090423583984e+01 1.372649860382080078e+01
