# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 33
8.018244989216327667e-03 1.515270233154296875e+01 3.226535034179687500e+01 3.791506958007812500e+01
1.401655934751033783e-02 3.335398101806640625e+01 6.732376098632812500e+01 7.761211395263671875e+01
1.969251595437526703e-02 3.324995040893554688e+01 6.583758544921875000e+01 7.387866973876953125e+01
2.551339380443096161e-02 2.506353569030761719e+01 5.045897674560546875e+01 5.666251373291015625e+01
3.202908113598823547e-02 2.736896133422851562e+01 5.468368530273437500e+01 6.299732971191406250e+01
3.846523538231849670e-02 2.149130630493164062e+01 4.334215164184570312e+01 4.936605072021484375e+01
4.443310573697090149e-02 1.997014808654785156e+01 4.039846420288085938e+01 4.614316940307617188e+01
5.042308941483497620e-02 1.711931419372558594e+01 3.389937973022460938e+01 3.873424148559570312e+01
5.690929666161537170e-02 1.551155281066894531e+01 3.141376876831054688e+01 3.569536972045898438e+01
6.341847032308578491e-02 1.466943168640136719e+01 2.947919654846191406e+01 3.341369247436523438e+01
6.949992477893829346e-02 1.379100990295410156e+01 2.769478988647460938e+01 3.149968528747558594e+01
7.558133453130722046e-02 1.176069927215576172e+01 2.379722976684570312e+01 2.673750686645507812e+01
8.196274191141128540e-02 1.106730651855468750e+01 2.232685279846191406e+01 2.537285423278808594e+01
8.830232173204421997e-02 9.517785072326660156e+00 1.922792816162109375e+01 2.166610717773437500e+01
9.435217082500457764e-02 8.656808853149414062e+00 1.762280464172363281e+01 1.981048583984375000e+01
1.005600690841674805e-01 7.731325626373291016e+00 1.572484111785888672e+01 1.774250602722167969e+01
1.070138886570930481e-01 6.948551654815673828e+00 1.422409534454345703e+01 1.603661537170410156e+01
1.134273484349250793e-01 6.505913734436035156e+00 1.322549915313720703e+01 1.477078628540039062e+01
1.196089535951614380e-01 5.813966274261474609e+00 1.194729995727539062e+01 1.335461616516113281e+01
1.257804334163665771e-01 5.954243659973144531e+00 1.224060344696044922e+01 1.356554889678955078e+01
1.321490257978439331e-01 5.619964599609375000e+00 1.151876831054687500e+01 1.278582000732421875e+01
1.384563297033309937e-01 5.092541694641113281e+00 1.043319129943847656e+01 1.149329185485839844e+01
1.446497291326522827e-01 4.754270076751708984e+00 9.834821701049804688e+00 1.082055759429931641e+01
1.508535146713256836e-01 4.305519104003906250e+00 8.941328048706054688e+00 9.851413726806640625e+00
1.571729034185409546e-01 4.061022281646728516e+00 8.419701576232910156e+00 9.252213478088378906e+00
1.635417938232421875e-01 3.713019847869873047e+00 7.711024761199951172e+00 8.487799644470214844e+00
1.698256134986877441e-01 3.571382761001586914e+00 7.465752124786376953e+00 8.209237098693847656e+00
1.761013567447662354e-01 3.352145433425903320e+00 7.000685214996337891e+00 7.659067153930664062e+00
1.823998540639877319e-01 3.204719305038452148e+00 6.716246128082275391e+00 7.294319629669189453e+00
1.886507123708724976e-01 3.037830829620361328e+00 6.332628726959228516e+00 6.882014274597167969e+00
1.949081569910049438e-01 2.918124675750732422e+00 6.114411830902099609e+00 6.563138008117675781e+00
2.011425346136093140e-01 2.879991531372070312e+00 6.039975643157958984e+00 6.463567256927490234e+00
2.073954045772552490e-01 2.756935119628906250e+00 5.828306674957275391e+00 6.235353469848632812e+00
2.137389332056045532e-01 2.577536821365356445e+00 5.446253776550292969e+00 5.762392044067382812e+00
2.200330942869186401e-01 2.483563661575317383e+00 5.247832298278808594e+00 5.591143608093261719e+00
2.262930423021316528e-01 2.297530174255371094e+00 4.888426303863525391e+00 5.152958869934082031e+00
2.325985133647918701e-01 2.159701824188232422e+00 4.571730613708496094e+00 4.820086479187011719e+00
2.388891130685806274e-01 2.094492912292480469e+00 4.450814723968505859e+00 4.680681228637695312e+00
2.451218813657760620e-01 2.045870065689086914e+00 4.353909015655517578e+00 4.557328701019287109e+00
2.513737380504608154e-01 1.953864812850952148e+00 4.177886962890625000e+00 4.361704826354980469e+00
2.577070593833923340e-01 1.873434185981750488e+00 4.003176212310791016e+00 4.145085811614990234e+00
2.640204429626464844e-01 1.843766689300537109e+00 3.960828542709350586e+00 4.072084903717041016e+00
2.702898085117340088e-01 1.770679473876953125e+00 3.810466289520263672e+00 3.898957967758178711e+00
2.765615284442901611e-01 1.673438310623168945e+00 3.608526706695556641e+00 3.672448635101318359e+00
2.828698754310607910e-01 1.599195361137390137e+00 3.443128347396850586e+00 3.495955228805541992e+00
2.891486585140228271e-01 1.562102913856506348e+00 3.378913402557373047e+00 3.406329154968261719e+00
2.953523397445678711e-01 1.516640424728393555e+00 3.294340848922729492e+00 3.322630405426025391e+00
3.016075491905212402e-01 1.469395160675048828e+00 3.176838636398315430e+00 3.158920526504516602e+00
3.079382479190826416e-01 1.424252748489379883e+00 3.118844985961914062e+00 3.086551904678344727e+00
3.142760396003723145e-01 1.391267895698547363e+00 3.018472194671630859e+00 2.983047485351562500e+00
3.205462992191314697e-01 1.344534635543823242e+00 2.940863847732543945e+00 2.886302709579467773e+00
3.268128037452697754e-01 1.284713625907897949e+00 2.785423994064331055e+00 2.708516597747802734e+00
3.331238031387329102e-01 1.262507200241088867e+00 2.760937213897705078e+00 2.672632694244384766e+00
3.394046723842620850e-01 1.221858620643615723e+00 2.679560184478759766e+00 2.581610202789306641e+00
3.456391692161560059e-01 1.184138774871826172e+00 2.610628366470336914e+00 2.482884168624877930e+00
3.518808186054229736e-01 1.161649107933044434e+00 2.553218126296997070e+00 2.429828405380249023e+00
3.582032322883605957e-01 1.131137728691101074e+00 2.493484020233154297e+00 2.358272790908813477e+00
3.645117878913879395e-01 1.098170995712280273e+00 2.409512281417846680e+00 2.256205558776855469e+00
3.707640767097473145e-01 1.064134836196899414e+00 2.352425813674926758e+00 2.186319828033447266e+00
3.770540952682495117e-01 1.035074114799499512e+00 2.292332410812377930e+00 2.109864473342895508e+00
3.833588361740112305e-01 1.002318978309631348e+00 2.202647209167480469e+00 2.023557662963867188e+00
3.896513879299163818e-01 9.894170761108398438e-01 2.191334724426269531e+00 2.003349065780639648e+00
3.958770036697387695e-01 9.620583057403564453e-01 2.142272710800170898e+00 1.945221662521362305e+00
4.021126329898834229e-01 9.408071637153625488e-01 2.102822542190551758e+00 1.893362522125244141e+00
4.084537327289581299e-01 9.189877510070800781e-01 2.037922382354736328e+00 1.814274430274963379e+00
4.147696197032928467e-01 9.098122119903564453e-01 2.042289733886718750e+00 1.796389818191528320e+00
4.210544228553771973e-01 8.766518831253051758e-01 1.959724545478820801e+00 1.733605384826660156e+00
4.273288547992706299e-01 8.530135750770568848e-01 1.916826128959655762e+00 1.672701716423034668e+00
4.336213767528533936e-01 8.399094343185424805e-01 1.878051877021789551e+00 1.614632487297058105e+00
4.399181902408599854e-01 8.196244835853576660e-01 1.844443321228027344e+00 1.580622911453247070e+00
4.461484551429748535e-01 8.226930499076843262e-01 1.849570512771606445e+00 1.571827650070190430e+00
4.524188637733459473e-01 7.892482876777648926e-01 1.778761506080627441e+00 1.501958608627319336e+00
4.587154984474182129e-01 7.736276984214782715e-01 1.743017911911010742e+00 1.463170647621154785e+00
4.650256633758544922e-01 7.569316625595092773e-01 1.725721597671508789e+00 1.432613492012023926e+00
4.713141322135925293e-01 7.390100359916687012e-01 1.682050108909606934e+00 1.386148333549499512e+00
4.775804579257965088e-01 7.252194285392761230e-01 1.647272348403930664e+00 1.355327606201171875e+00
4.838812351226806641e-01 7.198463082313537598e-01 1.624887824058532715e+00 1.319224119186401367e+00
4.901502430438995361e-01 7.006101012229919434e-01 1.600950837135314941e+00 1.298166632652282715e+00
4.963996410369873047e-01 6.927914619445800781e-01 1.583527326583862305e+00 1.266648411750793457e+00
5.026662349700927734e-01 6.792280673980712891e-01 1.551118016242980957e+00 1.226391315460205078e+00
5.089647173881530762e-01 6.642132401466369629e-01 1.521349072456359863e+00 1.192888021469116211e+00
5.152750611305236816e-01 6.514725089073181152e-01 1.489535808563232422e+00 1.161935329437255859e+00
5.215665102005004883e-01 6.382660269737243652e-01 1.462760448455810547e+00 1.132377028465270996e+00
