# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 14
8.018244989216327667e-03 2.133921813964843750e+01 4.128170394897460938e+01 4.836906814575195312e+01
1.401655934751033783e-02 3.067165756225585938e+01 5.895927429199218750e+01 6.732789611816406250e+01
1.969251595437526703e-02 3.793149566650390625e+01 7.757575225830078125e+01 8.902069854736328125e+01
2.551339380443096161e-02 2.460181236267089844e+01 4.862060546875000000e+01 5.499460601806640625e+01
3.202908113598823547e-02 2.687229347229003906e+01 5.426111221313476562e+01 6.301432037353515625e+01
3.846523538231849670e-02 1.927249717712402344e+01 3.881464767456054688e+01 4.440741348266601562e+01
4.443310573697090149e-02 1.914253616333007812e+01 3.851058197021484375e+01 4.370452880859375000e+01
5.042308941483497620e-02 1.652674102783203125e+01 3.341173171997070312e+01 3.830102157592773438e+01
5.690929666161537170e-02 1.491329860687255859e+01 2.969271850585937500e+01 3.354819869995117188e+01
6.341847032308578491e-02 1.429239082336425781e+01 2.898905563354492188e+01 3.271736526489257812e+01
6.949992477893829346e-02 1.318185520172119141e+01 2.671545219421386719e+01 3.041858100891113281e+01
7.558133453130722046e-02 1.216973400115966797e+01 2.464125442504882812e+01 2.795150756835937500e+01
8.196274191141128540e-02 1.100101566314697266e+01 2.214494514465332031e+01 2.481366157531738281e+01
8.830232173204421997e-02 9.531610488891601562e+00 1.934470939636230469e+01 2.163090133666992188e+01
9.435217082500457764e-02 8.439293861389160156e+00 1.722969436645507812e+01 1.931756019592285156e+01
1.005600690841674805e-01 7.635259628295898438e+00 1.546743202209472656e+01 1.737208747863769531e+01
1.070138886570930481e-01 7.136096000671386719e+00 1.457521533966064453e+01 1.637701606750488281e+01
1.134273484349250793e-01 6.327797889709472656e+00 1.299084758758544922e+01 1.448160743713378906e+01
1.196089535951614380e-01 6.112084388732910156e+00 1.243817710876464844e+01 1.386742591857910156e+01
1.257804334163665771e-01 5.851877689361572266e+00 1.208874797821044922e+01 1.352056217193603516e+01
1.321490257978439331e-01 5.502173423767089844e+00 1.131739044189453125e+01 1.251523399353027344e+01
1.384563297033309937e-01 5.135560989379882812e+00 1.058149337768554688e+01 1.156583499908447266e+01
1.446497291326522827e-01 4.741592407226562500e+00 9.775092124938964844e+00 1.079504680633544922e+01
1.508535146713256836e-01 4.379981517791748047e+00 9.002956390380859375e+00 9.988543510437011719e+00
1.571729034185409546e-01 4.046870708465576172e+00 8.401349067687988281e+00 9.239298820495605469e+00
1.635417938232421875e-01 3.769068479537963867e+00 7.844676017761230469e+00 8.599941253662109375e+00
1.698256134986877441e-01 3.563687324523925781e+00 7.445169925689697266e+00 8.123601913452148438e+00
1.761013567447662354e-01 3.377926826477050781e+00 7.018391609191894531e+00 7.676700115203857422e+00
1.823998540639877319e-01 3.244473457336425781e+00 6.768531322479248047e+00 7.378117084503173828e+00
1.886507123708724976e-01 3.114240884780883789e+00 6.506516933441162109e+00 7.038975238800048828e+00
1.949081569910049438e-01 2.979275465011596680e+00 6.236006259918212891e+00 6.713667869567871094e+00
2.011425346136093140e-01 2.853395700454711914e+00 5.961207389831542969e+00 6.425395488739013672e+00
2.073954045772552490e-01 2.702142953872680664e+00 5.704604148864746094e+00 6.105048656463623047e+00
2.137389332056045532e-01 2.536650180816650391e+00 5.375971794128417969e+00 5.721669673919677734e+00
2.200330942869186401e-01 2.405527114868164062e+00 5.085372924804687500e+00 5.419798374176025391e+00
2.262930423021316528e-01 2.263496875762939453e+00 4.776248931884765625e+00 5.080160617828369141e+00
2.325985133647918701e-01 2.160718679428100586e+00 4.565226078033447266e+00 4.809834480285644531e+00
2.388891130685806274e-01 2.104915142059326172e+00 4.477868080139160156e+00 4.694130420684814453e+00
