# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 22
8.018244989216327667e-03 2.042388916015625000e+01 3.948151016235351562e+01 4.643744659423828125e+01
1.401655934751033783e-02 2.238800430297851562e+01 4.573156738281250000e+01 5.257802581787109375e+01
1.969251595437526703e-02 3.752588272094726562e+01 7.255470275878906250e+01 8.550415802001953125e+01
2.551339380443096161e-02 3.088589096069335938e+01 6.251573181152343750e+01 7.064517211914062500e+01
3.202908113598823547e-02 2.275424194335937500e+01 4.547937011718750000e+01 5.242379760742187500e+01
3.846523538231849670e-02 2.229556846618652344e+01 4.466257476806640625e+01 5.062383270263671875e+01
4.443310573697090149e-02 1.756500816345214844e+01 3.475944519042968750e+01 3.958061981201171875e+01
5.042308941483497620e-02 1.883430480957031250e+01 3.797454071044921875e+01 4.365159606933593750e+01
5.690929666161537170e-02 1.639736175537109375e+01 3.295032882690429688e+01 3.765903472900390625e+01
6.341847032308578491e-02 1.450773620605468750e+01 2.910216522216796875e+01 3.313963317871093750e+01
6.949992477893829346e-02 1.247752475738525391e+01 2.518330383300781250e+01 2.833288383483886719e+01
7.558133453130722046e-02 1.241515350341796875e+01 2.504833984375000000e+01 2.827486419677734375e+01
8.196274191141128540e-02 1.100482273101806641e+01 2.230837249755859375e+01 2.521086502075195312e+01
8.830232173204421997e-02 9.583102226257324219e+00 1.946345329284667969e+01 2.178844451904296875e+01
9.435217082500457764e-02 8.587740898132324219e+00 1.751444816589355469e+01 1.958494377136230469e+01
1.005600690841674805e-01 7.644272327423095703e+00 1.540987491607666016e+01 1.740757942199707031e+01
1.070138886570930481e-01 6.882124900817871094e+00 1.408266448974609375e+01 1.586390113830566406e+01
1.134273484349250793e-01 6.187693595886230469e+00 1.261556911468505859e+01 1.415801334381103516e+01
1.196089535951614380e-01 5.910061836242675781e+00 1.211198329925537109e+01 1.355768489837646484e+01
1.257804334163665771e-01 5.658809185028076172e+00 1.160555648803710938e+01 1.288398075103759766e+01
1.321490257978439331e-01 5.326271057128906250e+00 1.093042278289794922e+01 1.213225650787353516e+01
1.384563297033309937e-01 5.182381629943847656e+00 1.067505836486816406e+01 1.177539348602294922e+01
1.446497291326522827e-01 4.788418292999267578e+00 9.978529930114746094e+00 1.097435855865478516e+01
1.508535146713256836e-01 4.426894187927246094e+00 9.104287147521972656e+00 1.002136135101318359e+01
1.571729034185409546e-01 3.949838161468505859e+00 8.178087234497070312e+00 8.968691825866699219e+00
1.635417938232421875e-01 3.888372659683227539e+00 8.094306945800781250e+00 8.906157493591308594e+00
1.698256134986877441e-01 3.556263208389282227e+00 7.409643173217773438e+00 8.061102867126464844e+00
1.761013567447662354e-01 3.400441408157348633e+00 7.060114383697509766e+00 7.677025318145751953e+00
1.823998540639877319e-01 3.233759880065917969e+00 6.723636627197265625e+00 7.314695358276367188e+00
1.886507123708724976e-01 3.100280523300170898e+00 6.475157260894775391e+00 6.976257801055908203e+00
1.949081569910049438e-01 3.026082754135131836e+00 6.340414524078369141e+00 6.813336849212646484e+00
2.011425346136093140e-01 2.911595821380615234e+00 6.125811576843261719e+00 6.573979854583740234e+00
2.073954045772552490e-01 2.729593753814697266e+00 5.764636993408203125e+00 6.156242847442626953e+00
2.137389332056045532e-01 2.511688947677612305e+00 5.286915779113769531e+00 5.630701541900634766e+00
