# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 27
8.018244989216327667e-03 1.132741928100585938e+01 2.081040382385253906e+01 2.544876098632812500e+01
1.401655934751033783e-02 3.379607009887695312e+01 6.827221679687500000e+01 7.993108367919921875e+01
1.969251595437526703e-02 2.961530303955078125e+01 5.782158660888671875e+01 6.491911315917968750e+01
2.551339380443096161e-02 2.845723152160644531e+01 5.752778244018554688e+01 6.554402160644531250e+01
3.202908113598823547e-02 2.331850433349609375e+01 4.639160537719726562e+01 5.320121765136718750e+01
3.846523538231849670e-02 2.084864616394042969e+01 4.119735717773437500e+01 4.675928115844726562e+01
4.443310573697090149e-02 2.252204704284667969e+01 4.584085464477539062e+01 5.212445068359375000e+01
5.042308941483497620e-02 1.584308147430419922e+01 3.205104064941406250e+01 3.668045806884765625e+01
5.690929666161537170e-02 1.419879627227783203e+01 2.852101135253906250e+01 3.276245880126953125e+01
6.341847032308578491e-02 1.352581501007080078e+01 2.714339637756347656e+01 3.084039306640625000e+01
6.949992477893829346e-02 1.293985843658447266e+01 2.604604530334472656e+01 2.962308311462402344e+01
7.558133453130722046e-02 1.189676094055175781e+01 2.385941314697265625e+01 2.714358329772949219e+01
8.196274191141128540e-02 1.045410346984863281e+01 2.128280067443847656e+01 2.409555435180664062e+01
8.830232173204421997e-02 9.287972450256347656e+00 1.878643608093261719e+01 2.125416183471679688e+01
9.435217082500457764e-02 8.253936767578125000e+00 1.677545547485351562e+01 1.901475143432617188e+01
1.005600690841674805e-01 7.803073406219482422e+00 1.588549041748046875e+01 1.784877014160156250e+01
1.070138886570930481e-01 6.870505332946777344e+00 1.411349296569824219e+01 1.582424259185791016e+01
1.134273484349250793e-01 6.265657901763916016e+00 1.278466510772705078e+01 1.442941665649414062e+01
1.196089535951614380e-01 6.143170833587646484e+00 1.256145191192626953e+01 1.403249263763427734e+01
1.257804334163665771e-01 5.920119762420654297e+00 1.208568286895751953e+01 1.335408020019531250e+01
1.321490257978439331e-01 5.457503318786621094e+00 1.119850635528564453e+01 1.236781883239746094e+01
1.384563297033309937e-01 5.136537551879882812e+00 1.058850574493408203e+01 1.166142559051513672e+01
1.446497291326522827e-01 4.863354682922363281e+00 1.009194278717041016e+01 1.111301612854003906e+01
1.508535146713256836e-01 4.383100032806396484e+00 9.063252449035644531e+00 9.972894668579101562e+00
1.571729034185409546e-01 3.888927698135375977e+00 8.038571357727050781e+00 8.885221481323242188e+00
1.635417938232421875e-01 3.701322555541992188e+00 7.699414253234863281e+00 8.462776184082031250e+00
1.698256134986877441e-01 3.474202871322631836e+00 7.253019809722900391e+00 7.952093601226806641e+00
1.761013567447662354e-01 3.375886678695678711e+00 7.101744174957275391e+00 7.770658969879150391e+00
1.823998540639877319e-01 3.219439983367919922e+00 6.766809463500976562e+00 7.323997497558593750e+00
1.886507123708724976e-01 3.126658916473388672e+00 6.544721126556396484e+00 7.119731426239013672e+00
1.949081569910049438e-01 2.965470075607299805e+00 6.198051452636718750e+00 6.675802707672119141e+00
2.011425346136093140e-01 2.793696641921997070e+00 5.857041358947753906e+00 6.315501213073730469e+00
2.073954045772552490e-01 2.700635194778442383e+00 5.673251152038574219e+00 6.073348999023437500e+00
2.137389332056045532e-01 2.564635515213012695e+00 5.447031497955322266e+00 5.795799255371093750e+00
2.200330942869186401e-01 2.397301435470581055e+00 5.066053867340087891e+00 5.367856025695800781e+00
2.262930423021316528e-01 2.326909542083740234e+00 4.929586410522460938e+00 5.225919723510742188e+00
2.325985133647918701e-01 2.146528482437133789e+00 4.569891452789306641e+00 4.834376811981201172e+00
2.388891130685806274e-01 2.103609085083007812e+00 4.492131233215332031e+00 4.734548091888427734e+00
2.451218813657760620e-01 2.007683515548706055e+00 4.274992465972900391e+00 4.460389137268066406e+00
2.513737380504608154e-01 1.924423575401306152e+00 4.120612621307373047e+00 4.301765441894531250e+00
