# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 3
8.018244989216327667e-03 2.342931365966796875e+01 4.256028366088867188e+01 4.702512741088867188e+01
1.401655934751033783e-02 3.016927146911621094e+01 5.714713287353515625e+01 6.724627685546875000e+01
1.969251595437526703e-02 3.860089111328125000e+01 7.268029785156250000e+01 8.359101867675781250e+01
2.551339380443096161e-02 3.264216232299804688e+01 6.200348663330078125e+01 7.143217468261718750e+01
3.202908113598823547e-02 2.583331108093261719e+01 4.945473861694335938e+01 5.743547439575195312e+01
3.846523538231849670e-02 2.513675498962402344e+01 4.757072067260742188e+01 5.410076141357421875e+01
4.443310573697090149e-02 2.015336608886718750e+01 3.843963241577148438e+01 4.404467391967773438e+01
5.042308941483497620e-02 1.778213310241699219e+01 3.409646224975585938e+01 3.920579147338867188e+01
5.690929666161537170e-02 1.612958908081054688e+01 3.082532119750976562e+01 3.547923278808593750e+01
6.341847032308578491e-02 1.495383167266845703e+01 2.843350219726562500e+01 3.253919601440429688e+01
6.949992477893829346e-02 1.319710826873779297e+01 2.518479728698730469e+01 2.879813957214355469e+01
7.558133453130722046e-02 1.321272659301757812e+01 2.535241508483886719e+01 2.878996658325195312e+01
8.196274191141128540e-02 1.160334014892578125e+01 2.262032890319824219e+01 2.567656517028808594e+01
8.830232173204421997e-02 9.458924293518066406e+00 1.829795265197753906e+01 2.074447250366210938e+01
9.435217082500457764e-02 8.650257110595703125e+00 1.679078674316406250e+01 1.923225784301757812e+01
1.005600690841674805e-01 8.067450523376464844e+00 1.555040454864501953e+01 1.761733245849609375e+01
1.070138886570930481e-01 7.332096099853515625e+00 1.416576576232910156e+01 1.604359436035156250e+01
1.134273484349250793e-01 6.626994132995605469e+00 1.279518699645996094e+01 1.442278861999511719e+01
1.196089535951614380e-01 6.509302616119384766e+00 1.264183425903320312e+01 1.414169883728027344e+01
1.257804334163665771e-01 6.267735481262207031e+00 1.217034053802490234e+01 1.361086368560791016e+01
1.321490257978439331e-01 5.770503997802734375e+00 1.125744342803955078e+01 1.257061004638671875e+01
1.384563297033309937e-01 5.346736907958984375e+00 1.040387725830078125e+01 1.149655914306640625e+01
1.446497291326522827e-01 5.185647487640380859e+00 1.014262294769287109e+01 1.135054874420166016e+01
1.508535146713256836e-01 4.697010040283203125e+00 9.158036231994628906e+00 1.010494995117187500e+01
1.571729034185409546e-01 4.255329608917236328e+00 8.375751495361328125e+00 9.211431503295898438e+00
1.635417938232421875e-01 4.008916854858398438e+00 7.871981620788574219e+00 8.626163482666015625e+00
1.698256134986877441e-01 3.902625083923339844e+00 7.687194347381591797e+00 8.425607681274414062e+00
1.761013567447662354e-01 3.525660037994384766e+00 6.999768733978271484e+00 7.653541088104248047e+00
1.823998540639877319e-01 3.425504684448242188e+00 6.750527381896972656e+00 7.372300624847412109e+00
