# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 1
8.018244989216327667e-03 3.183782768249511719e+01 6.228572463989257812e+01 7.298983001708984375e+01
1.401655934751033783e-02 3.076976966857910156e+01 5.995611953735351562e+01 6.736087036132812500e+01
1.969251595437526703e-02 2.270938873291015625e+01 4.522225952148437500e+01 5.166403198242187500e+01
2.551339380443096161e-02 3.382910919189453125e+01 6.717185211181640625e+01 7.865658569335937500e+01
3.202908113598823547e-02 2.676145935058593750e+01 5.305937957763671875e+01 6.131578826904296875e+01
3.846523538231849670e-02 2.259621620178222656e+01 4.525051116943359375e+01 5.158122253417968750e+01
4.443310573697090149e-02 1.968232917785644531e+01 3.975798416137695312e+01 4.576836395263671875e+01
5.042308941483497620e-02 1.661021804809570312e+01 3.346107482910156250e+01 3.799263000488281250e+01
5.690929666161537170e-02 1.605496597290039062e+01 3.207498931884765625e+01 3.659526062011718750e+01
6.341847032308578491e-02 1.449352169036865234e+01 2.908659172058105469e+01 3.296192550659179688e+01
6.949992477893829346e-02 1.366355800628662109e+01 2.782320594787597656e+01 3.149056243896484375e+01
7.558133453130722046e-02 1.205698394775390625e+01 2.423880195617675781e+01 2.741550636291503906e+01
8.196274191141128540e-02 1.102804183959960938e+01 2.229783058166503906e+01 2.524516677856445312e+01
8.830232173204421997e-02 9.332561492919921875e+00 1.891909980773925781e+01 2.132369422912597656e+01
9.435217082500457764e-02 8.864510536193847656e+00 1.793525123596191406e+01 2.012698745727539062e+01
1.005600690841674805e-01 7.960538864135742188e+00 1.619932746887207031e+01 1.819990730285644531e+01
1.070138886570930481e-01 7.166306018829345703e+00 1.462761306762695312e+01 1.642537879943847656e+01
1.134273484349250793e-01 6.333583831787109375e+00 1.298750019073486328e+01 1.450622558593750000e+01
1.196089535951614380e-01 6.095368862152099609e+00 1.245410728454589844e+01 1.397510337829589844e+01
1.257804334163665771e-01 5.894341945648193359e+00 1.209564399719238281e+01 1.340975379943847656e+01
1.321490257978439331e-01 5.702919960021972656e+00 1.160128688812255859e+01 1.291113853454589844e+01
1.384563297033309937e-01 5.154700279235839844e+00 1.063835906982421875e+01 1.180427074432373047e+01
1.446497291326522827e-01 4.868761062622070312e+00 1.003171348571777344e+01 1.110986614227294922e+01
1.508535146713256836e-01 4.441161155700683594e+00 9.205288887023925781e+00 1.011645793914794922e+01
1.571729034185409546e-01 3.996043682098388672e+00 8.274668693542480469e+00 9.084950447082519531e+00
1.635417938232421875e-01 3.762615442276000977e+00 7.815658092498779297e+00 8.544803619384765625e+00
1.698256134986877441e-01 3.490703582763671875e+00 7.248951435089111328e+00 7.914628028869628906e+00
1.761013567447662354e-01 3.387422084808349609e+00 7.068178176879882812e+00 7.682174682617187500e+00
1.823998540639877319e-01 3.233564615249633789e+00 6.707898616790771484e+00 7.261639118194580078e+00
1.886507123708724976e-01 3.145320415496826172e+00 6.623110294342041016e+00 7.122478961944580078e+00
1.949081569910049438e-01 2.975157976150512695e+00 6.239993095397949219e+00 6.713999271392822266e+00
2.011425346136093140e-01 2.806153297424316406e+00 5.857042312622070312e+00 6.246387004852294922e+00
2.073954045772552490e-01 2.729085445404052734e+00 5.749880790710449219e+00 6.085005283355712891e+00
2.137389332056045532e-01 2.543766498565673828e+00 5.356066703796386719e+00 5.674885272979736328e+00
2.200330942869186401e-01 2.424594163894653320e+00 5.136025905609130859e+00 5.470626354217529297e+00
2.262930423021316528e-01 2.245344161987304688e+00 4.750236511230468750e+00 5.015070438385009766e+00
2.325985133647918701e-01 2.202050447463989258e+00 4.680816650390625000e+00 4.915407657623291016e+00
2.388891130685806274e-01 2.116299390792846680e+00 4.510363578796386719e+00 4.726778030395507812e+00
2.451218813657760620e-01 2.044002771377563477e+00 4.355648517608642578e+00 4.528910160064697266e+00
2.513737380504608154e-01 1.993550658226013184e+00 4.259118556976318359e+00 4.416810035705566406e+00
2.577070593833923340e-01 1.939508438110351562e+00 4.154535293579101562e+00 4.271933078765869141e+00
2.640204429626464844e-01 1.803780198097229004e+00 3.872728347778320312e+00 3.963717222213745117e+00
2.702898085117340088e-01 1.757069230079650879e+00 3.760822057723999023e+00 3.817266225814819336e+00
2.765615284442901611e-01 1.699957132339477539e+00 3.657959461212158203e+00 3.704349756240844727e+00
2.828698754310607910e-01 1.624965429306030273e+00 3.498049974441528320e+00 3.533514738082885742e+00
2.891486585140228271e-01 1.570382475852966309e+00 3.388750553131103516e+00 3.381394863128662109e+00
2.953523397445678711e-01 1.532631278038024902e+00 3.321136236190795898e+00 3.335597991943359375e+00
3.016075491905212402e-01 1.479782104492187500e+00 3.214448451995849609e+00 3.185356616973876953e+00
3.079382479190826416e-01 1.434789776802062988e+00 3.108540296554565430e+00 3.056682109832763672e+00
3.142760396003723145e-01 1.363079667091369629e+00 2.965712308883666992e+00 2.918762445449829102e+00
3.205462992191314697e-01 1.343032598495483398e+00 2.923860311508178711e+00 2.849051237106323242e+00
3.268128037452697754e-01 1.296545743942260742e+00 2.827995538711547852e+00 2.729980468750000000e+00
