# k, P_{cc}, P_{hc,r}, P_{hc,0}
#  Realization 29
8.018244989216327667e-03 3.120441436767578125e+01 5.697309494018554688e+01 6.486649322509765625e+01
1.401655934751033783e-02 3.035021209716796875e+01 5.758350372314453125e+01 6.599837493896484375e+01
1.969251595437526703e-02 3.082694625854492188e+01 5.751439285278320312e+01 6.665998077392578125e+01
2.551339380443096161e-02 3.498921585083007812e+01 6.678091430664062500e+01 7.723444366455078125e+01
3.202908113598823547e-02 2.607403182983398438e+01 4.948561859130859375e+01 5.694013595581054688e+01
3.846523538231849670e-02 2.323747062683105469e+01 4.490969848632812500e+01 5.220536041259765625e+01
4.443310573697090149e-02 1.938514900207519531e+01 3.684014129638671875e+01 4.254451751708984375e+01
5.042308941483497620e-02 1.680119514465332031e+01 3.183454132080078125e+01 3.693442916870117188e+01
5.690929666161537170e-02 1.572780799865722656e+01 3.038571739196777344e+01 3.465794372558593750e+01
6.341847032308578491e-02 1.424524593353271484e+01 2.747118949890136719e+01 3.124460411071777344e+01
6.949992477893829346e-02 1.416543865203857422e+01 2.728876495361328125e+01 3.113823127746582031e+01
7.558133453130722046e-02 1.333106899261474609e+01 2.584246635437011719e+01 2.927118110656738281e+01
8.196274191141128540e-02 1.109416484832763672e+01 2.150006675720214844e+01 2.444997787475585938e+01
8.830232173204421997e-02 1.028796958923339844e+01 1.989437675476074219e+01 2.246909713745117188e+01
9.435217082500457764e-02 9.130829811096191406e+00 1.780570220947265625e+01 2.017343711853027344e+01
1.005600690841674805e-01 7.636566162109375000e+00 1.485772323608398438e+01 1.677669143676757812e+01
1.070138886570930481e-01 7.234418392181396484e+00 1.415967750549316406e+01 1.602917098999023438e+01
1.134273484349250793e-01 6.927797794342041016e+00 1.337521076202392578e+01 1.509750938415527344e+01
1.196089535951614380e-01 6.235981464385986328e+00 1.214889240264892578e+01 1.364358901977539062e+01
1.257804334163665771e-01 6.257117748260498047e+00 1.214272403717041016e+01 1.357397651672363281e+01
1.321490257978439331e-01 5.738483428955078125e+00 1.128091812133789062e+01 1.259996891021728516e+01
1.384563297033309937e-01 5.452633857727050781e+00 1.075880908966064453e+01 1.191087245941162109e+01
1.446497291326522827e-01 5.203721523284912109e+00 1.022647762298583984e+01 1.131944274902343750e+01
1.508535146713256836e-01 4.633908748626708984e+00 9.114379882812500000e+00 1.007294464111328125e+01
1.571729034185409546e-01 4.311689853668212891e+00 8.509154319763183594e+00 9.404899597167968750e+00
1.635417938232421875e-01 3.982969522476196289e+00 7.852787494659423828e+00 8.609805107116699219e+00
1.698256134986877441e-01 3.825106859207153320e+00 7.496221065521240234e+00 8.260257720947265625e+00
1.761013567447662354e-01 3.609533071517944336e+00 7.158029079437255859e+00 7.805578708648681641e+00
1.823998540639877319e-01 3.455739498138427734e+00 6.851486206054687500e+00 7.429699897766113281e+00
1.886507123708724976e-01 3.289007663726806641e+00 6.549816131591796875e+00 7.076489448547363281e+00
1.949081569910049438e-01 3.113099813461303711e+00 6.194756507873535156e+00 6.686306476593017578e+00
2.011425346136093140e-01 3.139548540115356445e+00 6.223146438598632812e+00 6.705635547637939453e+00
2.073954045772552490e-01 2.918299913406372070e+00 5.846493721008300781e+00 6.301725387573242188e+00
